 Day of  Day of Year 
 sim.     year               Qrad         Qslur2air     Qslur2floor      Qslur2wall       Qout
   73      73        1          -1259.          1278.          1369.           372.          1760.
   74      74        1          -1285.          1224.          1401.           375.          1715.
   75      75        1          -1310.          1170.          1433.           378.          1670.
   76      76        1          -1336.          1115.          1464.           380.          1623.
   77      77        1          -1362.          1060.          1495.           383.          1576.
   78      78        1          -1387.          1005.          1525.           385.          1528.
   79      79        1          -1413.           950.          1555.           387.          1479.
   80      80        1          -1439.           895.          1585.           389.          1430.
   81      81        1          -1464.           839.          1614.           391.          1380.
   82      82        1          -1490.           783.          1643.           393.          1329.
   83      83        1          -1516.           728.          1671.           395.          1277.
   84      84        1          -1542.           672.          1699.           396.          1225.
   85      85        1          -1567.           615.          1727.           398.          1172.
   86      86        1          -1593.           559.          1754.           399.          1119.
   87      87        1          -1618.           503.          1780.           400.          1065.
   88      88        1          -1644.           447.          1806.           401.          1010.
   89      89        1          -1669.           390.          1832.           402.           954.
   90      90        1          -1695.           334.          1857.           402.           898.
   91      91        1          -1720.           277.          1882.           403.           842.
   92      92        1          -1746.           221.          1906.           403.           785.
   93      93        1          -1771.           165.          1930.           403.           727.
   94      94        1          -1796.           109.          1953.           403.           669.
   95      95        1          -1821.            52.          1976.           403.           611.
   96      96        1          -1846.            -4.          1998.           403.           552.
   97      97        1          -1870.           -60.          2020.           402.           492.
   98      98        1          -1895.          -115.          2041.           402.           433.
   99      99        1          -1920.          -171.          2062.           401.           372.
  100     100        1          -1944.          -226.          2082.           400.           312.
  101     101        1          -1968.          -282.          2102.           399.           251.
  102     102        1          -1992.          -337.          2121.           398.           190.
  103     103        1          -2016.          -392.          2140.           396.           128.
  104     104        1          -2040.          -446.          2158.           395.            66.
  105     105        1          -2064.          -500.          2176.           393.             4.
  106     106        1          -2087.          -554.          2193.           391.           -58.
  107     107        1          -2110.          -608.          2209.           389.          -120.
  108     108        1          -2133.          -661.          2225.           387.          -183.
  109     109        1          -2156.          -714.          2241.           384.          -246.
  110     110        1          -2179.          -767.          2255.           381.          -309.
  111     111        1          -2201.          -819.          2270.           379.          -372.
  112     112        1          -2223.          -871.          2283.           376.          -435.
  113     113        1          -2245.          -923.          2297.           373.          -499.
  114     114        1          -2267.          -974.          2309.           369.          -562.
  115     115        1          -2289.         -1024.          2321.           366.          -625.
  116     116        1          -2310.         -1074.          2333.           362.          -689.
  117     117        1          -2331.         -1124.          2344.           359.          -752.
  118     118        1          -2352.         -1173.          2354.           355.          -815.
  119     119        1          -2372.         -1221.          2364.           351.          -878.
  120     120        1          -2392.         -1014.          2561.            72.          -774.
  121     121        1          -2412.          -864.          2716.            81.          -478.
  122     122        1          -2432.          -757.          2837.            89.          -263.
  123     123        1          -2451.          -684.          2933.            96.          -106.
  124     124        1          -2470.          -635.          3010.           102.             6.
  125     125        1          -2489.          -605.          3072.           108.            85.
  126     126        1          -2508.          -589.          3122.           113.           139.
  127     127        1          -2526.          -583.          3164.           117.           172.
  128     128        1          -2544.          -585.          3199.           121.           191.
  129     129        1          -2561.          -594.          3228.           124.           198.
  130     130        1          -2578.          -607.          3252.           128.           195.
  131     131        1          -2595.          -624.          3273.           131.           184.
  132     132        1          -2612.          -644.          3290.           133.           168.
  133     133        1          -2628.          -666.          3305.           136.           147.
  134     134        1          -2644.          -690.          3317.           138.           123.
  135     135        1          -2659.          -715.          3328.           141.            95.
  136     136        1          -2674.          -740.          3336.           143.            64.
  137     137        1          -2689.          -767.          3343.           144.            32.
  138     138        1          -2703.          -793.          3349.           146.            -2.
  139     139        1          -2717.          -820.          3353.           148.           -37.
  140     140        1          -2731.          -847.          3356.           149.           -73.
  141     141        1          -2744.          -874.          3358.           150.          -110.
  142     142        1          -2757.          -901.          3359.           151.          -148.
  143     143        1          -2770.          -927.          3358.           152.          -186.
  144     144        1          -2782.          -953.          3357.           153.          -225.
  145     145        1          -2794.          -979.          3355.           154.          -263.
  146     146        1          -2805.         -1004.          3352.           155.          -302.
  147     147        1          -2816.         -1029.          3349.           155.          -341.
  148     148        1          -2826.         -1053.          3344.           155.          -380.
  149     149        1          -2836.         -1077.          3339.           156.          -419.
  150     150        1          -2846.         -1100.          3332.           156.          -458.
  151     151        1          -2855.         -1122.          3326.           156.          -496.
  152     152        1          -2864.         -1144.          3318.           156.          -535.
  153     153        1          -2873.         -1165.          3310.           155.          -573.
  154     154        1          -2881.         -1185.          3300.           155.          -610.
  155     155        1          -2888.         -1204.          3291.           154.          -648.
  156     156        1          -2896.         -1223.          3280.           154.          -685.
  157     157        1          -2902.         -1241.          3269.           153.          -721.
  158     158        1          -2909.         -1258.          3257.           152.          -757.
  159     159        1          -2915.         -1275.          3245.           152.          -793.
  160     160        1          -2920.         -1290.          3232.           151.          -828.
  161     161        1          -2925.         -1305.          3218.           149.          -862.
  162     162        1          -2930.         -1319.          3204.           148.          -896.
  163     163        1          -2934.         -1332.          3189.           147.          -930.
  164     164        1          -2938.         -1344.          3174.           146.          -963.
  165     165        1          -2941.         -1355.          3158.           144.          -995.
  166     166        1          -2944.         -1366.          3141.           142.         -1026.
  167     167        1          -2946.         -1375.          3124.           141.         -1057.
  168     168        1          -2948.         -1384.          3106.           139.         -1087.
  169     169        1          -2950.         -1391.          3088.           137.         -1116.
  170     170        1          -2951.         -1398.          3069.           135.         -1145.
  171     171        1          -2952.         -1404.          3050.           133.         -1173.
  172     172        1          -2952.         -1408.          3030.           131.         -1200.
  173     173        1          -2952.         -1412.          3009.           129.         -1226.
  174     174        1          -2951.         -1415.          2988.           127.         -1251.
  175     175        1          -2950.         -1417.          2967.           124.         -1276.
  176     176        1          -2948.         -1418.          2945.           122.         -1300.
  177     177        1          -2946.         -1418.          2923.           120.         -1323.
  178     178        1          -2944.         -1417.          2900.           117.         -1345.
  179     179        1          -2941.         -1416.          2877.           115.         -1366.
  180     180        1          -2938.         -1413.          2853.           112.         -1386.
  181     181        1          -2934.         -1409.          2829.           109.         -1405.
  182     182        1          -2930.         -1404.          2804.           106.         -1423.
  183     183        1          -2925.         -1398.          2779.           104.         -1441.
  184     184        1          -2920.         -1391.          2754.           101.         -1457.
  185     185        1          -2915.         -1384.          2728.            98.         -1472.
  186     186        1          -2909.         -1375.          2702.            95.         -1487.
  187     187        1          -2902.         -1365.          2675.            92.         -1500.
  188     188        1          -2896.         -1354.          2648.            89.         -1512.
  189     189        1          -2888.         -1343.          2621.            86.         -1524.
  190     190        1          -2881.         -1330.          2594.            83.         -1534.
  191     191        1          -2873.         -1316.          2566.            80.         -1543.
  192     192        1          -2864.         -1301.          2537.            77.         -1551.
  193     193        1          -2855.         -1286.          2509.            74.         -1558.
  194     194        1          -2846.         -1269.          2480.            71.         -1564.
  195     195        1          -2836.         -1251.          2451.            68.         -1569.
  196     196        1          -2826.         -1233.          2421.            65.         -1573.
  197     197        1          -2816.         -1213.          2392.            61.         -1575.
  198     198        1          -2805.         -1192.          2362.            58.         -1577.
  199     199        1          -2794.         -1171.          2332.            55.         -1577.
  200     200        1          -2782.         -1148.          2301.            52.         -1576.
  201     201        1          -2770.         -1125.          2271.            49.         -1575.
  202     202        1          -2757.         -1100.          2240.            46.         -1571.
  203     203        1          -2744.         -1075.          2209.            43.         -1567.
  204     204        1          -2731.         -1048.          2178.            40.         -1562.
  205     205        1          -2717.         -1021.          2146.            37.         -1555.
  206     206        1          -2703.          -993.          2115.            34.         -1547.
  207     207        1          -2689.          -963.          2083.            31.         -1538.
  208     208        1          -2674.          -933.          2051.            28.         -1528.
  209     209        1          -2659.          -902.          2019.            25.         -1517.
  210     210        1          -2644.          -870.          1987.            23.         -1504.
  211     211        1          -2628.          -837.          1955.            20.         -1491.
  212     212        1          -2612.          -804.          1922.            17.         -1476.
  213     213        1          -2595.          -769.          1890.            15.         -1460.
  214     214        1          -2578.          -733.          1857.            12.         -1442.
  215     215        1          -2561.          -697.          1825.            10.         -1424.
  216     216        1          -2544.          -660.          1792.             7.         -1404.
  217     217        1          -2526.          -621.          1759.             5.         -1383.
  218     218        1          -2508.          -582.          1727.             3.         -1361.
  219     219        1          -2489.          -543.          1694.             0.         -1338.
  220     220        1          -2470.          -502.          1661.            -2.         -1313.
  221     221        1          -2451.          -461.          1628.            -4.         -1287.
  222     222        1          -2432.          -418.          1596.            -6.         -1260.
  223     223        1          -2412.          -375.          1563.            -7.         -1232.
  224     224        1          -2392.          -331.          1530.            -9.         -1203.
  225     225        1          -2372.          -287.          1497.           -11.         -1172.
  226     226        1          -2352.          -242.          1465.           -12.         -1141.
  227     227        1          -2331.          -195.          1432.           -14.         -1108.
  228     228        1          -2310.          -149.          1400.           -15.         -1074.
  229     229        1          -2289.          -101.          1367.           -16.         -1039.
  230     230        1          -2267.           -53.          1335.           -17.         -1002.
  231     231        1          -2245.            -4.          1303.           -18.          -965.
  232     232        1          -2223.            46.          1270.           -19.          -926.
  233     233        1          -2201.            96.          1238.           -19.          -886.
  234     234        1          -2179.           147.          1206.           -20.          -845.
  235     235        1          -2156.           198.          1175.           -20.          -803.
  236     236        1          -2133.           250.          1143.           -20.          -760.
  237     237        1          -2110.           303.          1112.           -20.          -716.
  238     238        1          -2087.           357.          1080.           -20.          -670.
  239     239        1          -2064.           410.          1049.           -20.          -624.
  240     240        1          -2040.           465.          1018.           -20.          -576.
  241     241        1          -2016.           520.           988.           -19.          -528.
  242     242        1          -1992.           575.           957.           -18.          -478.
  243     243        1          -1968.           632.           927.           -17.          -427.
  244     244        1          -1944.           688.           897.           -16.          -376.
  245     245        1          -1920.           745.           867.           -15.          -323.
  246     246        1          -1895.           802.           837.           -14.          -269.
  247     247        1          -1870.           860.           808.           -12.          -214.
  248     248        1          -1846.           919.           779.           -10.          -159.
  249     249        1          -1821.           977.           750.            -9.          -102.
  250     250        1          -1796.          1037.           722.            -6.           -44.
  251     251        1          -1771.          1096.           693.            -4.            14.
  252     252        1          -1746.          1156.           665.            -2.            74.
  253     253        1          -1720.          1216.           638.             1.           134.
  254     254        1          -1695.          1276.           610.             4.           196.
  255     255        1          -1669.          1337.           583.             7.           258.
  256     256        1          -1644.          1398.           556.            10.           321.
  257     257        1          -1618.          1460.           530.            14.           385.
  258     258        1          -1593.          1521.           504.            17.           450.
  259     259        1          -1567.          1583.           478.            21.           515.
  260     260        1          -1542.          1645.           453.            25.           581.
  261     261        1          -1516.          1707.           428.            30.           648.
  262     262        1          -1490.          1769.           403.            34.           716.
  263     263        1          -1464.          1832.           379.            39.           785.
  264     264        1          -1439.          1894.           355.            44.           854.
  265     265        1          -1413.          1957.           331.            49.           924.
  266     266        1          -1387.          2020.           308.            54.           994.
  267     267        1          -1362.          2082.           285.            59.          1066.
  268     268        1          -1336.          2145.           263.            65.          1137.
  269     269        1          -1310.          2208.           241.            71.          1210.
  270     270        1          -1285.          2271.           220.            77.          1283.
  271     271        1          -1259.          2334.           198.            83.          1356.
  272     272        1          -1234.          2397.           178.            90.          1431.
  273     273        1          -1208.          2459.           158.            97.          1505.
  274     274        1          -1183.          2522.           138.           104.          1580.
  275     275        1          -1158.          2585.           118.           111.          1656.
  276     276        1          -1133.          2647.            99.           118.          1732.
  277     277        1          -1108.          2709.            81.           126.          1808.
  278     278        1          -1083.          2771.            63.           134.          1885.
  279     279        1          -1058.          2833.            45.           142.          1962.
  280     280        1          -1033.          2895.            28.           150.          2040.
  281     281        1          -1009.          2957.            11.           159.          2118.
  282     282        1           -984.          3018.            -5.           167.          2196.
  283     283        1           -960.          3079.           -21.           176.          2274.
  284     284        1           -936.          3140.           -36.           185.          2353.
  285     285        1           -912.          3200.           -51.           194.          2432.
  286     286        1           -888.          3260.           -65.           204.          2511.
  287     287        1           -864.          3320.           -79.           214.          2590.
  288     288        1           -841.          3379.           -93.           223.          2670.
  289     289        1           -817.          3438.          -106.           234.          2749.
  290     290        1           -794.          3497.          -118.           244.          2829.
  291     291        1           -771.          3555.          -130.           254.          2908.
  292     292        1           -748.          3613.          -142.           265.          2988.
  293     293        1           -726.          3670.          -153.           276.          3068.
  294     294        1           -704.          3727.          -163.           287.          3147.
  295     295        1           -682.          3783.          -173.           298.          3227.
  296     296        1           -660.          3839.          -183.           310.          3307.
  297     297        1           -638.          3895.          -192.           321.          3386.
  298     298        1           -617.          3949.          -200.           333.          3465.
  299     299        1           -596.          4003.          -208.           345.          3545.
  300     300        1           -575.          4057.          -216.           357.          3624.
  301     301        1           -554.          4110.          -223.           370.          3702.
  302     302        1           -534.          4162.          -229.           382.          3781.
  303     303        1           -514.          4214.          -236.           395.          3859.
  304     304        1           -494.          4265.          -241.           408.          3937.
  305     305        1           -474.          4315.          -246.           421.          4015.
  306     306        1           -455.          4364.          -251.           434.          4092.
  307     307        1           -436.          4413.          -255.           447.          4169.
  308     308        1           -418.          4461.          -258.           460.          4246.
  309     309        1           -399.          4508.          -262.           474.          4322.
  310     310        1           -381.          4555.          -264.           488.          4397.
  311     311        1           -364.          4601.          -266.           502.          4472.
  312     312        1           -346.          4646.          -268.           516.          4547.
  313     313        1           -329.          4690.          -269.           530.          4621.
  314     314        1           -313.          4733.          -270.           544.          4695.
  315     315        1           -296.          4775.          -270.           558.          4768.
  316     316        1           -280.          4817.          -270.           573.          4840.
  317     317        1           -265.          4858.          -269.           588.          4911.
  318     318        1           -249.          4897.          -268.           602.          4982.
  319     319        1           -234.          4936.          -266.           617.          5053.
  320     320        1           -220.          4974.          -264.           632.          5122.
  321     321        1           -206.          5011.          -261.           647.          5191.
  322     322        1           -192.          5047.          -258.           662.          5259.
  323     323        1           -178.          5082.          -255.           677.          5326.
  324     324        1           -165.          5116.          -251.           693.          5392.
  325     325        1           -153.          5149.          -247.           708.          5458.
  326     326        1           -140.          5181.          -242.           723.          5522.
  327     327        1           -128.          5212.          -236.           739.          5586.
  328     328        1           -117.          5241.          -231.           754.          5648.
  329     329        1           -106.          5270.          -224.           770.          5710.
  330     330        1            -95.          5298.          -218.           785.          5771.
  331     331        1            -85.          5325.          -211.           801.          5830.
  332     332        1            -75.          5350.          -203.           817.          5889.
  333     333        1            -65.          5375.          -196.           833.          5946.
  334     334        1            -56.          5398.          -187.           848.          6003.
  335     335        1            -47.          5420.          -179.           864.          6058.
  336     336        1            -39.          5441.          -170.           880.          6112.
  337     337        1            -31.          5461.          -160.           896.          6165.
  338     338        1            -24.          5480.          -150.           911.          6217.
  339     339        1            -17.          5498.          -140.           927.          6268.
  340     340        1            -10.          5514.          -130.           943.          6317.
  341     341        1             -4.          5529.          -119.           959.          6365.
  342     342        1             -0.          5543.          -107.           974.          6410.
  343     343        1             -0.          5556.           -96.           990.          6451.
  344     344        1             -0.          5568.           -83.          1006.          6490.
  345     345        1             -0.          5579.           -71.          1021.          6529.
  346     346        1             -0.          5588.           -58.          1037.          6567.
  347     347        1             -0.          5596.           -45.          1052.          6604.
  348     348        1             -0.          5603.           -31.          1068.          6640.
  349     349        1             -0.          5609.           -17.          1083.          6675.
  350     350        1             -0.          5614.            -3.          1099.          6709.
  351     351        1             -0.          5617.            11.          1114.          6743.
  352     352        1             -0.          5619.            26.          1129.          6775.
  353     353        1             -0.          5620.            41.          1144.          6806.
  354     354        1             -0.          5620.            57.          1159.          6836.
  355     355        1             -0.          5618.            73.          1174.          6865.
  356     356        1             -0.          5615.            89.          1189.          6893.
  357     357        1             -0.          5611.           105.          1204.          6919.
  358     358        1             -0.          5605.           121.          1218.          6944.
  359     359        1             -0.          5598.           138.          1232.          6969.
  360     360        1             -0.          5590.           155.          1247.          6991.
  361     361        1             -0.          5581.           172.          1261.          7013.
  362     362        1             -0.          5570.           189.          1274.          7033.
  363     363        1             -0.          5558.           206.          1288.          7052.
  364     364        1             -0.          5544.           224.          1301.          7070.
  365     365        1             -0.          5530.           242.          1315.          7086.
  366       1        2             -0.          5513.           260.          1328.          7101.
  367       2        2             -0.          5496.           278.          1341.          7115.
  368       3        2             -4.          5477.           296.          1353.          7123.
  369       4        2            -10.          5457.           315.          1366.          7127.
  370       5        2            -17.          5436.           333.          1378.          7130.
  371       6        2            -24.          5414.           352.          1390.          7132.
  372       7        2            -31.          5390.           371.          1402.          7131.
  373       8        2            -39.          5365.           390.          1413.          7129.
  374       9        2            -47.          5338.           409.          1425.          7125.
  375      10        2            -56.          5311.           428.          1436.          7119.
  376      11        2            -65.          5282.           448.          1446.          7111.
  377      12        2            -75.          5252.           467.          1457.          7102.
  378      13        2            -85.          5221.           487.          1467.          7090.
  379      14        2            -95.          5188.           507.          1477.          7077.
  380      15        2           -106.          5155.           526.          1487.          7062.
  381      16        2           -117.          5120.           546.          1497.          7046.
  382      17        2           -128.          5083.           566.          1506.          7027.
  383      18        2           -140.          5046.           586.          1515.          7007.
  384      19        2           -153.          5008.           606.          1523.          6984.
  385      20        2           -165.          4968.           626.          1531.          6960.
  386      21        2           -178.          4927.           646.          1539.          6934.
  387      22        2           -192.          4885.           666.          1547.          6907.
  388      23        2           -206.          4842.           686.          1554.          6877.
  389      24        2           -220.          4797.           707.          1561.          6845.
  390      25        2           -234.          4752.           727.          1568.          6812.
  391      26        2           -249.          4705.           747.          1575.          6777.
  392      27        2           -265.          4657.           767.          1581.          6740.
  393      28        2           -280.          4608.           787.          1586.          6701.
  394      29        2           -296.          4558.           807.          1591.          6661.
  395      30        2           -313.          4507.           827.          1596.          6618.
  396      31        2           -329.          4455.           847.          1601.          6574.
  397      32        2           -346.          4402.           867.          1605.          6528.
  398      33        2           -364.          4348.           887.          1609.          6480.
  399      34        2           -381.          4293.           906.          1613.          6430.
  400      35        2           -399.          4236.           926.          1616.          6379.
  401      36        2           -418.          4179.           945.          1618.          6325.
  402      37        2           -436.          4121.           965.          1621.          6270.
  403      38        2           -455.          4062.           984.          1623.          6213.
  404      39        2           -474.          4001.          1003.          1624.          6155.
  405      40        2           -494.          3940.          1023.          1625.          6094.
  406      41        2           -514.          3878.          1041.          1626.          6032.
  407      42        2           -534.          3815.          1060.          1626.          5968.
  408      43        2           -554.          3751.          1079.          1626.          5902.
  409      44        2           -575.          3686.          1098.          1626.          5835.
  410      45        2           -596.          3621.          1116.          1625.          5766.
  411      46        2           -617.          3554.          1134.          1624.          5695.
  412      47        2           -638.          3487.          1152.          1622.          5623.
  413      48        2           -660.          3419.          1170.          1620.          5548.
  414      49        2           -682.          3350.          1188.          1617.          5473.
  415      50        2           -704.          3280.          1205.          1614.          5395.
  416      51        2           -726.          3209.          1222.          1610.          5316.
  417      52        2           -748.          3138.          1239.          1607.          5236.
  418      53        2           -771.          3066.          1256.          1602.          5153.
  419      54        2           -794.          2993.          1273.          1597.          5069.
  420      55        2           -817.          2920.          1289.          1592.          4984.
  421      56        2           -841.          2846.          1305.          1586.          4897.
  422      57        2           -864.          2771.          1321.          1580.          4809.
  423      58        2           -888.          2696.          1337.          1574.          4719.
  424      59        2           -912.          2620.          1352.          1567.          4628.
  425      60        2           -936.          2544.          1367.          1559.          4535.
  426      61        2           -960.          2467.          1382.          1551.          4441.
  427      62        2           -984.          2389.          1397.          1543.          4345.
  428      63        2          -1009.          2311.          1411.          1534.          4248.
  429      64        2          -1033.          2232.          1425.          1525.          4149.
  430      65        2          -1058.          2153.          1439.          1515.          4050.
  431      66        2          -1083.          2074.          1452.          1505.          3949.
  432      67        2          -1108.          1994.          1465.          1495.          3846.
  433      68        2          -1133.          1913.          1478.          1484.          3743.
  434      69        2          -1158.          1833.          1491.          1472.          3638.
  435      70        2          -1183.          1751.          1503.          1460.          3532.
  436      71        2          -1208.          1670.          1515.          1448.          3424.
  437      72        2          -1234.          1588.          1526.          1435.          3316.
  438      73        2          -1259.          1506.          1538.          1422.          3206.
  439      74        2          -1285.          1424.          1549.          1408.          3096.
  440      75        2          -1310.          1341.          1559.          1394.          2984.
  441      76        2          -1336.          1258.          1569.          1380.          2871.
  442      77        2          -1362.          1175.          1579.          1365.          2757.
  443      78        2          -1387.          1092.          1589.          1349.          2643.
  444      79        2          -1413.          1008.          1598.          1333.          2527.
  445      80        2          -1439.           925.          1607.          1317.          2410.
  446      81        2          -1464.           841.          1615.          1300.          2293.
  447      82        2          -1490.           758.          1624.          1283.          2174.
  448      83        2          -1516.           674.          1631.          1266.          2055.
  449      84        2          -1542.           590.          1639.          1248.          1935.
  450      85        2          -1567.           506.          1646.          1229.          1814.
  451      86        2          -1593.           422.          1652.          1211.          1692.
  452      87        2          -1618.           338.          1659.          1191.          1570.
  453      88        2          -1644.           255.          1665.          1172.          1447.
  454      89        2          -1669.           171.          1670.          1152.          1323.
  455      90        2          -1695.            87.          1675.          1131.          1199.
  456      91        2          -1720.             4.          1680.          1111.          1074.
  457      92        2          -1746.           -80.          1684.          1090.           949.
  458      93        2          -1771.          -163.          1688.          1068.           823.
  459      94        2          -1796.          -246.          1692.          1046.           697.
  460      95        2          -1821.          -328.          1695.          1024.           570.
  461      96        2          -1846.          -411.          1698.          1001.           443.
  462      97        2          -1870.          -493.          1700.           978.           315.
  463      98        2          -1895.          -575.          1702.           955.           187.
  464      99        2          -1920.          -656.          1704.           931.            59.
  465     100        2          -1944.          -738.          1705.           907.           -69.
  466     101        2          -1968.          -818.          1706.           883.          -198.
  467     102        2          -1992.          -899.          1706.           858.          -327.
  468     103        2          -2016.          -979.          1706.           833.          -455.
  469     104        2          -2040.         -1058.          1706.           808.          -584.
  470     105        2          -2064.         -1138.          1705.           782.          -713.
  471     106        2          -2087.         -1216.          1704.           757.          -843.
  472     107        2          -2110.         -1294.          1703.           730.          -972.
  473     108        2          -2133.         -1372.          1701.           704.         -1101.
  474     109        2          -2156.         -1449.          1698.           677.         -1230.
  475     110        2          -2179.         -1525.          1696.           650.         -1358.
  476     111        2          -2201.         -1601.          1693.           623.         -1487.
  477     112        2          -2223.         -1676.          1689.           595.         -1616.
  478     113        2          -2245.         -1751.          1685.           567.         -1744.
  479     114        2          -2267.         -1825.          1681.           539.         -1872.
  480     115        2          -2289.         -1898.          1676.           511.         -1999.
  481     116        2          -2310.         -1970.          1671.           483.         -2127.
  482     117        2          -2331.         -2042.          1666.           454.         -2253.
  483     118        2          -2352.         -2113.          1660.           425.         -2380.
  484     119        2          -2372.         -2183.          1654.           396.         -2506.
  485     120        2          -2392.         -1772.          2002.            43.         -2119.
  486     121        2          -2412.         -1460.          2276.            58.         -1539.
  487     122        2          -2432.         -1231.          2488.            70.         -1105.
  488     123        2          -2451.         -1063.          2653.            80.          -781.
  489     124        2          -2470.          -941.          2784.            89.          -538.
  490     125        2          -2489.          -853.          2889.            96.          -357.
  491     126        2          -2508.          -791.          2973.           103.          -223.
  492     127        2          -2526.          -749.          3041.           109.          -125.
  493     128        2          -2544.          -723.          3097.           114.           -55.
  494     129        2          -2561.          -708.          3143.           118.            -7.
  495     130        2          -2578.          -703.          3182.           123.            24.
  496     131        2          -2595.          -704.          3214.           126.            41.
  497     132        2          -2612.          -712.          3240.           130.            47.
  498     133        2          -2628.          -723.          3263.           133.            45.
  499     134        2          -2644.          -738.          3282.           136.            35.
  500     135        2          -2659.          -756.          3297.           138.            20.
  501     136        2          -2674.          -776.          3310.           140.             0.
  502     137        2          -2689.          -797.          3321.           142.           -23.
  503     138        2          -2703.          -820.          3329.           144.           -49.
  504     139        2          -2717.          -843.          3336.           146.           -78.
  505     140        2          -2731.          -867.          3341.           148.          -109.
  506     141        2          -2744.          -891.          3345.           149.          -141.
  507     142        2          -2757.          -916.          3348.           150.          -175.
  508     143        2          -2770.          -940.          3349.           151.          -210.
  509     144        2          -2782.          -965.          3349.           152.          -245.
  510     145        2          -2794.          -989.          3348.           153.          -282.
  511     146        2          -2805.         -1013.          3346.           154.          -318.
  512     147        2          -2816.         -1037.          3343.           154.          -356.
  513     148        2          -2826.         -1060.          3339.           155.          -393.
  514     149        2          -2836.         -1083.          3334.           155.          -430.
  515     150        2          -2846.         -1105.          3328.           155.          -468.
  516     151        2          -2855.         -1127.          3322.           155.          -505.
  517     152        2          -2864.         -1148.          3315.           155.          -543.
  518     153        2          -2873.         -1169.          3307.           155.          -580.
