 Day of  Day of Year 
 sim.     year               Qrad         Qslur2air     Qslur2floor      Qslur2wall       Qout
  519     154        2          -2881.         -1188.          3298.           155.          -617.
  520     155        2          -2888.         -1208.          3288.           154.          -654.
  521     156        2          -2896.         -1226.          3278.           154.          -690.
  522     157        2          -2902.         -1244.          3267.           153.          -726.
  523     158        2          -2909.         -1261.          3256.           152.          -762.
  524     159        2          -2915.         -1277.          3244.           151.          -797.
  525     160        2          -2920.         -1292.          3231.           150.          -831.
  526     161        2          -2925.         -1307.          3217.           149.          -866.
  527     162        2          -2930.         -1320.          3203.           148.          -899.
  528     163        2          -2934.         -1333.          3188.           147.          -932.
  529     164        2          -2938.         -1345.          3173.           145.          -965.
  530     165        2          -2941.         -1356.          3157.           144.          -997.
  531     166        2          -2944.         -1367.          3140.           142.         -1028.
  532     167        2          -2946.         -1376.          3123.           141.         -1059.
  533     168        2          -2948.         -1384.          3105.           139.         -1089.
  534     169        2          -2950.         -1392.          3087.           137.         -1118.
  535     170        2          -2951.         -1399.          3068.           135.         -1146.
  536     171        2          -2952.         -1404.          3049.           133.         -1174.
  537     172        2          -2952.         -1409.          3029.           131.         -1201.
  538     173        2          -2952.         -1413.          3009.           129.         -1227.
  539     174        2          -2951.         -1416.          2988.           127.         -1252.
  540     175        2          -2950.         -1418.          2967.           124.         -1277.
  541     176        2          -2948.         -1419.          2945.           122.         -1301.
  542     177        2          -2946.         -1419.          2922.           120.         -1323.
  543     178        2          -2944.         -1418.          2900.           117.         -1345.
  544     179        2          -2941.         -1416.          2876.           114.         -1366.
  545     180        2          -2938.         -1413.          2853.           112.         -1386.
  546     181        2          -2934.         -1409.          2828.           109.         -1406.
  547     182        2          -2930.         -1404.          2804.           106.         -1424.
  548     183        2          -2925.         -1398.          2779.           104.         -1441.
  549     184        2          -2920.         -1392.          2754.           101.         -1458.
  550     185        2          -2915.         -1384.          2728.            98.         -1473.
  551     186        2          -2909.         -1375.          2702.            95.         -1487.
  552     187        2          -2902.         -1365.          2675.            92.         -1501.
  553     188        2          -2896.         -1355.          2648.            89.         -1513.
  554     189        2          -2888.         -1343.          2621.            86.         -1524.
  555     190        2          -2881.         -1330.          2593.            83.         -1534.
  556     191        2          -2873.         -1316.          2566.            80.         -1543.
  557     192        2          -2864.         -1302.          2537.            77.         -1552.
  558     193        2          -2855.         -1286.          2509.            74.         -1559.
  559     194        2          -2846.         -1269.          2480.            71.         -1565.
  560     195        2          -2836.         -1251.          2451.            68.         -1569.
  561     196        2          -2826.         -1233.          2421.            65.         -1573.
  562     197        2          -2816.         -1213.          2392.            61.         -1576.
  563     198        2          -2805.         -1192.          2362.            58.         -1577.
  564     199        2          -2794.         -1171.          2332.            55.         -1577.
  565     200        2          -2782.         -1148.          2301.            52.         -1577.
  566     201        2          -2770.         -1125.          2271.            49.         -1575.
  567     202        2          -2757.         -1100.          2240.            46.         -1572.
  568     203        2          -2744.         -1075.          2209.            43.         -1567.
  569     204        2          -2731.         -1048.          2178.            40.         -1562.
  570     205        2          -2717.         -1021.          2146.            37.         -1555.
  571     206        2          -2703.          -993.          2115.            34.         -1547.
  572     207        2          -2689.          -963.          2083.            31.         -1539.
  573     208        2          -2674.          -933.          2051.            28.         -1528.
  574     209        2          -2659.          -902.          2019.            25.         -1517.
  575     210        2          -2644.          -870.          1987.            23.         -1504.
  576     211        2          -2628.          -837.          1955.            20.         -1491.
  577     212        2          -2612.          -804.          1922.            17.         -1476.
  578     213        2          -2595.          -769.          1890.            15.         -1460.
  579     214        2          -2578.          -733.          1857.            12.         -1442.
  580     215        2          -2561.          -697.          1825.            10.         -1424.
  581     216        2          -2544.          -660.          1792.             7.         -1404.
  582     217        2          -2526.          -622.          1759.             5.         -1383.
  583     218        2          -2508.          -583.          1727.             3.         -1361.
  584     219        2          -2489.          -543.          1694.             0.         -1338.
  585     220        2          -2470.          -502.          1661.            -2.         -1313.
  586     221        2          -2451.          -461.          1628.            -4.         -1287.
  587     222        2          -2432.          -418.          1595.            -6.         -1260.
  588     223        2          -2412.          -375.          1563.            -7.         -1232.
  589     224        2          -2392.          -331.          1530.            -9.         -1203.
  590     225        2          -2372.          -287.          1497.           -11.         -1172.
  591     226        2          -2352.          -242.          1465.           -12.         -1141.
  592     227        2          -2331.          -195.          1432.           -14.         -1108.
  593     228        2          -2310.          -149.          1400.           -15.         -1074.
  594     229        2          -2289.          -101.          1367.           -16.         -1039.
  595     230        2          -2267.           -53.          1335.           -17.         -1002.
  596     231        2          -2245.            -4.          1303.           -18.          -965.
  597     232        2          -2223.            46.          1270.           -19.          -926.
  598     233        2          -2201.            96.          1238.           -19.          -886.
  599     234        2          -2179.           147.          1206.           -20.          -845.
  600     235        2          -2156.           198.          1175.           -20.          -803.
  601     236        2          -2133.           250.          1143.           -20.          -760.
  602     237        2          -2110.           303.          1112.           -20.          -716.
  603     238        2          -2087.           357.          1080.           -20.          -670.
  604     239        2          -2064.           410.          1049.           -20.          -624.
  605     240        2          -2040.           465.          1018.           -20.          -576.
  606     241        2          -2016.           520.           988.           -19.          -528.
  607     242        2          -1992.           575.           957.           -18.          -478.
  608     243        2          -1968.           632.           927.           -17.          -427.
  609     244        2          -1944.           688.           897.           -16.          -376.
  610     245        2          -1920.           745.           867.           -15.          -323.
  611     246        2          -1895.           802.           837.           -14.          -269.
  612     247        2          -1870.           860.           808.           -12.          -214.
  613     248        2          -1846.           919.           779.           -10.          -159.
  614     249        2          -1821.           977.           750.            -9.          -102.
  615     250        2          -1796.          1037.           722.            -6.           -44.
  616     251        2          -1771.          1096.           693.            -4.            14.
  617     252        2          -1746.          1156.           665.            -2.            74.
  618     253        2          -1720.          1216.           638.             1.           134.
  619     254        2          -1695.          1276.           610.             4.           196.
  620     255        2          -1669.          1337.           583.             7.           258.
  621     256        2          -1644.          1398.           556.            10.           321.
  622     257        2          -1618.          1460.           530.            14.           385.
  623     258        2          -1593.          1521.           504.            17.           450.
  624     259        2          -1567.          1583.           478.            21.           515.
  625     260        2          -1542.          1645.           453.            25.           581.
  626     261        2          -1516.          1707.           428.            30.           648.
  627     262        2          -1490.          1769.           403.            34.           716.
  628     263        2          -1464.          1832.           379.            39.           785.
  629     264        2          -1439.          1894.           355.            44.           854.
  630     265        2          -1413.          1957.           331.            49.           924.
  631     266        2          -1387.          2020.           308.            54.           994.
  632     267        2          -1362.          2082.           285.            59.          1066.
  633     268        2          -1336.          2145.           263.            65.          1137.
  634     269        2          -1310.          2208.           241.            71.          1210.
  635     270        2          -1285.          2271.           220.            77.          1283.
  636     271        2          -1259.          2334.           198.            83.          1356.
  637     272        2          -1234.          2397.           178.            90.          1431.
  638     273        2          -1208.          2459.           157.            97.          1505.
  639     274        2          -1183.          2522.           138.           104.          1580.
  640     275        2          -1158.          2585.           118.           111.          1656.
  641     276        2          -1133.          2647.            99.           118.          1732.
  642     277        2          -1108.          2709.            81.           126.          1808.
  643     278        2          -1083.          2771.            63.           134.          1885.
  644     279        2          -1058.          2833.            45.           142.          1962.
  645     280        2          -1033.          2895.            28.           150.          2040.
  646     281        2          -1009.          2957.            11.           158.          2118.
  647     282        2           -984.          3018.            -5.           167.          2196.
  648     283        2           -960.          3079.           -21.           176.          2274.
  649     284        2           -936.          3140.           -36.           185.          2353.
  650     285        2           -912.          3200.           -51.           194.          2432.
  651     286        2           -888.          3260.           -65.           204.          2511.
  652     287        2           -864.          3320.           -79.           214.          2590.
  653     288        2           -841.          3379.           -93.           223.          2670.
  654     289        2           -817.          3438.          -106.           234.          2749.
  655     290        2           -794.          3497.          -118.           244.          2829.
  656     291        2           -771.          3555.          -130.           254.          2908.
  657     292        2           -748.          3613.          -142.           265.          2988.
  658     293        2           -726.          3670.          -153.           276.          3068.
  659     294        2           -704.          3727.          -163.           287.          3147.
  660     295        2           -682.          3783.          -173.           298.          3227.
  661     296        2           -660.          3839.          -183.           310.          3307.
  662     297        2           -638.          3895.          -192.           321.          3386.
  663     298        2           -617.          3949.          -200.           333.          3465.
  664     299        2           -596.          4003.          -208.           345.          3545.
  665     300        2           -575.          4057.          -216.           357.          3624.
  666     301        2           -554.          4110.          -223.           370.          3702.
  667     302        2           -534.          4162.          -229.           382.          3781.
  668     303        2           -514.          4214.          -236.           395.          3859.
  669     304        2           -494.          4265.          -241.           408.          3937.
  670     305        2           -474.          4315.          -246.           421.          4015.
  671     306        2           -455.          4364.          -251.           434.          4092.
  672     307        2           -436.          4413.          -255.           447.          4169.
  673     308        2           -418.          4461.          -258.           460.          4246.
  674     309        2           -399.          4508.          -262.           474.          4322.
  675     310        2           -381.          4555.          -264.           488.          4397.
  676     311        2           -364.          4601.          -266.           502.          4472.
  677     312        2           -346.          4646.          -268.           516.          4547.
  678     313        2           -329.          4690.          -269.           530.          4621.
  679     314        2           -313.          4733.          -270.           544.          4695.
  680     315        2           -296.          4775.          -270.           558.          4768.
  681     316        2           -280.          4817.          -270.           573.          4840.
  682     317        2           -265.          4858.          -269.           588.          4911.
  683     318        2           -249.          4897.          -268.           602.          4982.
  684     319        2           -234.          4936.          -266.           617.          5053.
  685     320        2           -220.          4974.          -264.           632.          5122.
  686     321        2           -206.          5011.          -261.           647.          5191.
  687     322        2           -192.          5047.          -258.           662.          5259.
  688     323        2           -178.          5082.          -255.           677.          5326.
  689     324        2           -165.          5116.          -251.           693.          5392.
  690     325        2           -153.          5149.          -247.           708.          5458.
  691     326        2           -140.          5181.          -242.           723.          5522.
  692     327        2           -128.          5212.          -236.           739.          5586.
  693     328        2           -117.          5241.          -231.           754.          5648.
  694     329        2           -106.          5270.          -224.           770.          5710.
  695     330        2            -95.          5298.          -218.           785.          5771.
  696     331        2            -85.          5325.          -211.           801.          5830.
  697     332        2            -75.          5350.          -203.           817.          5889.
  698     333        2            -65.          5375.          -196.           833.          5946.
  699     334        2            -56.          5398.          -187.           848.          6003.
  700     335        2            -47.          5420.          -179.           864.          6058.
  701     336        2            -39.          5441.          -170.           880.          6112.
  702     337        2            -31.          5461.          -160.           896.          6165.
  703     338        2            -24.          5480.          -150.           911.          6217.
  704     339        2            -17.          5498.          -140.           927.          6268.
  705     340        2            -10.          5514.          -130.           943.          6317.
  706     341        2             -4.          5529.          -119.           959.          6365.
  707     342        2             -0.          5543.          -107.           974.          6410.
  708     343        2             -0.          5556.           -96.           990.          6451.
  709     344        2             -0.          5568.           -83.          1006.          6490.
  710     345        2             -0.          5579.           -71.          1021.          6529.
  711     346        2             -0.          5588.           -58.          1037.          6567.
  712     347        2             -0.          5596.           -45.          1052.          6604.
  713     348        2             -0.          5603.           -31.          1068.          6640.
  714     349        2             -0.          5609.           -17.          1083.          6675.
  715     350        2             -0.          5614.            -3.          1099.          6709.
  716     351        2             -0.          5617.            11.          1114.          6743.
  717     352        2             -0.          5619.            26.          1129.          6775.
  718     353        2             -0.          5620.            41.          1144.          6806.
  719     354        2             -0.          5620.            57.          1159.          6836.
  720     355        2             -0.          5618.            73.          1174.          6865.
  721     356        2             -0.          5615.            89.          1189.          6893.
  722     357        2             -0.          5611.           105.          1204.          6919.
  723     358        2             -0.          5605.           121.          1218.          6944.
  724     359        2             -0.          5598.           138.          1232.          6969.
  725     360        2             -0.          5590.           155.          1247.          6991.
  726     361        2             -0.          5581.           172.          1261.          7013.
  727     362        2             -0.          5570.           189.          1274.          7033.
  728     363        2             -0.          5558.           206.          1288.          7052.
  729     364        2             -0.          5544.           224.          1301.          7070.
  730     365        2             -0.          5530.           242.          1315.          7086.
