 Day of  Day of
 sim.     year         Qrad         Qslur2air     Qslur2floor      Qslur2wall       Qout
  521     278         -12972.         13405.           917.          -735.           616.
  522     279         -12872.         13591.           757.          -768.           708.
  523     280         -12772.         13777.           597.          -803.           799.
  524     281         -12673.         13963.           439.          -837.           891.
  525     282         -12574.         14148.           281.          -872.           983.
  526     283         -12475.         14333.           124.          -907.          1075.
  527     284         -12376.         14517.           -33.          -942.          1166.
  528     285         -12278.         14700.          -188.          -977.          1257.
  529     286         -12181.         14882.          -342.         -1012.          1348.
  530     287         -12083.         15064.          -496.         -1047.          1437.
  531     288         -11986.         15244.          -648.         -1083.          1527.
  532     289         -11890.         15423.          -799.         -1118.          1615.
  533     290         -11794.         15601.          -950.         -1154.          1703.
  534     291         -11699.         15778.         -1099.         -1189.          1790.
  535     292         -11605.         15953.         -1247.         -1225.          1876.
  536     293         -11511.         16126.         -1394.         -1260.          1962.
  537     294         -11417.         16298.         -1540.         -1295.          2046.
  538     295         -11324.         16467.         -1685.         -1330.          2129.
  539     296         -11232.         16635.         -1828.         -1364.          2211.
  540     297         -11141.         16801.         -1970.         -1399.          2291.
  541     298         -11050.         16965.         -2111.         -1433.          2371.
  542     299         -10961.         17127.         -2250.         -1467.          2449.
  543     300         -10872.         17286.         -2388.         -1500.          2526.
  544     301         -10783.         17443.         -2525.         -1533.          2602.
  545     302         -10696.         17598.         -2660.         -1566.          2676.
  546     303         -10609.         17750.         -2794.         -1598.          2748.
  547     304         -10524.         17899.         -2926.         -1630.          2819.
  548     305         -10439.         18046.         -3057.         -1661.          2888.
  549     306         -10356.         18190.         -3186.         -1692.          2956.
  550     307         -10273.         18331.         -3314.         -1722.          3022.
  551     308         -10191.         18469.         -3440.         -1751.          3087.
  552     309         -10110.         18604.         -3564.         -1780.          3149.
  553     310         -10031.         18736.         -3687.         -1808.          3210.
  554     311          -9952.         18865.         -3808.         -1836.          3269.
  555     312          -9875.         18991.         -3928.         -1863.          3326.
  556     313          -9798.         19113.         -4045.         -1889.          3381.
  557     314          -9723.         19232.         -4161.         -1914.          3434.
  558     315          -9649.         19348.         -4275.         -1939.          3485.
  559     316          -9576.         19460.         -4387.         -1962.          3534.
  560     317          -9505.         19568.         -4498.         -1985.          3581.
  561     318          -9434.         19673.         -4606.         -2007.          3626.
  562     319          -9365.         19774.         -4713.         -2028.          3669.
  563     320          -9297.         19872.         -4817.         -2048.          3709.
  564     321          -9230.         19965.         -4920.         -2067.          3748.
  565     322          -9165.         20055.         -5021.         -2085.          3784.
  566     323          -9101.         20141.         -5119.         -2102.          3818.
  567     324          -9038.         20223.         -5216.         -2118.          3850.
  568     325          -8977.         20300.         -5311.         -2133.          3879.
  569     326          -8917.         20374.         -5404.         -2147.          3906.
  570     327          -8859.         20444.         -5494.         -2160.          3931.
  571     328          -8802.         20509.         -5583.         -2172.          3953.
  572     329          -8746.         20570.         -5669.         -2182.          3973.
  573     330          -8692.         20627.         -5753.         -2191.          3990.
  574     331          -8639.         20679.         -5835.         -2199.          4005.
  575     332          -8588.         20727.         -5915.         -2206.          4018.
  576     333          -8538.         20771.         -5993.         -2212.          4028.
  577     334          -8490.         20810.         -6069.         -2216.          4036.
  578     335          -8443.         20845.         -6142.         -2219.          4041.
  579     336          -8398.         20875.         -6213.         -2221.          4043.
  580     337          -8355.         20901.         -6282.         -2221.          4043.
  581     338          -8313.         20922.         -6348.         -2220.          4041.
  582     339          -8272.         20938.         -6413.         -2218.          4035.
  583     340          -8233.         20950.         -6475.         -2214.          4028.
  584     341          -8196.         20957.         -6534.         -2209.          4017.
  585     342          -8160.         20960.         -6592.         -2203.          4005.
  586     343          -8127.         20957.         -6647.         -2195.          3989.
  587     344          -8094.         20950.         -6699.         -2186.          3971.
  588     345          -8063.         20939.         -6750.         -2175.          3950.
  589     346          -8034.         20922.         -6798.         -2163.          3927.
  590     347          -8007.         20901.         -6843.         -2149.          3901.
  591     348          -7981.         20875.         -6887.         -2134.          3872.
  592     349          -7957.         20844.         -6928.         -2118.          3841.
  593     350          -7935.         20808.         -6966.         -2100.          3807.
  594     351          -7914.         20767.         -7002.         -2080.          3771.
  595     352          -7895.         20722.         -7036.         -2059.          3732.
  596     353          -7878.         20671.         -7067.         -2036.          3690.
  597     354          -7863.         20616.         -7096.         -2012.          3646.
  598     355          -7849.         20556.         -7123.         -1986.          3599.
  599     356          -7837.         20491.         -7147.         -1959.          3549.
  600     357          -7826.         20422.         -7168.         -1930.          3497.
  601     358          -7818.         20347.         -7187.         -1900.          3442.
  602     359          -7811.         20268.         -7204.         -1868.          3385.
  603     360          -7805.         20183.         -7219.         -1835.          3325.
  604     361          -7802.         20094.         -7230.         -1800.          3262.
  605     362          -7800.         20001.         -7240.         -1764.          3197.
  606     363          -7800.         19902.         -7247.         -1726.          3129.
  607     364          -7802.         19799.         -7252.         -1686.          3059.
  608     365          -7805.         19690.         -7254.         -1645.          2986.
  609       1          -7811.         19577.         -7254.         -1602.          2911.
  610       2          -7818.         19460.         -7251.         -1558.          2833.
  611       3          -7826.         19337.         -7246.         -1512.          2753.
  612       4          -7837.         19210.         -7238.         -1465.          2671.
  613       5          -7849.         19079.         -7228.         -1416.          2586.
  614       6          -7863.         18943.         -7216.         -1366.          2498.
  615       7          -7878.         18802.         -7202.         -1314.          2408.
  616       8          -7895.         18656.         -7184.         -1260.          2316.
  617       9          -7914.         18506.         -7165.         -1206.          2222.
  618      10          -7935.         18352.         -7143.         -1149.          2125.
  619      11          -7957.         18193.         -7119.         -1091.          2026.
  620      12          -7981.         18030.         -7092.         -1032.          1924.
  621      13          -8007.         17862.         -7064.          -971.          1821.
  622      14          -8034.         17690.         -7032.          -909.          1715.
  623      15          -8063.         17514.         -6999.          -845.          1607.
  624      16          -8094.         17334.         -6963.          -780.          1497.
  625      17          -8127.         17149.         -6925.          -714.          1384.
  626      18          -8160.         16960.         -6884.          -646.          1270.
  627      19          -8196.         16768.         -6842.          -576.          1154.
  628      20          -8233.         16571.         -6797.          -506.          1035.
  629      21          -8272.         16370.         -6749.          -433.           915.
  630      22          -8313.         16165.         -6700.          -360.           793.
  631      23          -8355.         15956.         -6648.          -285.           668.
  632      24          -8398.         15744.         -6594.          -209.           542.
  633      25          -8443.         15528.         -6538.          -132.           414.
  634      26          -8490.         15308.         -6480.           -53.           285.
  635      27          -8538.         15084.         -6420.            26.           153.
  636      28          -8588.         14857.         -6357.           107.            20.
  637      29          -8639.         14627.         -6292.           190.          -115.
  638      30          -8692.         14393.         -6226.           273.          -252.
  639      31          -8746.         14156.         -6157.           358.          -390.
  640      32          -8802.         13915.         -6086.           443.          -529.
  641      33          -8859.         13671.         -6013.           530.          -670.
  642      34          -8917.         13424.         -5938.           618.          -813.
  643      35          -8977.         13174.         -5861.           707.          -957.
  644      36          -9038.         12921.         -5782.           797.         -1102.
  645      37          -9101.         12666.         -5702.           888.         -1249.
  646      38          -9165.         12407.         -5619.           980.         -1397.
  647      39          -9230.         12146.         -5534.          1073.         -1546.
  648      40          -9297.         11881.         -5448.          1167.         -1697.
  649      41          -9365.         11615.         -5359.          1261.         -1848.
  650      42          -9434.         11346.         -5269.          1357.         -2001.
  651      43          -9505.         11074.         -5177.          1453.         -2154.
  652      44          -9576.         10800.         -5084.          1551.         -2309.
  653      45          -9649.         10524.         -4988.          1649.         -2464.
  654      46          -9723.         10246.         -4891.          1748.         -2621.
  655      47          -9798.          9965.         -4792.          1847.         -2778.
  656      48          -9875.          9683.         -4691.          1947.         -2936.
  657      49          -9952.          9399.         -4589.          2048.         -3094.
  658      50         -10031.          9113.         -4485.          2150.         -3254.
  659      51         -10110.          8825.         -4380.          2252.         -3413.
  660      52         -10191.          8536.         -4273.          2354.         -3574.
  661      53         -10273.          8245.         -4164.          2457.         -3735.
  662      54         -10356.          7953.         -4055.          2561.         -3896.
  663      55         -10439.          7659.         -3943.          2665.         -4058.
  664      56         -10524.          7365.         -3830.          2770.         -4220.
  665      57         -10609.          7069.         -3716.          2875.         -4382.
  666      58         -10696.          6772.         -3600.          2980.         -4545.
  667      59         -10783.          6474.         -3483.          3085.         -4707.
  668      60         -10872.          6175.         -3365.          3191.         -4870.
  669      61         -10961.          5876.         -3246.          3297.         -5033.
  670      62         -11050.          5576.         -3125.          3404.         -5195.
  671      63         -11141.          5276.         -3003.          3510.         -5358.
  672      64         -11232.          4975.         -2880.          3617.         -5521.
  673      65         -11324.          4673.         -2755.          3723.         -5683.
  674      66         -11417.          4372.         -2630.          3830.         -5845.
  675      67         -11511.          4070.         -2504.          3937.         -6007.
  676      68         -11605.          3769.         -2376.          4044.         -6168.
  677      69         -11699.          3467.         -2247.          4151.         -6329.
  678      70         -11794.          3166.         -2118.          4257.         -6489.
  679      71         -11890.          2865.         -1988.          4364.         -6649.
  680      72         -11986.          2564.         -1856.          4470.         -6809.
  681      73         -12083.          2264.         -1724.          4576.         -6967.
  682      74         -12181.          1964.         -1591.          4682.         -7125.
  683      75         -12278.          1666.         -1457.          4788.         -7282.
  684      76         -12376.          1368.         -1323.          4893.         -7438.
  685      77         -12475.          1071.         -1187.          4998.         -7593.
  686      78         -12574.           775.         -1051.          5103.         -7748.
  687      79         -12673.           480.          -915.          5207.         -7901.
  688      80         -12772.           186.          -777.          5310.         -8053.
  689      81         -12872.          -106.          -639.          5414.         -8204.
  690      82         -12972.          -397.          -501.          5516.         -8354.
  691      83         -13072.          -687.          -362.          5618.         -8502.
  692      84         -13172.          -974.          -223.          5720.         -8649.
  693      85         -13273.         -1260.           -83.          5820.         -8795.
  694      86         -13373.         -1544.            57.          5921.         -8940.
  695      87         -13474.         -1826.           198.          6020.         -9083.
  696      88         -13574.         -2106.           339.          6118.         -9224.
  697      89         -13675.         -2384.           480.          6216.         -9363.
  698      90         -13776.         -2660.           621.          6313.         -9501.
  699      91         -13877.         -2933.           763.          6409.         -9638.
  700      92         -13977.         -3204.           905.          6504.         -9772.
  701      93         -14078.         -3472.          1047.          6598.         -9905.
  702      94         -14178.         -3738.          1189.          6692.        -10036.
  703      95         -14278.         -4000.          1331.          6784.        -10164.
  704      96         -14378.         -4260.          1473.          6875.        -10291.
  705      97         -14478.         -4517.          1615.          6965.        -10416.
  706      98         -14578.         -4771.          1757.          7053.        -10538.
  707      99         -14677.         -5022.          1899.          7141.        -10659.
  708     100         -14776.         -5269.          2041.          7228.        -10777.
  709     101         -14874.         -5514.          2182.          7313.        -10893.
  710     102         -14973.         -5754.          2324.          7397.        -11006.
  711     103         -15071.         -5992.          2465.          7479.        -11118.
  712     104         -15168.         -6225.          2606.          7561.        -11226.
  713     105         -15265.         -6455.          2747.          7641.        -11333.
  714     106         -15362.         -6681.          2887.          7719.        -11437.
  715     107         -15458.         -6903.          3027.          7796.        -11538.
  716     108         -15553.         -7121.          3167.          7872.        -11636.
  717     109         -15648.         -7336.          3306.          7946.        -11732.
  718     110         -15743.         -7546.          3444.          8018.        -11825.
  719     111         -15836.         -7751.          3583.          8089.        -11916.
  720     112         -15929.         -7953.          3720.          8159.        -12003.
  721     113         -16022.         -8150.          3857.          8227.        -12088.
  722     114         -16113.         -8343.          3993.          8293.        -12170.
  723     115         -16204.         -8531.          4129.          8357.        -12249.
  724     116         -16295.         -8714.          4264.          8420.        -12325.
  725     117         -16384.         -8893.          4398.          8481.        -12398.
  726     118         -16473.         -9067.          4532.          8540.        -12468.
  727     119         -16560.         -9236.          4664.          8598.        -12534.
  728     120         -16647.         -9400.          4796.          8653.        -12598.
  729     121         -16733.         -9559.          4927.          8707.        -12658.
