 Day of  Day of
 sim.     year         Qrad         Qslur2air     Qslur2floor      Qslur2wall       Qout
  526     283         -12475.          8225.          3737.          -303.          -816.
  527     284         -12376.          8322.          3620.          -316.          -749.
  528     285         -12278.          8419.          3504.          -328.          -683.
  529     286         -12181.          8516.          3388.          -341.          -617.
  530     287         -12083.          8612.          3274.          -353.          -551.
  531     288         -11986.          8707.          3159.          -365.          -485.
  532     289         -11890.          8801.          3046.          -377.          -420.
  533     290         -11794.          8895.          2933.          -388.          -355.
  534     291         -11699.          8988.          2821.          -400.          -290.
  535     292         -11605.          9080.          2710.          -411.          -225.
  536     293         -11511.          9171.          2599.          -421.          -161.
  537     294         -11417.          9262.          2490.          -431.           -97.
  538     295         -11324.          9351.          2381.          -441.           -34.
  539     296         -11232.          9439.          2273.          -451.            29.
  540     297         -11141.          9527.          2165.          -459.            91.
  541     298         -11050.          9613.          2059.          -468.           153.
  542     299         -10961.          9698.          1953.          -476.           215.
  543     300         -10872.          9781.          1849.          -483.           275.
  544     301         -10783.          9864.          1745.          -490.           335.
  545     302         -10696.          9945.          1642.          -496.           395.
  546     303         -10609.         10025.          1540.          -502.           453.
  547     304         -10524.         10103.          1439.          -507.           511.
  548     305         -10439.         10180.          1339.          -512.           569.
  549     306         -10356.         10256.          1240.          -516.           625.
  550     307         -10273.         10330.          1142.          -519.           681.
  551     308         -10191.         10403.          1045.          -521.           736.
  552     309         -10110.         10474.           949.          -523.           790.
  553     310         -10031.         10544.           854.          -524.           843.
  554     311          -9952.         10612.           761.          -524.           896.
  555     312          -9875.         10678.           668.          -524.           947.
  556     313          -9798.         10742.           576.          -523.           998.
  557     314          -9723.         10805.           486.          -521.          1047.
  558     315          -9649.         10866.           396.          -518.          1096.
  559     316          -9576.         10926.           308.          -514.          1144.
  560     317          -9505.         10983.           221.          -509.          1190.
  561     318          -9434.         11039.           135.          -504.          1236.
  562     319          -9365.         11093.            50.          -498.          1281.
  563     320          -9297.         11145.           -33.          -490.          1324.
  564     321          -9230.         11195.          -116.          -482.          1366.
  565     322          -9165.         11243.          -197.          -473.          1408.
  566     323          -9101.         11289.          -277.          -463.          1448.
  567     324          -9038.         11333.          -355.          -452.          1487.
  568     325          -8977.         11375.          -433.          -440.          1525.
  569     326          -8917.         11415.          -509.          -427.          1562.
  570     327          -8859.         11453.          -584.          -414.          1597.
  571     328          -8802.         11489.          -657.          -399.          1631.
  572     329          -8746.         11523.          -729.          -383.          1664.
  573     330          -8692.         11554.          -800.          -366.          1696.
  574     331          -8639.         11583.          -870.          -348.          1727.
  575     332          -8588.         11611.          -938.          -329.          1756.
  576     333          -8538.         11636.         -1004.          -309.          1784.
  577     334          -8490.         11658.         -1070.          -288.          1810.
  578     335          -8443.         11679.         -1134.          -266.          1835.
  579     336          -8398.         11697.         -1196.          -243.          1859.
  580     337          -8355.         11713.         -1258.          -219.          1882.
  581     338          -8313.         11727.         -1317.          -194.          1903.
  582     339          -8272.         11739.         -1376.          -168.          1923.
  583     340          -8233.         11748.         -1433.          -140.          1941.
  584     341          -8196.         11755.         -1488.          -112.          1958.
  585     342          -8160.         11759.         -1542.           -83.          1974.
  586     343          -8127.         11761.         -1595.           -52.          1988.
  587     344          -8094.         11761.         -1646.           -20.          2000.
  588     345          -8063.         11759.         -1696.            12.          2012.
  589     346          -8034.         11754.         -1744.            46.          2021.
  590     347          -8007.         11746.         -1791.            81.          2030.
  591     348          -7981.         11737.         -1836.           117.          2036.
  592     349          -7957.         11725.         -1879.           154.          2042.
  593     350          -7935.         11710.         -1922.           192.          2045.
  594     351          -7914.         11693.         -1962.           231.          2048.
  595     352          -7895.         11674.         -2002.           271.          2048.
  596     353          -7878.         11652.         -2039.           312.          2047.
  597     354          -7863.         11628.         -2075.           354.          2045.
  598     355          -7849.         11602.         -2110.           398.          2041.
  599     356          -7837.         11573.         -2143.           442.          2036.
  600     357          -7826.         11542.         -2175.           488.          2029.
  601     358          -7818.         11508.         -2205.           534.          2020.
  602     359          -7811.         11472.         -2233.           581.          2010.
  603     360          -7805.         11434.         -2260.           630.          1998.
  604     361          -7802.         11393.         -2285.           679.          1985.
  605     362          -7800.         11350.         -2309.           730.          1970.
  606     363          -7800.         11304.         -2331.           781.          1954.
  607     364          -7802.         11256.         -2352.           833.          1936.
  608     365          -7805.         11206.         -2371.           887.          1916.
  609       1          -7811.         11153.         -2389.           941.          1895.
  610       2          -7818.         11098.         -2405.           996.          1872.
  611       3          -7826.         11041.         -2419.          1052.          1848.
  612       4          -7837.         10981.         -2432.          1109.          1822.
  613       5          -7849.         10919.         -2444.          1167.          1794.
  614       6          -7863.         10855.         -2454.          1226.          1765.
  615       7          -7878.         10789.         -2462.          1286.          1735.
  616       8          -7895.         10720.         -2469.          1346.          1702.
  617       9          -7914.         10649.         -2474.          1408.          1668.
  618      10          -7935.         10576.         -2478.          1470.          1633.
  619      11          -7957.         10500.         -2480.          1533.          1596.
  620      12          -7981.         10422.         -2480.          1597.          1557.
  621      13          -8007.         10343.         -2479.          1661.          1517.
  622      14          -8034.         10261.         -2477.          1726.          1476.
  623      15          -8063.         10176.         -2473.          1792.          1432.
  624      16          -8094.         10090.         -2467.          1859.          1388.
  625      17          -8127.         10002.         -2460.          1926.          1341.
  626      18          -8160.          9911.         -2452.          1994.          1293.
  627      19          -8196.          9819.         -2442.          2063.          1244.
  628      20          -8233.          9724.         -2430.          2132.          1193.
  629      21          -8272.          9628.         -2417.          2202.          1141.
  630      22          -8313.          9529.         -2403.          2273.          1087.
  631      23          -8355.          9429.         -2387.          2344.          1032.
  632      24          -8398.          9327.         -2369.          2416.           975.
  633      25          -8443.          9222.         -2350.          2488.           916.
  634      26          -8490.          9116.         -2330.          2560.           857.
  635      27          -8538.          9008.         -2308.          2634.           795.
  636      28          -8588.          8899.         -2285.          2707.           733.
  637      29          -8639.          8787.         -2260.          2781.           669.
  638      30          -8692.          8674.         -2234.          2856.           603.
  639      31          -8746.          8559.         -2207.          2930.           536.
  640      32          -8802.          8442.         -2178.          3005.           468.
  641      33          -8859.          8324.         -2148.          3081.           398.
  642      34          -8917.          8204.         -2116.          3157.           328.
  643      35          -8977.          8082.         -2083.          3233.           255.
  644      36          -9038.          7959.         -2048.          3309.           182.
  645      37          -9101.          7835.         -2013.          3385.           107.
  646      38          -9165.          7709.         -1975.          3462.            30.
  647      39          -9230.          7581.         -1937.          3539.           -47.
  648      40          -9297.          7452.         -1897.          3616.          -126.
  649      41          -9365.          7322.         -1856.          3693.          -206.
  650      42          -9434.          7191.         -1814.          3770.          -287.
  651      43          -9505.          7058.         -1770.          3848.          -369.
  652      44          -9576.          6924.         -1725.          3925.          -453.
  653      45          -9649.          6788.         -1679.          4002.          -537.
  654      46          -9723.          6652.         -1632.          4080.          -623.
  655      47          -9798.          6514.         -1583.          4157.          -710.
  656      48          -9875.          6376.         -1533.          4234.          -798.
  657      49          -9952.          6236.         -1482.          4311.          -887.
  658      50         -10031.          6095.         -1430.          4388.          -977.
  659      51         -10110.          5954.         -1377.          4465.         -1069.
  660      52         -10191.          5811.         -1322.          4542.         -1161.
  661      53         -10273.          5668.         -1267.          4618.         -1254.
  662      54         -10356.          5523.         -1210.          4694.         -1348.
  663      55         -10439.          5378.         -1152.          4770.         -1443.
  664      56         -10524.          5232.         -1093.          4846.         -1539.
  665      57         -10609.          5086.         -1033.          4921.         -1636.
  666      58         -10696.          4939.          -972.          4996.         -1733.
  667      59         -10783.          4791.          -910.          5070.         -1832.
  668      60         -10872.          4643.          -847.          5145.         -1931.
  669      61         -10961.          4494.          -782.          5218.         -2031.
  670      62         -11050.          4345.          -717.          5292.         -2132.
  671      63         -11141.          4195.          -651.          5364.         -2233.
  672      64         -11232.          4045.          -584.          5436.         -2335.
  673      65         -11324.          3894.          -516.          5508.         -2438.
  674      66         -11417.          3744.          -447.          5579.         -2541.
  675      67         -11511.          3593.          -377.          5650.         -2646.
  676      68         -11605.          3442.          -307.          5720.         -2750.
  677      69         -11699.          3290.          -235.          5789.         -2855.
  678      70         -11794.          3139.          -163.          5857.         -2961.
  679      71         -11890.          2988.           -90.          5925.         -3067.
  680      72         -11986.          2836.           -16.          5992.         -3174.
  681      73         -12083.          2685.            59.          6059.         -3281.
  682      74         -12181.          2534.           135.          6124.         -3388.
  683      75         -12278.          2382.           211.          6189.         -3496.
  684      76         -12376.          2231.           288.          6253.         -3604.
  685      77         -12475.          2081.           366.          6316.         -3712.
  686      78         -12574.          1930.           444.          6378.         -3821.
  687      79         -12673.          1780.           523.          6439.         -3930.
  688      80         -12772.          1631.           603.          6499.         -4039.
  689      81         -12872.          1481.           683.          6559.         -4148.
  690      82         -12972.          1333.           764.          6617.         -4258.
  691      83         -13072.          1185.           846.          6674.         -4367.
  692      84         -13172.          1037.           928.          6731.         -4477.
  693      85         -13273.           890.          1011.          6786.         -4586.
  694      86         -13373.           744.          1094.          6840.         -4696.
  695      87         -13474.           598.          1178.          6893.         -4805.
  696      88         -13574.           453.          1262.          6945.         -4915.
  697      89         -13675.           309.          1346.          6996.         -5024.
  698      90         -13776.           166.          1431.          7046.         -5133.
  699      91         -13877.            24.          1517.          7094.         -5242.
  700      92         -13977.          -118.          1603.          7141.         -5351.
  701      93         -14078.          -258.          1689.          7187.         -5459.
  702      94         -14178.          -397.          1775.          7232.         -5568.
  703      95         -14278.          -535.          1862.          7276.         -5676.
  704      96         -14378.          -672.          1950.          7318.         -5783.
  705      97         -14478.          -808.          2037.          7359.         -5890.
  706      98         -14578.          -943.          2125.          7399.         -5997.
  707      99         -14677.         -1076.          2213.          7437.         -6103.
  708     100         -14776.         -1208.          2301.          7474.         -6209.
  709     101         -14874.         -1339.          2389.          7510.         -6314.
  710     102         -14973.         -1468.          2478.          7544.         -6419.
  711     103         -15071.         -1596.          2567.          7577.         -6523.
  712     104         -15168.         -1722.          2656.          7608.         -6627.
  713     105         -15265.         -1847.          2745.          7638.         -6729.
  714     106         -15362.         -1970.          2834.          7667.         -6831.
  715     107         -15458.         -2092.          2923.          7694.         -6933.
  716     108         -15553.         -2212.          3012.          7720.         -7033.
  717     109         -15648.         -2330.          3101.          7744.         -7133.
  718     110         -15743.         -2446.          3190.          7767.         -7232.
  719     111         -15836.         -2561.          3279.          7788.         -7330.
  720     112         -15929.         -2674.          3369.          7808.         -7427.
  721     113         -16022.         -2785.          3458.          7826.         -7523.
  722     114         -16113.         -2894.          3547.          7843.         -7618.
  723     115         -16204.         -3001.          3636.          7858.         -7712.
  724     116         -16295.         -3106.          3724.          7872.         -7805.
  725     117         -16384.         -3210.          3813.          7884.         -7897.
  726     118         -16473.         -3311.          3901.          7895.         -7987.
  727     119         -16560.         -3410.          3989.          7904.         -8077.
  728     120         -16647.         -3507.          4077.          7911.         -8165.
  729     121         -16733.         -3602.          4165.          7917.         -8252.
