 Day of  Day of Year 
 sim.     year               Qrad         Qslur2air     Qslur2floor      Qslur2wall       Qout
   96      96        1           -804.          1177.           467.           225.          1064.
   97      97        1           -757.          1511.           473.           222.          1449.
   98      98        1          -1016.          3107.           474.           222.          2787.
   99      99        1           -508.           635.           484.           223.           834.
  100     100        1          -1148.           652.           499.           225.           229.
  101     101        1           -739.          1534.           509.           227.          1531.
  102     102        1           -283.          1790.           515.           228.          2250.
  103     103        1           -692.          2396.           519.           230.          2454.
  104     104        1           -979.          3193.           519.           232.          2966.
  105     105        1          -1110.          2316.           524.           235.          1966.
  106     106        1          -1228.           526.           538.           237.            74.
  107     107        1          -1134.         -1172.           553.           239.         -1514.
  108     108        1          -1289.         -1102.           566.           239.         -1586.
  109     109        1          -1275.          -802.           575.           237.         -1264.
  110     110        1          -1275.         -1517.           585.           236.         -1970.
  111     111        1           -913.         -1795.           599.           237.         -1872.
  112     112        1           -237.          3503.           600.           230.          4097.
  113     113        1           -866.          1755.           605.           224.          1718.
  114     114        1           -588.          3197.           605.           218.          3433.
  115     115        1           -569.          3956.           603.           213.          4203.
  116     116        1           -513.          3266.           603.           209.          3565.
  117     117        1          -1077.          2415.           607.           205.          2150.
  118     118        1           -823.          1979.           612.           200.          1967.
  119     119        1           -861.          1770.           618.           195.          1722.
  120     120        1          -1256.          1852.           625.           188.          1410.
  121     121        1           -828.          1576.           634.           182.          1563.
  122     122        1          -1054.          -484.           647.           174.          -717.
  123     123        1           -913.           118.           660.           167.            32.
  124     124        1           -983.          -668.           670.           160.          -821.
  125     125        1           -318.          2136.           668.           153.          2639.
  126     126        1           -340.          2371.           666.           147.          2844.
  127     127        1           -626.          2311.           668.           144.          2497.
  128     128        1          -1374.          -198.           676.           139.          -757.
  129     129        1           -499.             3.           680.           133.           318.
  130     130        1           -546.         -5700.           700.           133.         -5413.
  131     131        1          -1157.         -8051.           725.           135.         -8349.
  132     132        1          -1482.         -7997.           745.           139.         -8594.
  133     133        1          -1421.         -9517.           769.           145.        -10023.
  134     134        1           -795.         -5268.           781.           149.         -5133.
  135     135        1           -475.         -2177.           785.           150.         -1717.
  136     136        1           -560.         -3213.           793.           152.         -2828.
  137     137        1           -588.         -3112.           800.           155.         -2745.
  138     138        1          -1167.         -3528.           810.           161.         -3724.
  139     139        1          -1237.         -4284.           822.           165.         -4534.
  140     140        1          -1407.         -4151.           835.           168.         -4555.
  141     141        1           -889.         -1790.           844.           169.         -1666.
  142     142        1          -1190.         -2822.           853.           171.         -2988.
  143     143        1           -489.            -7.           854.           171.           528.
  144     144        1           -569.          -528.           854.           170.           -73.
  145     145        1           -988.         -3189.           860.           168.         -3148.
  146     146        1           -168.          -680.           860.           164.           175.
  147     147        1           -203.          1598.           857.           161.          2412.
  148     148        1          -1491.         -2625.           863.           160.         -3093.
  149     149        1          -1679.         -3228.           870.           159.         -3878.
  150     150        1          -1665.         -3483.          1019.            23.         -4106.
  151     151        1           -870.         -2774.          1114.            28.         -2502.
  152     152        1          -1501.         -1699.          1185.            32.         -1983.
  153     153        1          -1247.         -2788.          1263.            37.         -2734.
  154     154        1          -1505.         -2673.          1336.            43.         -2800.
  155     155        1          -1463.         -2630.          1398.            47.         -2648.
  156     156        1          -1609.         -3878.          1478.            53.         -3955.
  157     157        1          -1435.         -4027.          1548.            59.         -3854.
  158     158        1          -1134.         -3843.          1601.            64.         -3312.
  159     159        1           -772.         -2160.          1610.            66.         -1255.
  160     160        1          -1035.         -1920.          1618.            67.         -1269.
  161     161        1          -1567.         -2626.          1640.            71.         -2481.
  162     162        1          -1364.         -3218.          1670.            75.         -2838.
  163     163        1           -696.           -39.          1645.            75.           984.
  164     164        1          -1647.           587.          1624.            75.           640.
  165     165        1          -1054.            60.          1601.            75.           683.
  166     166        1             -0.          1859.          1543.            72.          3474.
  167     167        1          -1557.         -2640.          1560.            76.         -2562.
  168     168        1           -283.          -980.          1542.            76.           355.
  169     169        1           -443.          1542.          1498.            74.          2671.
  170     170        1          -1557.         -2120.          1508.            77.         -2093.
  171     171        1          -1628.         -4266.          1540.            82.         -4272.
  172     172        1          -1524.         -4132.          1568.            86.         -4002.
  173     173        1          -1637.         -2776.          1582.            89.         -2743.
  174     174        1          -1628.         -1195.          1576.            90.         -1157.
  175     175        1          -1567.         -2387.          1581.            92.         -2281.
  176     176        1          -1609.         -5081.          1609.            97.         -4985.
  177     177        1          -1609.         -5614.          1640.           101.         -5483.
  178     178        1          -1628.         -4961.          1662.           104.         -4822.
  179     179        1          -1463.         -4791.          1678.           107.         -4468.
  180     180        1          -1181.         -4158.          1680.           109.         -3550.
  181     181        1          -1026.         -1572.          1662.           108.          -827.
  182     182        1           -828.          1937.          1615.           104.          2828.
  183     183        1          -1063.          1655.          1574.           100.          2266.
  184     184        1          -1002.          1649.          1534.            96.          2277.
  185     185        1          -1515.          1595.          1502.            92.          1675.
  186     186        1           -649.          2938.          1456.            86.          3830.
  187     187        1           -361.          1926.          1416.            81.          3062.
  188     188        1           -696.          1923.          1381.            77.          2684.
  189     189        1          -1228.          1450.          1351.            74.          1647.
  190     190        1          -1195.          3710.          1308.            69.          3892.
  191     191        1          -1444.          1225.          1282.            66.          1129.
  192     192        1           -790.          2563.          1241.            62.          3076.
  193     193        1           -964.          1308.          1212.            59.          1615.
  194     194        1          -1106.          1991.          1182.            55.          2121.
  195     195        1          -1209.          1718.          1148.            51.          1708.
  196     196        1          -1082.          -496.          1126.            48.          -403.
  197     197        1           -786.          -665.          1106.            45.          -299.
  198     198        1          -1317.         -1568.          1098.            44.         -1743.
  199     199        1          -1534.         -3782.          1104.            44.         -4168.
  200     200        1          -1167.         -3195.          1102.            44.         -3216.
  201     201        1          -1204.         -3914.          1102.            44.         -3972.
  202     202        1           -734.         -2922.          1093.            43.         -2519.
  203     203        1           -687.          1946.          1056.            38.          2353.
  204     204        1          -1482.          1526.          1025.            35.          1104.
  205     205        1          -1284.          2743.           985.            30.          2473.
  206     206        1          -1247.          1264.           954.            26.           997.
  207     207        1          -1275.           532.           928.            23.           208.
  208     208        1          -1345.         -1192.           914.            20.         -1603.
  209     209        1          -1294.         -2508.           907.            19.         -2876.
  210     210        1           -569.          -122.           890.            16.           214.
  211     211        1           -946.           303.           866.            12.           235.
  212     212        1           -734.           -66.           844.            11.            55.
  213     213        1          -1016.          -839.           832.            11.         -1012.
  214     214        1          -1374.         -1827.           825.            13.         -2363.
  215     215        1           -941.         -2624.           824.            15.         -2726.
  216     216        1          -1021.         -1160.           818.            15.         -1348.
  217     217        1          -1110.           253.           807.            13.           -37.
  218     218        1          -1054.           499.           793.            11.           250.
  219     219        1           -852.         -3051.           794.            11.         -3098.
  220     220        1          -1303.         -4661.           805.            13.         -5145.
  221     221        1          -1317.         -5358.           822.            16.         -5837.
  222     222        1          -1308.         -1390.           820.            16.         -1862.
  223     223        1          -1397.           811.           806.            13.           233.
  224     224        1          -1331.          1560.           790.            10.          1030.
  225     225        1          -1176.         -2197.           788.             8.         -2577.
  226     226        1          -1115.         -1614.           783.             7.         -1939.
  227     227        1          -1082.         -3033.           782.             7.         -3327.
  228     228        1          -1270.         -4318.           784.             7.         -4797.
  229     229        1          -1233.         -2806.           779.             5.         -3255.
  230     230        1          -1106.         -2381.           774.             4.         -2709.
  231     231        1          -1002.         -3096.           770.             3.         -3325.
  232     232        1          -1195.         -3095.           766.             4.         -3520.
  233     233        1           -837.         -1724.           755.             3.         -1803.
  234     234        1           -748.         -2038.           742.             2.         -2043.
  235     235        1           -649.         -2692.           733.             2.         -2607.
  236     236        1           -776.          -645.           720.             1.          -701.
  237     237        1           -612.          1425.           701.            -2.          1512.
  238     238        1          -1068.          3708.           675.            -4.          3311.
  239     239        1           -889.          3763.           649.            -7.          3516.
  240     240        1           -870.          4165.           621.            -9.          3906.
  241     241        1           -626.          4292.           591.           -13.          4245.
  242     242        1           -325.          3892.           561.           -16.          4112.
  243     243        1           -550.          2646.           536.           -18.          2613.
  244     244        1           -654.          5076.           508.           -20.          4910.
  245     245        1          -1011.          2689.           489.           -22.          2144.
  246     246        1           -513.          4254.           466.           -26.          4181.
  247     247        1           -311.           315.           455.           -28.           431.
  248     248        1           -437.           558.           445.           -30.           536.
  249     249        1           -875.          1586.           433.           -30.          1114.
  250     250        1           -833.          3022.           417.           -32.          2575.
  251     251        1           -979.          3385.           402.           -36.          2773.
  252     252        1           -569.          1649.           388.           -36.          1431.
  253     253        1           -302.          2554.           373.           -36.          2590.
  254     254        1           -983.          4669.           358.           -36.          4008.
  255     255        1           -809.          4213.           340.           -37.          3706.
  256     256        1           -185.          2106.           323.           -38.          2205.
  257     257        1           -880.          2325.           309.           -38.          1717.
  258     258        1           -382.           704.           299.           -35.           586.
  259     259        1           -167.          1551.           287.           -32.          1639.
  260     260        1           -227.          2205.           271.           -30.          2219.
  261     261        1           -781.          5109.           250.           -28.          4549.
  262     262        1           -819.          3619.           233.           -26.          3007.
  263     263        1           -870.          5922.           209.           -26.          5235.
  264     264        1           -296.          6048.           186.           -29.          5909.
  265     265        1           -371.          1280.           175.           -30.          1053.
  266     266        1           -706.          1264.           165.           -30.           693.
  267     267        1           -593.          1682.           153.           -30.          1213.
  268     268        1           -607.           352.           144.           -30.          -141.
  269     269        1           -654.          2272.           131.           -31.          1717.
  270     270        1           -132.           397.           120.           -32.           353.
  271     271        1           -150.          1784.           109.           -33.          1710.
  272     272        1           -179.          2184.            98.           -35.          2068.
  273     273        1            -76.          1530.            88.           -36.          1506.
  274     274        1           -448.          1246.            81.           -38.           841.
  275     275        1           -181.          2532.            70.           -39.          2382.
  276     276        1           -499.          1271.            63.           -40.           795.
  277     277        1           -218.          1600.            51.           -41.          1391.
  278     278        1            -43.           699.            41.           -41.           656.
  279     279        1           -513.           349.            33.           -40.          -171.
  280     280        1            -85.          1393.            20.           -39.          1290.
  281     281        1           -337.          1200.             9.           -36.           837.
  282     282        1           -307.          2058.            -3.           -33.          1715.
  283     283        1           -321.          3596.           -17.           -31.          3228.
  284     284        1           -138.          5057.           -35.           -30.          4855.
  285     285        1           -448.          5755.           -53.           -32.          5223.
  286     286        1           -184.          6053.           -72.           -34.          5763.
  287     287        1           -245.          6853.           -89.           -37.          6481.
  288     288        1           -269.          6592.          -107.           -39.          6177.
  289     289        1           -293.          6296.          -123.           -40.          5840.
  290     290        1           -252.          6134.          -263.           -10.          5608.
  291     291        1           -414.          4715.          -352.           -14.          3935.
  292     292        1           -322.          7504.          -492.           -21.          6669.
  293     293        1           -448.          7295.          -606.           -27.          6214.
  294     294        1           -155.          7259.          -712.           -33.          6359.
  295     295        1           -110.           662.          -677.           -32.          -157.
  296     296        1            -86.          -811.          -613.           -29.         -1538.
  297     297        1           -206.          5036.          -652.           -32.          4147.
  298     298        1            -45.          6916.          -722.           -37.          6113.
  299     299        1            -76.           830.          -692.           -35.            27.
  300     300        1           -146.         -1049.          -635.           -32.         -1861.
  301     301        1            -88.           203.          -599.           -29.          -513.
  302     302        1           -104.          1728.          -588.           -28.          1007.
  303     303        1           -253.          3585.          -602.           -28.          2702.
  304     304        1           -127.          6583.          -655.           -32.          5769.
  305     305        1            -74.          3248.          -663.           -33.          2478.
  306     306        1            -50.          -224.          -629.           -30.          -933.
  307     307        1            -42.         -2758.          -564.           -24.         -3388.
  308     308        1           -163.           115.          -538.           -21.          -606.
  309     309        1           -197.          3709.          -553.           -21.          2938.
  310     310        1           -250.          2320.          -551.           -20.          1498.
  311     311        1           -213.          1661.          -544.           -18.           886.
  312     312        1            -65.          1690.          -541.           -16.          1068.
  313     313        1           -167.          3128.          -547.           -15.          2399.
  314     314        1           -184.          4055.          -562.           -15.          3294.
  315     315        1            -37.          4808.          -583.           -16.          4172.
  316     316        1            -31.          2891.          -586.           -15.          2260.
  317     317        1            -13.          3485.          -593.           -14.          2865.
  318     318        1            -61.          2337.          -588.           -12.          1676.
  319     319        1            -49.          1981.          -579.           -11.          1342.
  320     320        1            -58.          1470.          -565.            -9.           837.
  321     321        1            -24.          -462.          -535.            -5.         -1028.
  322     322        1            -83.           809.          -515.            -3.           208.
  323     323        1            -39.         -1501.          -478.             1.         -2017.
  324     324        1            -35.          3352.          -479.             1.          2838.
  325     325        1           -180.          8664.          -521.            -4.          7960.
  326     326        1            -15.          6328.          -544.            -7.          5762.
  327     327        1           -142.          3051.          -540.            -6.          2363.
  328     328        1           -166.          5318.          -554.            -8.          4591.
  329     329        1            -30.          5699.          -571.            -9.          5090.
  330     330        1            -19.          1057.          -556.            -6.           477.
  331     331        1            -49.          3044.          -554.            -4.          2436.
  332     332        1           -152.          8255.          -581.            -7.          7514.
  333     333        1            -51.          6864.          -602.           -10.          6201.
  334     334        1            -24.          7991.          -630.           -12.          7325.
  335     335        1            -18.          7344.          -650.           -15.          6661.
  336     336        1            -29.          5051.          -652.           -15.          4355.
  337     337        1            -24.          5126.          -653.           -16.          4433.
  338     338        1             -7.          4171.          -650.           -15.          3500.
  339     339        1            -13.          3415.          -642.           -13.          2746.
  340     340        1            -18.          1245.          -622.            -9.           596.
  341     341        1             -7.           173.          -593.            -4.          -431.
  342     342        1            -11.          2304.          -575.            -1.          1717.
  343     343        1             -6.          3993.          -567.            -1.          3419.
  344     344        1            -27.          4615.          -562.            -1.          4025.
  345     345        1             -9.          4631.          -557.            -1.          4064.
  346     346        1             -7.          4734.          -555.            -1.          4170.
  347     347        1             -7.          2417.          -545.             2.          1867.
  348     348        1            -14.          3825.          -541.             4.          3275.
  349     349        1            -24.          5414.          -544.             5.          4851.
  350     350        1            -16.          1321.          -529.             9.           786.
  351     351        1            -18.          1866.          -516.            13.          1345.
  352     352        1            -12.          3237.          -510.            16.          2731.
  353     353        1            -18.          2088.          -499.            19.          1591.
  354     354        1            -22.           895.          -482.            24.           415.
  355     355        1            -22.          1322.          -469.            28.           858.
  356     356        1            -21.           890.          -453.            33.           449.
  357     357        1            -20.          2447.          -445.            36.          2017.
  358     358        1            -65.          3743.          -442.            39.          3274.
  359     359        1           -130.          7859.          -456.            38.          7311.
  360     360        1            -32.          6751.          -466.            39.          6292.
  361     361        1            -15.          8903.          -482.            39.          8445.
  362     362        1            -10.          2898.          -473.            42.          2457.
  363     363        1             -5.          2749.          -462.            46.          2328.
  364     364        1             -9.          2354.          -448.            50.          1948.
  365     365        1            -20.          4487.          -442.            52.          4078.
  366       1        2            -31.          5542.          -439.            53.          5125.
  367       2        2            -42.          5027.          -435.            54.          4604.
  368       3        2            -22.          6154.          -439.            54.          5747.
  369       4        2            -17.          5512.          -440.            53.          5109.
  370       5        2           -147.          5802.          -442.            54.          5266.
  371       6        2            -28.          6846.          -447.            53.          6424.
  372       7        2            -21.          5755.          -448.            53.          5339.
  373       8        2            -29.          5194.          -444.            53.          4774.
  374       9        2            -80.          6929.          -444.            52.          6456.
  375      10        2            -28.          6176.          -444.            50.          5753.
  376      11        2            -36.          6406.          -445.            48.          5972.
  377      12        2           -109.          7429.          -448.            48.          6920.
  378      13        2            -40.          7445.          -450.            50.          7004.
  379      14        2            -31.          8294.          -454.            48.          7856.
  380      15        2            -51.         13110.          -472.            42.         12629.
  381      16        2            -40.          7394.          -473.            42.          6925.
  382      17        2            -23.          6540.          -471.            45.          6092.
  383      18        2            -27.          5260.          -465.            48.          4817.
  384      19        2            -49.          5073.          -455.            51.          4620.
  385      20        2            -38.          3425.          -438.            54.          3003.
  386      21        2            -47.          1973.          -417.            56.          1565.
  387      22        2            -28.          2063.          -399.            59.          1695.
  388      23        2           -134.          1199.          -380.            65.           751.
  389      24        2           -157.          5506.          -374.            71.          5046.
  390      25        2            -29.          4630.          -364.            75.          4312.
  391      26        2            -44.          6797.          -359.            76.          6469.
  392      27        2            -59.          9902.          -362.            76.          9558.
  393      28        2            -39.          7847.          -358.            78.          7527.
  394      29        2            -83.          7148.          -352.            80.          6792.
  395      30        2           -114.         13820.          -364.            78.         13420.
  396      31        2           -221.         15482.          -380.            75.         14956.
  397      32        2           -224.         12505.          -386.            73.         11968.
  398      33        2            -37.          8923.          -385.            74.          8575.
  399      34        2            -85.          8592.          -381.            75.          8202.
  400      35        2           -136.         10453.          -380.            77.         10013.
  401      36        2           -168.         11647.          -384.            78.         11173.
  402      37        2           -187.         11121.          -388.            80.         10626.
  403      38        2           -148.         14261.          -401.            81.         13793.
  404      39        2           -235.         12725.          -410.            84.         12163.
  405      40        2           -407.         16362.          -427.            86.         15615.
  406      41        2            -79.         14521.          -440.            86.         14088.
  407      42        2           -120.         13248.          -449.            84.         12763.
  408      43        2           -231.         10618.          -450.            85.         10021.
  409      44        2           -480.          8567.          -447.            89.          7730.
  410      45        2           -216.          4242.          -432.            94.          3688.
  411      46        2           -402.          9548.          -430.            97.          8813.
  412      47        2           -159.          9057.          -424.           102.          8575.
  413      48        2           -135.          4276.          -408.           108.          3842.
  414      49        2           -204.          4563.          -392.           111.          4078.
  415      50        2           -143.            28.          -369.           117.          -367.
  416      51        2           -101.         -1438.          -343.           123.         -1759.
  417      52        2           -198.         -2419.          -313.           129.         -2801.
  418      53        2            -85.         -1214.          -287.           136.         -1450.
  419      54        2            -56.         -1336.          -264.           143.         -1513.
  420      55        2            -92.         -3714.          -236.           151.         -3891.
  421      56        2            -70.         -6483.          -201.           161.         -6593.
  422      57        2           -489.         -3750.          -171.           171.         -4238.
  423      58        2           -354.          -442.          -147.           181.          -762.
  424      59        2           -475.         -1630.          -122.           189.         -2037.
  425      60        2           -383.         -1036.           -99.           196.         -1322.
  426      61        2           -541.          -942.           -79.           203.         -1359.
  427      62        2           -550.          -205.           -60.           209.          -607.
  428      63        2           -428.          2799.           -49.           213.          2536.
  429      64        2           -541.          4882.           -42.           218.          4517.
  430      65        2           -201.           486.           -25.           224.           484.
  431      66        2           -334.          2375.           -10.           228.          2259.
  432      67        2           -649.          2785.             4.           235.          2374.
  433      68        2           -188.          3572.            17.           240.          3642.
  434      69        2           -169.          6723.            22.           244.          6820.
  435      70        2           -188.          3415.            34.           249.          3510.
  436      71        2           -172.           465.            51.           257.           601.
  437      72        2           -317.          -656.            69.           265.          -639.
  438      73        2           -228.           538.            86.           273.           669.
  439      74        2           -555.           527.           104.           280.           356.
  440      75        2           -508.          1390.           118.           286.          1286.
  441      76        2           -336.          2586.           131.           287.          2668.
  442      77        2           -404.          3514.           142.           290.          3542.
  443      78        2           -616.          4330.           153.           290.          4157.
  444      79        2           -447.           -46.           171.           296.           -26.
  445      80        2           -673.          -573.           189.           302.          -755.
  446      81        2           -527.         -1113.           208.           309.         -1122.
  447      82        2           -861.         -3344.           230.           316.         -3659.
  448      83        2           -541.         -3558.           251.           320.         -3528.
  449      84        2           -819.         -3048.           269.           326.         -3272.
  450      85        2           -574.         -2789.           286.           330.         -2748.
  451      86        2           -701.         -3287.           302.           334.         -3351.
  452      87        2           -159.          -829.           313.           336.          -339.
  453      88        2           -265.         -4056.           329.           339.         -3654.
  454      89        2           -424.         -6203.           348.           343.         -5937.
  455      90        2           -256.         -1748.           359.           346.         -1299.
  456      91        2           -922.           376.           369.           347.           169.
  457      92        2           -560.           288.           374.           348.           450.
  458      93        2           -936.          -870.           382.           349.         -1075.
  459      94        2           -979.         -2131.           390.           350.         -2369.
  460      95        2           -508.          1881.           398.           349.          2120.
  461      96        2           -804.           772.           409.           348.           724.
  462      97        2           -757.          1098.           414.           342.          1096.
  463      98        2          -1016.          2700.           415.           340.          2440.
  464      99        2           -508.           215.           424.           340.           470.
  465     100        2          -1148.           213.           436.           340.          -158.
  466     101        2           -739.          1089.           445.           341.          1136.
  467     102        2           -283.          1348.           452.           342.          1858.
  468     103        2           -692.          1958.           456.           344.          2068.
  469     104        2           -979.          2765.           458.           347.          2591.
  470     105        2          -1110.          1888.           463.           351.          1592.
  471     106        2          -1228.            80.           474.           351.          -322.
  472     107        2          -1134.         -1614.           490.           353.         -1905.
  473     108        2          -1289.         -1538.           503.           352.         -1971.
  474     109        2          -1275.         -1236.           513.           348.         -1649.
  475     110        2          -1275.         -1938.           525.           346.         -2342.
  476     111        2           -913.         -2233.           536.           344.         -2265.
  477     112        2           -237.          3084.           540.           334.          3721.
  478     113        2           -866.          1336.           545.           323.          1338.
  479     114        2           -588.          2792.           547.           313.          3065.
  480     115        2           -569.          3571.           547.           307.          3857.
  481     116        2           -513.          2896.           550.           301.          3233.
  482     117        2          -1077.          2047.           554.           293.          1817.
  483     118        2           -823.          1612.           559.           284.          1632.
  484     119        2           -861.          1402.           565.           275.          1381.
  485     120        2          -1256.          1481.           572.           264.          1060.
  486     121        2           -828.          1202.           580.           253.          1207.
  487     122        2          -1054.          -877.           590.           238.         -1102.
  488     123        2           -913.          -288.           601.           225.          -374.
  489     124        2           -983.         -1093.           609.           213.         -1254.
  490     125        2           -318.          1718.           608.           202.          2210.
  491     126        2           -340.          1963.           607.           192.          2423.
  492     127        2           -626.          1911.           611.           187.          2083.
  493     128        2          -1374.          -614.           616.           178.         -1194.
  494     129        2           -499.          -422.           619.           168.          -134.
  495     130        2           -546.         -6174.           632.           164.         -5924.
  496     131        2          -1157.         -8592.           647.           159.         -8943.
  497     132        2          -1482.         -8605.           658.           160.         -9269.
  498     133        2          -1421.        -10199.           671.           162.        -10787.
  499     134        2           -795.         -5989.           677.           164.         -5943.
  500     135        2           -475.         -2912.           679.           164.         -2544.
  501     136        2           -560.         -3967.           684.           164.         -3679.
  502     137        2           -588.         -3885.           688.           166.         -3618.
  503     138        2          -1167.         -4324.           695.           173.         -4623.
  504     139        2          -1237.         -5108.           703.           176.         -5466.
  505     140        2          -1407.         -5003.           713.           176.         -5520.
  506     141        2           -889.         -2649.           721.           177.         -2641.
  507     142        2          -1190.         -3696.           727.           177.         -3982.
  508     143        2           -489.          -875.           729.           177.          -459.
  509     144        2           -569.         -1392.           730.           175.         -1056.
  510     145        2           -988.         -4066.           734.           171.         -4149.
  511     146        2           -168.         -1552.           734.           163.          -823.
  512     147        2           -203.           744.           734.           161.          1436.
  513     148        2          -1491.         -3490.           739.           157.         -4086.
  514     149        2          -1679.         -4111.           743.           153.         -4894.
  515     150        2          -1665.         -4172.           920.            19.         -4899.
  516     151        2           -870.         -3314.          1036.            24.         -3123.
  517     152        2          -1501.         -2128.          1123.            29.         -2476.
  518     153        2          -1247.         -3131.          1214.            35.         -3130.
  519     154        2          -1505.         -2952.          1296.            40.         -3121.
  520     155        2          -1463.         -2858.          1366.            45.         -2910.
  521     156        2          -1609.         -4066.          1451.            52.         -4172.
  522     157        2          -1435.         -4183.          1526.            57.         -4034.
  523     158        2          -1134.         -3973.          1582.            62.         -3463.
  524     159        2           -772.         -2270.          1594.            65.         -1382.
  525     160        2          -1035.         -2013.          1604.            67.         -1377.
  526     161        2          -1567.         -2705.          1629.            70.         -2573.
  527     162        2          -1364.         -3287.          1660.            74.         -2917.
