 Day of  Day of Year 
 sim.     year               Qrad         Qslur2air     Qslur2floor      Qslur2dwall      Qslur2uwall           Qfeed       Qout       Qoutave     HH   HHadj
  266     266        1          -2534.          2069.           588.             0.           150.           241.           515.           524.       1855488.       1855488.
  267     267        1          -2128.          2550.           716.             0.           186.           227.          1552.          1576.       5585449.       5585449.
  268     268        1          -2179.          1035.           312.             0.            76.           231.          -524.          -532.      -1886384.      -1886384.
  269     269        1          -2348.          3231.           898.             0.           241.           211.          2233.          2268.       8039524.       8039524.
  270     270        1           -475.          1078.           324.             0.            81.           199.          1207.          1226.       4345016.       4345016.
  271     271        1           -539.          2648.           743.             0.           201.           170.          3222.          3272.      11600673.      11600673.
  272     272        1           -642.          3093.           861.             0.           237.           136.          3685.          3742.      13266646.      13266646.
  273     273        1           -274.          2331.           658.             0.           180.           108.          3004.          3049.      10813816.      10813816.
  274     274        1          -1610.          2005.           571.             0.           156.            96.          1219.          1237.       4388724.       4388724.
  275     275        1           -649.          3461.           960.             0.           272.            61.          4105.          4167.      14779390.      14779390.
  276     276        1          -1790.          2021.           575.             0.           160.            50.          1017.          1032.       3662486.       3662486.
  277     277        1           -784.          2388.           673.             0.           191.            29.          2497.          2534.       8990258.       8990258.
  278     278        1           -156.          1345.           395.             0.           109.            14.          1706.          1731.       6141878.       6141878.
  279     279        1          -1841.           945.           288.             0.            77.            17.          -513.          -521.      -1847313.      -1847313.
  280     280        1           -304.          2124.           603.             0.           175.            -4.          2594.          2631.       9337369.       9337369.
  281     281        1          -1209.          1899.           543.             0.           157.           -16.          1373.          1393.       4944475.       4944475.
  282     282        1          -1103.          2872.           802.             0.           240.           -39.          2772.          2811.       9978460.       9978460.
  283     283        1          -1152.          4622.          1269.             0.           390.           -81.          5048.          5119.      18173912.      18173912.
  284     284        1           -495.          6279.          1712.             0.           534.          -145.          7884.          7993.      28382774.      28382774.
  285     285        1          -1610.          7074.          1924.             0.           606.          -210.          7785.          7892.      28024928.      28024928.
  286     286        1           -660.          7404.          2012.             0.           640.          -284.          9112.          9236.      32801538.      32801538.
  287     287        1           -878.          8310.          2253.             0.           724.          -365.         10044.         10180.      36158416.      36158416.
  288     288        1           -966.          8007.          2172.             0.           703.          -442.          9474.          9602.      34107576.      34107576.
  289     289        1          -1051.          7662.          2081.             0.           678.          -513.          8858.          8976.      31889264.      31889264.
  290     290        1           -905.          8431.          2286.             0.           752.          -591.          9972.         10104.      35899476.      35899476.
  291     291        1          -1486.          7381.          2006.             0.           664.          -654.          7910.          8014.      28474976.      28474976.
  292     292        1          -1157.         11481.          3100.             0.          1040.          -759.         13705.         13883.      49336448.      49336448.
  293     293        1          -1610.         11984.          3234.             0.          1094.          -866.         13836.         14015.      49808968.      49808968.
  294     294        1           -556.         12592.          3396.             0.          1158.          -986.         15605.         15806.      56178764.      56178764.
  295     295        1           -394.          4733.          1299.             0.           439.         -1027.          5050.          5115.      18180482.      18180482.
  296     296        1           -307.          2540.           714.             0.           237.         -1045.          2139.          2166.       7699057.       7699057.
  297     297        1           -740.          9447.          2557.             0.           889.         -1125.         11028.         11167.      39700936.      39700936.
  298     298        1           -160.         12046.          3250.             0.          1142.         -1236.         15042.         15230.      54152664.      54152664.
  299     299        1           -272.          4823.          1323.             0.           461.         -1276.          5059.          5121.      18211034.      18211034.
  300     300        1           -524.          2196.           622.             0.           211.         -1286.          1219.          1234.       4388284.       4388284.
  301     301        1           -316.          3314.           920.             0.           321.         -1307.          2933.          2969.      10558740.      10558740.
  302     302        1           -375.          4923.          1350.             0.           481.         -1343.          5035.          5097.      18127628.      18127628.
  303     303        1           -907.          7089.          1928.             0.           697.         -1344.          7462.          7551.      26864526.      26864526.
  304     304        1           -456.         10830.          2926.             0.          1072.         -1431.         12940.         13093.      46582556.      46582556.
  305     305        1           -267.          7029.          1912.             0.           700.         -1487.          7887.          7980.      28393894.      28393894.
  306     306        1           -179.          2765.           774.             0.           277.         -1503.          2135.          2160.       7684704.       7684704.
  307     307        1           -150.          -616.          -128.            -0.           -62.         -1488.         -2445.         -2473.      -8800467.      -8800467.
  308     308        1           -584.          2425.           683.             0.           246.         -1495.          1275.          1289.       4588811.       4588811.
  309     309        1           -706.          6584.          1793.             0.           674.         -1539.          6806.          6884.      24500506.      24500506.
  310     310        1           -899.          4954.          1358.             0.           510.         -1568.          4356.          4405.      15680486.      15680486.
  311     311        1           -765.          4110.          1133.             0.           426.         -1590.          3314.          3351.      11929030.      11929030.
  312     312        1           -235.          4064.          1120.             0.           424.         -1615.          3758.          3801.      13530082.      13530082.
  313     313        1           -598.          5720.          1562.             0.           601.         -1651.          5635.          5698.      20285078.      20285078.
  314     314        1           -660.          6852.          1864.             0.           724.         -1696.          7084.          7163.      25502368.      25502368.
  315     315        1           -132.          7830.          2125.             0.           833.         -1752.          8904.          9002.      32053996.      32053996.
  316     316        1           -111.          5635.          1540.             0.           603.         -1790.          5877.          5942.      21157076.      21157076.
  317     317        1            -45.          6334.          1726.             0.           682.         -1834.          6864.          6939.      24711166.      24711166.
  318     318        1           -220.          4976.          1364.             0.           539.         -1864.          4796.          4848.      17265854.      17265854.
  319     319        1           -176.          4500.          1237.             0.           491.         -1890.          4162.          4207.      14982671.      14982671.
  320     320        1           -209.          3822.          1056.             0.           420.         -1910.          3178.          3212.      11441798.      11441798.
  321     321        1            -88.          1425.           416.             0.           157.         -1911.             0.             0.           720.           720.
  322     322        1           -299.          2757.           772.             0.           306.         -1920.          1616.          1633.       5816944.       5816944.
  323     323        1           -141.          -102.             9.            -0.           -11.         -1908.         -2154.         -2177.      -7754684.      -7754684.
  324     324        1           -126.          5461.          1493.             0.           614.         -1940.          5503.          5560.      19809400.      19809400.
  325     325        1           -645.         11806.          3186.             0.          1336.         -2020.         13663.         13806.      49187564.      49187564.
  326     326        1            -54.          9305.          2519.             0.          1059.         -2085.         10744.         10855.      38676656.      38676656.
  327     327        1           -510.          5559.          1519.             0.           636.         -2116.          5089.          5142.      18320392.      18320392.
  328     328        1           -595.          8234.          2233.             0.           948.         -2166.          8655.          8744.      31157462.      31157462.
  329     329        1           -108.          8774.          2377.             0.          1016.         -2224.          9835.          9936.      35407488.      35407488.
  330     330        1            -70.          3374.           936.             0.           393.         -2240.          2394.          2419.       8619144.       8619144.
  331     331        1           -177.          5620.          1536.             0.           658.         -2270.          5367.          5421.      19320862.      19320862.
  332     332        1           -546.         11759.          3174.             0.          1386.         -2346.         13427.         13562.      48337600.      48337600.
  333     333        1           -182.         10304.          2785.             0.          1221.         -2413.         11715.         11832.      42173220.      42173220.
  334     334        1            -85.         11754.          3172.             0.          1401.         -2491.         13751.         13888.      49505124.      49505124.
  335     335        1            -64.         11144.          3010.             0.          1336.         -2564.         12862.         12989.      46302432.      46302432.
  336     336        1           -103.          8559.          2320.             0.          1032.         -2617.          9192.          9282.      33090978.      33090978.
  337     337        1            -86.          8673.          2350.             0.          1051.         -2669.          9319.          9410.      33548408.      33548408.
  338     338        1            -24.          7573.          2057.             0.           923.         -2713.          7817.          7893.      28139888.      28139888.
  339     339        1            -48.          6671.          1816.             0.           818.         -2749.          6508.          6572.      23430412.      23430412.
  340     340        1            -65.          4081.          1125.             0.           503.         -2766.          2878.          2906.      10362419.      10362419.
  341     341        1            -25.          2710.           759.             0.           336.         -2772.          1008.          1018.       3628475.       3628475.
  342     342        1            -41.          5073.          1390.             0.           632.         -2794.          4259.          4299.      15331751.      15331751.
  343     343        1            -23.          6991.          1902.             0.           876.         -2831.          6915.          6980.      24892208.      24892208.
  344     344        1            -97.          7713.          2094.             0.           971.         -2873.          7808.          7882.      28108434.      28108434.
  345     345        1            -32.          7744.          2102.             0.           980.         -2915.          7879.          7953.      28363380.      28363380.
  346     346        1            -27.          7875.          2137.             0.          1002.         -2958.          8030.          8105.      28906446.      28906446.
  347     347        1            -25.          5171.          1416.             0.           662.         -2982.          4242.          4281.      15269694.      15269694.
  348     348        1            -49.          6761.          1840.             0.           870.         -3015.          6407.          6467.      23066960.      23066960.
  349     349        1            -86.          8606.          2332.             0.          1113.         -3061.          8904.          8986.      32052920.      32052920.
  350     350        1            -57.          3846.          1062.             0.           500.         -3074.          2276.          2297.       8195358.       8195358.
  351     351        1            -63.          4395.          1209.             0.           574.         -3090.          3024.          3052.      10886578.      10886578.
  352     352        1            -44.          5928.          1618.             0.           779.         -3116.          5164.          5211.      18590794.      18590794.
  353     353        1            -64.          4556.          1252.             0.           601.         -3133.          3211.          3240.      11559234.      11559234.
  354     354        1            -78.          3102.           864.             0.           412.         -3140.          1160.          1170.       4174488.       4174488.
  355     355        1            -79.          3512.           973.             0.           468.         -3148.          1726.          1741.       6213682.       6213682.
  356     356        1            -74.          2934.           819.             0.           393.         -3153.           919.           927.       3309146.       3309146.
  357     357        1            -72.          4669.          1282.             0.           629.         -3169.          3338.          3368.      12016876.      12016876.
  358     358        1           -233.          6142.          1675.             0.           832.         -3195.          5220.          5266.      18793288.      18793288.
  359     359        1           -466.         10936.          2954.             0.          1488.         -3252.         11660.         11762.      41975664.      41975664.
  360     360        1           -114.          9740.          2635.             0.          1332.         -3303.         10290.         10380.      37043424.      37043424.
  361     361        1            -54.         12311.          3321.             0.          1692.         -3371.         13899.         14020.      50034904.      50034904.
  362     362        1            -35.          5426.          1484.             0.           749.         -3394.          4230.          4266.      15227147.      15227147.
  363     363        1            -17.          5217.          1428.             0.           724.         -3413.          3938.          3972.      14175366.      14175366.
  364     364        1            -33.          4719.          1295.             0.           658.         -3429.          3211.          3238.      11558433.      11558433.
  365     365        1            -71.          7157.          1946.             0.          1003.         -3462.          6573.          6629.      23661634.      23661634.
  366       1        2           -112.          8388.          2274.             0.          1181.         -3501.          8230.          8300.      29627072.      29627072.
  367       2        2           -151.          7809.          2120.             0.          1098.         -2736.          8140.          8205.      29305018.      29305018.
  368       3        2            -78.          9125.          2471.             0.          1288.         -2773.         10033.         10113.      36120064.      36120064.
  369       4        2            -62.          8408.          2280.             0.          1191.         -2806.          9010.          9082.      32437304.      32437304.
  370       5        2           -529.          8757.          2373.             0.          1245.         -2840.          9006.          9078.      32422820.      32422820.
  371       6        2           -100.          9988.          2701.             0.          1425.         -2880.         11135.         11223.      40084804.      40084804.
  372       7        2            -75.          8757.          2373.             0.          1254.         -2915.          9394.          9468.      33819060.      33819060.
  373       8        2           -105.          8118.          2202.             0.          1167.         -2946.          8437.          8503.      30372198.      30372198.
  374       9        2           -289.         10133.          2740.             0.          1462.         -2986.         11060.         11146.      39816040.      39816040.
  375      10        2           -101.          9291.          2515.             0.          1345.         -3022.         10028.         10106.      36101904.      36101904.
  376      11        2           -130.          9574.          2591.             0.          1391.         -3060.         10367.         10447.      37319408.      37319408.
  377      12        2           -390.         10779.          2912.             0.          1572.         -3102.         11772.         11863.      42378332.      42378332.
  378      13        2           -145.         10835.          2927.             0.          1586.         -3145.         12058.         12151.      43408036.      43408036.
  379      14        2           -111.         11853.          3199.             0.          1741.         -3193.         13489.         13592.      48559752.      48559752.
  380      15        2           -184.         17484.          4701.             0.          2577.         -3268.         21311.         21474.      76719744.      76719744.
  381      16        2           -142.         10989.          2968.             0.          1626.         -3312.         12130.         12222.      43666320.      43666320.
  382      17        2            -81.         10021.          2710.             0.          1488.         -3350.         10788.         10870.      38836436.      38836436.
  383      18        2            -96.          8544.          2316.             0.          1273.         -3381.          8656.          8721.      31160518.      31160518.
  384      19        2           -176.          8310.          2254.             0.          1242.         -3410.          8221.          8283.      29594018.      29594018.
  385      20        2           -137.          6382.          1739.             0.           957.         -3430.          5511.          5553.      19840180.      19840180.
  386      21        2           -169.          4651.          1277.             0.           700.         -3441.          3019.          3042.      10870021.      10870021.
  387      22        2           -101.          4686.          1286.             0.           708.         -3451.          3127.          3151.      11258496.      11258496.
  388      23        2           -480.          3619.          1002.             0.           548.         -3456.          1233.          1242.       4439108.       4439108.
  389      24        2           -564.          8526.          2311.             0.          1297.         -3483.          8087.          8147.      29111740.      29111740.
  390      25        2           -106.          7505.          2039.             0.          1145.         -3507.          7076.          7128.      25473266.      25473266.
  391      26        2           -158.          9991.          2702.             0.          1530.         -3543.         10523.         10601.      37881688.      37881688.
  392      27        2           -211.         13597.          3664.             0.          2089.         -3595.         15544.         15659.      55958464.      55958464.
  393      28        2           -141.         11279.          3046.             0.          1739.         -3637.         12286.         12376.      44228460.      44228460.
  394      29        2           -297.         10496.          2837.             0.          1624.         -3675.         10985.         11065.      39545604.      39545604.
  395      30        2           -410.         18225.          4899.             0.          2829.         -3747.         21796.         21955.      78464856.      78464856.
  396      31        2           -794.         20257.          5441.             0.          3155.         -3828.         24231.         24408.      87232008.      87232008.
  397      32        2           -804.         16947.          4558.             0.          2648.         -3894.         19455.         19596.      70037704.      70037704.
  398      33        2           -134.         12888.          3475.             0.          2021.         -3943.         14307.         14411.      51506344.      51506344.
  399      34        2           -306.         12532.          3380.             0.          1971.         -3988.         13589.         13687.      48921780.      48921780.
  400      35        2           -490.         14702.          3959.             0.          2320.         -4042.         16449.         16567.      59215628.      59215628.
  401      36        2           -603.         16125.          4339.             0.          2554.         -4103.         18312.         18443.      65923284.      65923284.
  402      37        2           -672.         15577.          4192.             0.          2475.         -4160.         17411.         17536.      62680600.      62680600.
  403      38        2           -530.         19251.          5173.             0.          3069.         -4234.         22727.         22889.      81817136.      81817136.
  404      39        2           -845.         17565.          4723.             0.          2809.         -4300.         19952.         20094.      71827464.      71827464.
  405      40        2          -1461.         21828.          5860.             0.          3502.         -4382.         25347.         25527.      91249032.      91249032.
  406      41        2           -284.         19810.          5322.             0.          3189.         -4459.         23577.         23744.      84877944.      84877944.
  407      42        2           -432.         18419.          4951.             0.          2974.         -4529.         21383.         21533.      76977384.      76977384.
  408      43        2           -831.         15441.          4156.             0.          2502.         -4584.         16685.         16802.      60064256.      60064256.
  409      44        2          -1723.         13097.          3531.             0.          2129.         -4624.         12410.         12497.      44675452.      44675452.
  410      45        2           -775.          8103.          2198.             0.          1321.         -4645.          6201.          6245.      22324914.      22324914.
  411      46        2          -1442.         14164.          3816.             0.          2317.         -4689.         14165.         14263.      50993556.      50993556.
  412      47        2           -573.         13605.          3666.             0.          2233.         -4735.         14197.         14295.      51108632.      51108632.
  413      48        2           -483.          8091.          2195.             0.          1332.         -4756.          6379.          6423.      22964794.      22964794.
  414      49        2           -733.          8365.          2268.             0.          1381.         -4777.          6505.          6550.      23416720.      23416720.
  415      50        2           -513.           333.           125.             0.            55.         -5885.         -5885.         -5675.     -21185426.     -21185426.
  416      51        2           -361.         -1424.          -344.            -0.          -237.         -5860.         -8226.         -8283.     -29614036.     -29614036.
  417      52        2           -711.         -2634.          -667.            -0.          -439.         -5828.        -10279.        -10349.     -37002952.     -37002952.
  418      53        2           -304.         -1333.          -320.            -0.          -223.         -5803.         -7982.         -8036.     -28734144.     -28734144.
  419      54        2           -201.         -1544.          -376.            -0.          -259.         -5777.         -8157.         -8212.     -29363580.     -29363580.
  420      55        2           -329.         -4353.         -1126.            -0.          -732.         -5739.        -12280.        -12363.     -44208348.     -44208348.
  421      56        2           -252.         -7636.         -2001.            -0.         -1289.         -5688.        -16865.        -16979.     -60714212.     -60714212.
  422      57        2          -1757.         -4604.         -1193.            -0.          -779.         -5644.        -13977.        -14071.     -50315632.     -50315632.
  423      58        2          -1272.          -876.          -198.            -0.          -149.         -5618.         -8112.         -8167.     -29203536.     -29203536.
  424      59        2          -1706.         -2288.          -575.            -0.          -390.         -5586.        -10545.        -10615.     -37960404.     -37960404.
  425      60        2          -1377.         -1659.          -407.            -0.          -283.         -5557.         -9283.         -9345.     -33419078.     -33419078.
  426      61        2          -1942.         -1596.          -390.            -0.          -273.         -5531.         -9732.         -9797.     -35033864.     -35033864.
  427      62        2          -1976.          -799.          -177.            -0.          -137.         -4172.         -7261.         -7307.     -26139594.     -26139594.
  428      63        2          -1535.          1042.           314.             0.           179.         -4649.         -4649.         -4535.     -16734943.     -16734943.
  429      64        2          -1942.          3411.           946.             0.           589.         -4657.         -1654.         -1804.      -5953696.             0.
  430      65        2           -721.         -1675.          -411.            -0.          -290.         -4657.         -7753.         -7753.     -27912508.             0.
  431      66        2          -1199.           449.           156.             0.            78.         -4657.         -5174.         -5174.     -18625698.             0.
  432      67        2          -2331.           888.           273.             0.           154.         -4657.         -5672.         -5672.     -20419506.             0.
  433      68        2           -674.          1787.           513.             0.           311.         -4657.         -2720.         -2720.      -9793111.             0.
  434      69        2           -606.          5451.          1491.             0.           951.         -4657.          2630.          2630.       9467309.             0.
  435      70        2           -676.          1675.           483.             0.           293.         -4657.         -2882.         -2882.     -10373661.             0.
  436      71        2           -616.         -1756.          -433.            -0.          -308.         -4657.         -7770.         -7770.     -27971426.             0.
  437      72        2          -1138.         -3126.          -798.            -0.          -549.         -4657.        -10269.        -10269.     -36969376.             0.
  438      73        2           -819.         -1827.          -452.            -0.          -322.         -4657.         -8076.         -8076.     -29075182.             0.
  439      74        2          -1993.         -1908.          -473.            -0.          -337.         -4657.         -9368.         -9368.     -33725648.             0.
  440      75        2          -1824.          -972.          -223.            -0.          -172.         -4657.         -7849.         -7849.     -28255958.             0.
  441      76        2          -1206.           373.           135.             0.            66.         -4657.         -5289.         -5289.     -19039436.             0.
  442      77        2          -1449.          1431.           418.             0.           254.         -4657.         -4002.         -4002.     -14408735.             0.
  443      78        2          -2213.          2375.           670.             0.           423.         -4657.         -3401.         -3401.     -12244458.             0.
  444      79        2          -1605.         -2690.          -682.            -0.          -480.         -4657.        -10113.        -10113.     -36407600.             0.
  445      80        2          -2415.         -3380.          -866.            -0.          -605.         -4657.        -11923.        -11923.     -42922552.             0.
  446      81        2          -1892.         -4091.         -1056.            -0.          -733.         -4657.        -12428.        -12428.     -44741600.             0.
  447      82        2          -3091.         -6781.         -1773.            -0.         -1218.         -4657.        -17520.        -17520.     -63072416.             0.
  448      83        2          -1942.         -7166.         -1876.            -0.         -1291.         -4657.        -16932.        -16932.     -60956584.             0.
  449      84        2          -2939.         -6720.         -1757.            -0.         -1213.         -4657.        -17285.        -17285.     -62227140.             0.
  450      85        2          -2061.         -6547.         -1711.            -0.         -1184.         -4657.        -16160.        -16160.     -58175512.             0.
  451      86        2          -2517.         -7248.         -1898.            -0.         -1314.         -4657.        -17633.        -17633.     -63477864.             0.
  452      87        2           -571.         -4517.         -1169.            -0.          -821.         -4657.        -11735.        -11735.     -42244756.             0.
  453      88        2           -953.         -8334.         -2188.            -0.         -1517.         -4657.        -17648.        -17648.     -63533272.             0.
  454      89        2          -1523.        -10963.         -2889.            -0.         -2000.         -4657.        -22033.        -22033.     -79317216.             0.
  455      90        2           -919.         -5969.         -1557.            -0.         -1091.         -4657.        -14192.        -14192.     -51092100.             0.
  456      91        2          -3310.         -3604.          -926.            -0.          -660.         -4657.        -13157.        -13157.     -47363860.             0.
  457      92        2          -2010.         -3679.          -946.            -0.          -676.         -4633.        -11944.        -12014.     -42998092.     -42998092.
  458      93        2          -3361.         -4974.         -1291.            -0.          -915.         -4601.        -15143.        -15233.     -54514568.     -54514568.
  459      94        2          -3513.         -6396.         -1671.            -0.         -1180.         -4564.        -17323.        -17425.     -62362568.     -62362568.
  460      95        2          -1824.         -1773.          -437.            -0.          -328.         -4544.         -8906.         -8959.     -32061498.     -32061498.
  461      96        2          -2888.         -3001.          -765.            -0.          -556.         -4519.        -11729.        -11798.     -42224612.     -42224612.
  462      97        2          -2719.         -2589.          -655.            -0.          -481.         -4496.        -10940.        -11004.     -39383508.     -39383508.
  463      98        2          -3648.          -708.          -153.            -0.          -132.         -4476.         -9117.         -9171.     -32821928.     -32821928.
  464      99        2          -1824.         -3513.          -901.            -0.          -655.         -4452.        -11345.        -11411.     -40841684.     -40841684.
  465     100        2          -4121.         -3480.          -893.            -0.          -650.         -4425.        -13568.        -13648.     -48846056.     -48846056.
  466     101        2          -2652.         -2407.          -606.            -0.          -169.            -0.         -5834.         -5904.     -21002364.     -21002364.
  467     102        2          -1017.         -1973.          -490.            -0.          -139.         -5131.         -8750.         -8882.     -31501170.     -31501170.
  468     103        2          -2483.         -1127.          -265.            -0.           -80.         -5071.         -9025.         -9160.     -32491400.     -32491400.
  469     104        2          -3513.           -56.            21.            -0.            -4.         -5014.         -8567.         -8694.     -30839902.     -30839902.
  470     105        2          -3986.          -899.          -204.            -0.           -65.         -4948.        -10102.        -10251.     -36366960.     -36366960.
  471     106        2          -4408.         -2789.          -708.            -0.          -202.         -4864.        -12971.        -13161.     -46696020.     -46696020.
  472     107        2          -4071.         -4543.         -1176.            -0.          -331.         -4768.        -14889.        -15105.     -53599900.     -53599900.
  473     108        2          -4628.         -4276.         -1105.            -0.          -314.         -4672.        -14994.        -15211.     -53977600.     -53977600.
  474     109        2          -4577.         -3761.          -967.            -0.          -277.         -4581.        -14163.        -14367.     -50988092.     -50988092.
  475     110        2          -4577.         -4392.         -1136.            -0.          -326.         -4486.        -14917.        -15130.     -53701596.     -53701596.
  476     111        2          -3277.         -4576.         -1185.            -0.          -342.         -4399.        -13779.        -13975.     -49603980.     -49603980.
  477     112        2           -851.           607.           198.             0.            46.         -4723.         -4723.         -4658.     -17001326.     -17001326.
  478     113        2          -3108.         -1256.          -299.            -0.           -95.         -4666.         -9425.         -9557.     -33929256.     -33929256.
  479     114        2          -2111.           514.           173.             0.            39.         -4628.         -6013.         -6097.     -21647636.     -21647636.
  480     115        2          -2044.          1494.           435.             0.           114.         -4601.         -4601.         -4657.     -16564380.     -16564380.
  481     116        2          -1841.           816.           254.             0.            63.         -4570.         -5279.         -5352.     -19003500.     -19003500.
  482     117        2          -3868.           -30.            28.            -0.            -2.         -4520.         -8391.         -8506.     -30209102.     -30209102.
  483     118        2          -2956.          -414.           -74.            -0.           -32.         -4472.         -7948.         -8056.     -28612662.     -28612662.
  484     119        2          -3091.          -541.          -108.            -0.           -42.         -4422.         -8206.         -8317.     -29539926.     -29539926.
  485     120        2          -4510.          -328.           -51.            -0.           -26.         -4367.         -9282.         -9407.     -33414092.     -33414092.
  486     121        2          -2973.          -541.          -108.            -0.           -43.         -4319.         -7984.         -8091.     -28741450.     -28741450.
  487     122        2          -3783.         -2787.          -708.            -0.          -223.         -4251.        -11752.        -11908.     -42305964.     -42305964.
  488     123        2          -3277.         -2002.          -498.            -0.          -161.         -4191.        -10129.        -10263.     -36464264.     -36464264.
  489     124        2          -3530.         -2804.          -712.            -0.          -227.         -4125.        -11397.        -11547.     -41028720.     -41028720.
  490     125        2          -1142.           472.           162.             0.            38.         -4097.         -4566.         -4626.     -16438546.     -16438546.
  491     126        2          -1221.           813.           253.             0.            66.         -4072.         -4162.         -4216.     -14982145.     -14982145.
  492     127        2          -2246.           823.           256.             0.            68.         -4043.         -5144.         -5210.     -18517666.     -18517666.
  493     128        2          -4932.         -1944.          -483.            -0.          -161.         -3979.        -11498.        -11646.     -41392912.     -41392912.
  494     129        2          -1790.         -1644.          -403.            -0.          -137.         -3972.         -7945.         -8048.     -28603662.     -28603662.
  495     130        2          -1959.         -8088.         -2122.            -0.          -676.         -3878.        -16724.        -16938.     -60207316.     -60207316.
  496     131        2          -4155.        -10689.         -2816.            -0.          -899.         -3753.        -22312.        -22596.     -80324552.     -80324552.
  497     132        2          -5320.        -10536.         -2775.            -0.          -891.         -3623.        -23145.        -23437.     -83321904.     -83321904.
  498     133        2          -5101.        -12183.         -3215.            -0.         -1036.         -3483.        -25018.        -25332.     -90063624.     -90063624.
  499     134        2          -2854.         -7263.         -1902.            -0.          -621.         -3392.        -16033.        -16233.     -57717480.     -57717480.
  500     135        2          -1706.         -3677.          -945.            -0.          -316.         -3335.         -9979.        -10104.     -35926044.     -35926044.
  501     136        2          -2010.         -4800.         -1245.            -0.          -415.         -3271.        -11741.        -11886.     -42267200.     -42267200.
  502     137        2          -2111.         -4627.         -1199.            -0.          -402.         -3208.        -11546.        -11689.     -41566992.     -41566992.
  503     138        2          -4189.         -5027.         -1305.            -0.          -439.         -3132.        -14092.        -14264.     -50730596.     -50730596.
  504     139        2          -4442.         -5815.         -1516.            -0.          -511.         -3049.        -15332.        -15519.     -55196824.     -55196824.
  505     140        2          -5050.         -5586.         -1454.            -0.          -493.         -2965.        -15548.        -15737.     -55974468.     -55974468.
  506     141        2          -3192.         -2828.          -719.            -0.          -251.         -2911.         -9901.        -10020.     -35642072.     -35642072.
  507     142        2          -4273.         -3937.         -1015.            -0.          -351.         -2845.        -12421.        -12570.     -44716804.     -44716804.
  508     143        2          -1757.          -677.          -145.            -0.           -61.         -2814.         -5453.         -5518.     -19630300.     -19630300.
  509     144        2          -2044.         -1223.          -290.            -0.          -110.         -2781.         -6449.         -6525.     -23215020.     -23215020.
  510     145        2          -3547.         -4202.         -1085.            -0.          -381.         -2719.        -11934.        -12075.     -42962824.     -42962824.
  511     146        2           -605.         -1304.          -312.            -0.          -119.         -2691.         -5031.         -5090.     -18110540.     -18110540.
  512     147        2           -730.           511.           172.             0.            47.         -2981.         -2981.         -2924.     -10732966.     -10732966.
  513     148        2          -5354.         -4223.         -1091.            -0.          -389.         -2912.        -13969.        -14132.     -50288124.     -50288124.
  514     149        2          -6030.         -4819.         -1250.            -0.          -446.         -2833.        -15378.        -15557.     -55361932.     -55361932.
  515     150        2          -5979.         -6105.         -1593.            -0.          -568.         -2747.        -16991.        -17187.     -61168916.     -61168916.
  516     151        2          -3125.         -5910.         -1541.            -0.          -553.         -2676.        -13805.        -13963.     -49696456.     -49696456.
  517     152        2          -5388.         -5095.         -1324.            -0.          -479.         -2601.        -14887.        -15057.     -53591468.     -53591468.
  518     153        2          -4476.         -6801.         -1779.            -0.          -642.         -2519.        -16217.        -16402.     -58381904.     -58381904.
  519     154        2          -5405.         -7070.         -1850.            -0.          -671.         -2432.        -17428.        -17626.     -62742240.     -62742240.
  520     155        2          -5253.         -7337.         -1922.            -0.          -700.         -2345.        -17557.        -17755.     -63204680.     -63204680.
  521     156        2          -5776.         -9192.         -2417.            -0.          -881.         -2244.        -20510.        -20740.     -73835232.     -73835232.
  522     157        2          -5151.         -9726.         -2559.            -0.          -937.         -2142.        -20516.        -20745.     -73859248.     -73859248.
  523     158        2          -4071.         -9769.         -2571.            -0.          -946.         -2047.        -19403.        -19618.     -69849760.     -69849760.
  524     159        2          -2770.         -7835.         -2055.            -0.          -762.         -1971.        -15392.        -15563.     -55412676.     -55412676.
