 Day of  Day of Year 
 sim.     year               Qrad         Qslur2air     Qslur2floor      Qslur2dwall      Qslur2uwall           Qfeed       Qout       Qoutave     HH   HHadj
  279     279        1           -933.           -14.           822.           -65.            -0.          -319.          -510.          -516.      -1834456.      -1834456.
  280     280        1           -154.           593.           812.           -66.             9.          -326.           868.           879.       3125304.       3125304.
  281     281        1           -613.           486.           803.           -67.             8.          -328.           289.           293.       1042026.       1042026.
  282     282        1           -559.           990.           796.           -68.            18.          -335.           843.           853.       3033997.       3033997.
  283     283        1           -584.          1895.           788.           -70.            37.          -349.          1717.          1738.       6182142.       6182142.
  284     284        1           -251.          2761.           776.           -72.            57.          -372.          2899.          2933.      10435720.      10435720.
  285     285        1           -816.          3191.           765.           -75.            69.          -394.          2740.          2772.       9862920.       9862920.
  286     286        1           -335.          3387.           751.           -79.            78.          -421.          3382.          3421.      12173424.      12173424.
  287     287        1           -445.          3878.           736.           -81.            94.          -450.          3732.          3775.      13435130.      13435130.
  288     288        1           -489.          3754.           722.           -84.            95.          -478.          3520.          3561.      12672703.      12672703.
  289     289        1           -532.          3608.           709.           -88.            96.          -504.          3289.          3326.      11839816.      11839816.
  290     290        1           -459.          4028.           694.           -90.           112.          -532.          3753.          3795.      13509969.      13509969.
  291     291        1           -753.          3521.           681.           -91.           102.          -555.          2905.          2938.      10457406.      10457406.
  292     292        1           -586.          5638.           664.           -93.           171.          -594.          5200.          5258.      18720244.      18720244.
  293     293        1           -816.          5934.           648.           -95.           187.          -633.          5225.          5283.      18810844.      18810844.
  294     294        1           -282.          6286.           628.           -97.           206.          -678.          6063.          6130.      21827710.      21827710.
  295     295        1           -199.          2243.           597.           -38.             0.            -0.          2603.          2666.       9369500.       9369500.
  296     296        1           -156.          1116.           583.           -39.             0.          -748.           756.           782.       2719848.       2719848.
  297     297        1           -375.          4552.           543.           -44.             0.          -838.          3839.          3970.      13819312.      13819312.
  298     298        1            -81.          5787.           491.           -50.             0.          -959.          5188.          5362.      18677412.      18677412.
  299     299        1           -138.          2110.           471.           -51.             0.          -995.          1397.          1443.       5028167.       5028167.
  300     300        1           -265.            74.           271.           -80.             0.         -1461.         -1461.         -1403.      -5258475.      -5258475.
  301     301        1           -160.           136.           126.          -101.             0.         -1802.         -1802.         -1760.      -6488964.      -6488964.
  302     302        1           -190.           362.           -44.          -128.             0.         -2208.         -2208.         -2157.      -7948707.      -7948707.
  303     303        1           -460.           841.          -225.          -157.             0.         -2643.         -2643.         -2589.      -9515963.      -9515963.
  304     304        1           -231.          1135.          -674.          -230.             0.         -3743.         -3743.         -3605.     -13473869.     -13473869.
  305     305        1           -135.          -582.          -635.          -226.            -0.         -3641.         -5219.         -5370.     -18787648.     -18787648.
  306     306        1            -91.         -2517.          -583.          -220.            -0.         -3505.         -6916.         -7112.     -24898624.     -24898624.
  307     307        1            -76.         -4003.          -524.          -213.            -0.         -3347.         -8162.         -8390.     -29384724.     -29384724.
  308     308        1           -296.         -2263.          -476.          -208.            -0.         -3222.         -6465.         -6641.     -23273166.     -23273166.
  309     309        1           -358.             9.          -447.          -204.             0.         -3142.         -4142.         -4253.     -14912051.     -14912051.
  310     310        1           -455.          -654.          -416.          -199.            -0.         -3055.         -4779.         -4905.     -17204290.     -17204290.
  311     311        1           -388.          -926.          -385.          -195.            -0.         -2967.         -4861.         -4987.     -17498668.     -17498668.
  312     312        1           -119.          -806.          -361.          -191.            -0.         -2889.         -4366.         -4477.     -15716885.     -15716885.
  313     313        1           -303.           163.          -341.          -187.             0.         -2827.         -3495.         -3583.     -12583644.     -12583644.
  314     314        1           -335.           846.          -328.          -184.             0.         -2784.         -2784.         -2839.     -10022572.     -10022572.
  315     315        1            -67.           782.          -499.          -216.             0.         -3185.         -3185.         -3134.     -11465353.     -11465353.
  316     316        1            -56.          -194.          -482.          -212.            -0.         -3120.         -4065.         -4161.     -14632933.     -14632933.
  317     317        1            -23.           290.          -467.          -208.             0.         -3063.         -3472.         -3553.     -12497670.     -12497670.
  318     318        1           -111.          -270.          -447.          -203.            -0.         -2999.         -4030.         -4123.     -14509067.     -14509067.
  319     319        1            -89.          -388.          -428.          -197.            -0.         -2935.         -4037.         -4129.     -14534989.     -14534989.
  320     320        1           -106.          -612.          -410.          -192.            -0.         -2870.         -4190.         -4283.     -15082240.     -15082240.
  321     321        1            -44.         -1707.          -388.          -185.            -0.         -2792.         -5116.         -5229.     -18417952.     -18417952.
  322     322        1           -151.          -921.          -370.          -179.            -0.         -2726.         -4348.         -4442.     -15651758.     -15651758.
  323     323        1            -71.         -2258.          -350.          -172.            -0.         -2645.         -5496.         -5613.     -19784660.     -19784660.
  324     324        1            -64.           594.          -358.          -172.             0.         -2643.         -2643.         -2643.      -9515660.      -9515660.
  325     325        1           -327.          3879.          -368.          -172.             0.         -2648.           364.           372.       1310892.       1310892.
  326     326        1            -27.          1093.          -796.          -270.             0.         -3679.         -3679.         -3549.     -13245376.     -13245376.
  327     327        1           -258.          -659.          -775.          -264.            -0.         -3604.         -5561.         -5674.     -20019014.     -20019014.
  328     328        1           -301.           832.          -759.          -260.             0.         -3548.         -4035.         -4116.     -14526648.     -14526648.
  329     329        1            -55.          1100.          -780.          -264.             0.         -3588.         -3588.         -3583.     -12916583.     -12916583.
  330     330        1            -35.         -1501.          -754.          -258.            -0.         -3510.         -6059.         -6177.     -21811296.     -21811296.
  331     331        1            -90.          -236.          -736.          -253.            -0.         -3446.         -4760.         -4851.     -17134950.     -17134950.
  332     332        1           -276.          1689.         -1074.          -338.             0.         -4267.         -4267.         -4162.     -15360263.     -15360263.
  333     333        1            -92.          1104.         -1053.          -333.             0.         -4210.         -4584.         -4670.     -16503493.     -16503493.
  334     334        1            -43.          1553.         -1151.          -359.             0.         -4446.         -4446.         -4415.     -16004521.     -16004521.
  335     335        1            -32.          1398.         -1128.          -354.             0.         -4391.         -4507.         -4589.     -16224878.     -16224878.
  336     336        1            -52.           246.         -1100.          -348.             0.         -4322.         -5576.         -5677.     -20073478.     -20073478.
  337     337        1            -44.           453.         -1073.          -341.             0.         -4257.         -5262.         -5356.     -18942448.     -18942448.
  338     338        1            -12.            42.         -1045.          -335.             0.         -4190.         -5540.         -5638.     -19944468.     -19944468.
  339     339        1            -24.          -274.         -1018.          -327.            -0.         -4121.         -5764.         -5864.     -20749356.     -20749356.
  340     340        1            -33.         -1446.          -985.          -319.            -0.         -4041.         -6824.         -6942.     -24565654.     -24565654.
  341     341        1            -13.         -2006.          -950.          -309.            -0.         -3956.         -7233.         -7357.     -26040026.     -26040026.
  342     342        1            -21.          -682.          -922.          -301.            -0.         -3888.         -5813.         -5911.     -20927956.     -20927956.
  343     343        1            -12.           408.          -900.          -293.             0.         -3834.         -4631.         -4708.     -16671322.     -16671322.
  344     344        1            -49.           886.          -880.          -286.             0.         -3787.         -4116.         -4184.     -14819212.     -14819212.
  345     345        1            -16.          1010.          -862.          -280.             0.         -3744.         -3892.         -3956.     -14012148.     -14012148.
  346     346        1            -14.          1145.          -854.          -277.             0.         -3726.         -3726.         -3736.     -13413126.     -13413126.
  347     347        1            -13.          -123.          -834.          -272.            -0.         -3674.         -4916.         -4994.     -17696126.     -17696126.
  348     348        1            -25.           782.          -818.          -266.             0.         -3631.         -3958.         -4020.     -14248054.     -14248054.
  349     349        1            -44.          1291.          -945.          -303.             0.         -3937.         -3937.         -3898.     -14173599.     -14173599.
  350     350        1            -29.         -1012.          -921.          -295.            -0.         -3875.         -6131.         -6226.     -22072186.     -22072186.
  351     351        1            -32.          -627.          -899.          -286.            -0.         -3815.         -5660.         -5746.     -20374480.     -20374480.
  352     352        1            -22.           251.          -881.          -278.             0.         -3766.         -4697.         -4769.     -16909858.     -16909858.
  353     353        1            -33.          -346.          -863.          -271.            -0.         -3712.         -5225.         -5303.     -18808522.     -18808522.
  354     354        1            -40.          -987.          -844.          -262.            -0.         -3654.         -5787.         -5873.     -20831640.     -20831640.
  355     355        1            -40.          -687.          -825.          -254.            -0.         -3599.         -5405.         -5485.     -19459564.     -19459564.
  356     356        1            -37.          -890.          -805.          -245.            -0.         -3544.         -5522.         -5603.     -19880782.     -19880782.
  357     357        1            -37.            73.          -788.          -237.             0.         -3499.         -4487.         -4552.     -16154503.     -16154503.
  358     358        1           -118.           900.          -773.          -229.             0.         -3463.         -3684.         -3736.     -13260656.     -13260656.
  359     359        1           -236.          1799.         -1192.          -370.             0.         -4497.         -4497.         -4364.     -16187968.     -16187968.
  360     360        1            -58.          1310.         -1174.          -362.             0.         -4453.         -4737.         -4804.     -17053662.     -17053662.
  361     361        1            -27.          1853.         -1391.          -435.             0.         -4991.         -4991.         -4922.     -17967448.     -17967448.
  362     362        1            -18.         -1500.         -1363.          -422.            -0.         -4917.         -8219.         -8333.     -29588822.     -29588822.
  363     363        1             -9.         -1472.         -1335.          -408.            -0.         -4842.         -8065.         -8176.     -29034662.     -29034662.
  364     364        1            -17.         -1594.         -1305.          -396.            -0.         -4767.         -8079.         -8188.     -29082888.     -29082888.
  365     365        1            -36.          -234.         -1279.          -386.            -0.         -4706.         -6641.         -6731.     -23908488.     -23908488.
  366       1        2            -57.           509.         -1256.          -373.             1.         -4653.         -5828.         -5906.     -20982002.     -20982002.
  367       2        2            -76.           325.         -1234.          -359.             0.         -3693.         -5038.         -5101.     -18136634.     -18136634.
  368       3        2            -40.          1096.         -1215.          -347.             2.         -3663.         -4166.         -4218.     -14997129.     -14997129.
  369       4        2            -31.           834.         -1196.          -334.             2.         -3631.         -4356.         -4410.     -15680762.     -15680762.
  370       5        2           -268.          1111.         -1177.          -321.             4.         -3601.         -4251.         -4304.     -15304892.     -15304892.
  371       6        2            -50.          1614.         -1218.          -329.             8.         -3691.         -3667.         -3653.     -13200012.     -13200012.
  372       7        2            -38.          1088.         -1202.          -317.             6.         -3663.         -4126.         -4176.     -14852994.     -14852994.
  373       8        2            -53.           860.         -1183.          -304.             6.         -3633.         -4307.         -4359.     -15504247.     -15504247.
  374       9        2           -146.          1720.         -1232.          -316.            13.         -3743.         -3705.         -3688.     -13337800.     -13337800.
  375      10        2            -51.          1388.         -1216.          -304.            12.         -3717.         -3888.         -3935.     -13998053.     -13998053.
  376      11        2            -66.          1598.         -1208.          -295.            15.         -3707.         -3663.         -3669.     -13186847.     -13186847.
  377      12        2           -198.          1867.         -1309.          -325.            20.         -3913.         -3859.         -3828.     -13891408.     -13891408.
  378      13        2            -73.          1792.         -1347.          -332.            20.         -3996.         -3936.         -3923.     -14169062.     -14169062.
  379      14        2            -56.          2299.         -1360.          -332.            28.         -4032.         -3452.         -3476.     -12428081.             0.
  380      15        2            -93.          5246.         -1354.          -324.            70.         -4032.          -487.          -487.      -1752897.             0.
  381      16        2            -72.          2011.         -1351.          -318.            29.         -4032.         -3732.         -3732.     -13436149.             0.
  382      17        2            -41.          1569.         -1348.          -312.            24.         -4032.         -4140.         -4140.     -14904902.             0.
  383      18        2            -49.           859.         -1346.          -307.            14.         -4032.         -4862.         -4862.     -17501552.             0.
  384      19        2            -89.           777.         -1344.          -303.            13.         -4032.         -4977.         -4977.     -17917216.             0.
  385      20        2            -69.          -176.         -1342.          -298.            -3.         -4032.         -5920.         -5920.     -21311856.             0.
  386      21        2            -86.          -981.         -1326.          -289.           -19.         -4001.         -6701.         -6770.     -24123228.     -24123228.
  387      22        2            -51.          -871.         -1304.          -278.           -17.         -3960.         -6481.         -6553.     -23331578.     -23331578.
  388      23        2           -243.         -1321.         -1282.          -266.           -28.         -3916.         -7055.         -7133.     -25398778.     -25398778.
  389      24        2           -286.          1254.         -1266.          -255.            27.         -3887.         -4413.         -4461.     -15885554.     -15885554.
  390      25        2            -54.           822.         -1250.          -244.            19.         -3859.         -4566.         -4615.     -16436248.     -16436248.
  391      26        2            -80.          1795.         -1334.          -270.            43.         -4032.         -3878.         -3856.     -13959457.             0.
  392      27        2           -107.          3688.         -1327.          -263.            91.         -4032.         -1950.         -1950.      -7020412.             0.
  393      28        2            -71.          2566.         -1322.          -257.            66.         -4032.         -3050.         -3098.     -10978492.             0.
  394      29        2           -151.          2217.         -1317.          -250.            59.         -4032.         -3474.         -3474.     -12505932.             0.
  395      30        2           -208.          6223.         -1308.          -242.           172.         -4032.           606.           606.       2181002.             0.
  396      31        2           -402.          7355.         -1297.          -233.           210.         -4032.          1600.          1600.       5761328.             0.
  397      32        2           -407.          5760.         -1291.          -225.           170.         -4032.           -25.           -25.        -91160.             0.
  398      33        2            -68.          3765.         -1286.          -218.           115.         -4032.         -1724.         -1724.      -6206708.             0.
  399      34        2           -155.          3641.         -1282.          -211.           114.         -4032.         -1924.         -1924.      -6925488.             0.
  400      35        2           -248.          4809.         -1277.          -203.           156.         -4032.          -795.          -795.      -2861908.             0.
  401      36        2           -306.          5606.         -1271.          -194.           187.         -4032.            -9.            -9.        -33746.             0.
  402      37        2           -341.          5400.         -1264.          -186.           185.         -4032.          -237.          -237.       -854630.             0.
  403      38        2           -269.          7355.         -1256.          -177.           259.         -4032.          1879.          1879.       6766147.             0.
  404      39        2           -428.          6583.         -1248.          -169.           238.         -4032.           944.           944.       3398769.             0.
  405      40        2           -740.          8846.         -1238.          -160.           328.         -4032.          3004.          3004.      10813399.             0.
  406      41        2           -144.          7920.         -1229.          -152.           301.         -4032.          2665.          2665.       9593995.             0.
  407      42        2           -219.          7303.         -1219.          -142.           285.         -4032.          1975.          1975.       7111346.             0.
  408      43        2           -421.          5863.         -1211.          -134.           234.         -4032.           300.           300.       1078346.             0.
  409      44        2           -873.          4726.         -1204.          -126.           193.         -4032.         -1315.         -1315.      -4732570.             0.
  410      45        2           -393.          2222.         -1200.          -119.            93.         -4032.         -3429.         -3429.     -12345534.             0.
  411      46        2           -731.          5349.         -1194.          -112.           229.         -4032.          -490.          -490.      -1764079.             0.
  412      47        2           -290.          5122.         -1187.          -103.           224.         -4032.          -266.          -266.       -956345.             0.
  413      48        2           -245.          2356.         -1182.           -97.           105.         -4032.         -3095.         -3095.     -11141914.             0.
  414      49        2           -371.          2520.         -1177.           -91.           115.         -4032.         -3036.         -3036.     -10930148.             0.
  415      50        2           -260.          -158.         -1171.           -87.            -7.         -4032.         -5716.         -5716.     -20576302.             0.
  416      51        2           -183.         -1080.         -1165.           -83.           -51.         -4032.         -6594.         -6594.     -23738418.             0.
  417      52        2           -360.         -1733.         -1159.           -80.           -84.         -4032.         -7448.         -7448.     -26813782.             0.
  418      53        2           -154.         -1106.         -1152.           -76.           -55.         -4032.         -6574.         -6574.     -23666280.             0.
  419      54        2           -102.         -1245.         -1147.           -72.           -63.         -4032.         -6660.         -6660.     -23976094.             0.
  420      55        2           -167.         -2716.         -1145.           -70.          -140.         -4032.         -8268.         -8268.     -29763766.             0.
  421      56        2           -128.         -4363.         -1122.           -60.          -228.         -3990.         -9892.         -9980.     -35609440.     -35609440.
  422      57        2           -890.         -2829.         -1106.           -52.          -133.            -0.         -5009.         -5044.     -18033856.     -18033856.
  423      58        2           -644.          -942.         -1093.           -45.           -39.            -0.         -2764.         -2784.      -9950041.      -9950041.
  424      59        2           -864.         -1658.         -1078.           -39.           -60.            -0.         -3699.         -3726.     -13316277.     -13316277.
  425      60        2           -697.         -1339.         -1064.           -33.           -41.            -0.         -3174.         -3198.     -11427071.     -11427071.
  426      61        2           -984.         -1304.         -1050.           -27.           -33.            -0.         -3399.         -3425.     -12235416.     -12235416.
  427      62        2          -1001.          -892.         -1036.           -22.           -18.            -0.         -2970.         -2994.     -10690818.     -10690818.
  428      63        2           -778.           843.         -1029.           -17.            16.            -0.          -965.          -973.      -3474052.      -3474052.
  429      64        2           -984.          2057.         -1023.           -14.            34.            -0.            70.            70.        251247.        251247.
  430      65        2           -365.          -497.         -1012.           -10.            -7.            -0.         -1892.         -1908.      -6811842.      -6811842.
  431      66        2           -608.           592.         -1004.            -7.             8.            -0.         -1018.         -1027.      -3665156.      -3665156.
  432      67        2          -1181.           832.          -996.            -3.             9.            -0.         -1338.         -1349.      -4817066.      -4817066.
  433      68        2           -341.          1288.          -989.             0.            12.            -0.           -30.           -30.       -108034.       -108034.
  434      69        2           -307.          3121.          -987.             1.            24.            -0.          1851.          1867.       6664854.       6664854.
  435      70        2           -342.          1209.          -980.             2.             7.            -0.          -105.          -106.       -376885.       -376885.
  436      71        2           -312.          -506.          -968.             4.            -2.            -0.         -1785.         -1801.      -6425260.      -6425260.
  437      72        2           -577.         -1164.          -954.             9.            -2.            -0.         -2688.         -2712.      -9675026.      -9675026.
  438      73        2           -415.          -480.          -940.            15.            -0.            -0.         -1820.         -1837.      -6553500.      -6553500.
  439      74        2          -1010.          -487.          -925.            19.            -0.            -0.         -2403.         -2426.      -8651854.      -8651854.
  440      75        2           -924.            13.          -911.            21.             0.            -0.         -1801.         -1818.      -6483279.      -6483279.
  441      76        2           -611.           707.          -899.            24.             0.            -0.          -779.          -786.      -2803266.      -2803266.
  442      77        2           -734.          1249.          -888.            28.             0.            -0.          -345.          -348.      -1241783.      -1241783.
  443      78        2          -1121.          1731.          -876.            32.             0.            -0.          -235.          -237.       -845646.       -845646.
  444      79        2           -813.          -800.          -860.            36.            -0.            -0.         -2436.         -2461.      -8771116.      -8771116.
  445      80        2          -1224.         -1102.          -840.            41.            -0.            -0.         -3125.         -3156.     -11250253.     -11250253.
  446      81        2           -958.         -1412.          -820.            44.            -0.            -0.         -3147.         -3179.     -11330109.     -11330109.
  447      82        2          -1566.         -2696.          -793.            49.            -0.            -0.         -5006.         -5058.     -18022130.     -18022130.
  448      83        2           -984.         -2817.          -770.            55.            -0.            -0.         -4516.         -4563.     -16257605.     -16257605.
  449      84        2          -1489.         -2514.          -745.            63.            -0.            -0.         -4685.         -4735.     -16867412.     -16867412.
  450      85        2          -1044.         -2358.          -723.            68.            -0.            -0.         -4056.         -4100.     -14602622.     -14602622.
  451      86        2          -1275.         -2635.          -699.            73.            -0.            -0.         -4537.         -4587.     -16333277.     -16333277.
  452      87        2           -289.         -1213.          -683.            75.            -0.            -0.         -2110.         -2133.      -7595595.      -7595595.
  453      88        2           -483.         -3075.          -660.            79.            -0.            -0.         -4138.         -4185.     -14897076.     -14897076.
  454      89        2           -772.         -4307.          -632.            85.            -0.            -0.         -5626.         -5691.     -20252720.     -20252720.
  455      90        2           -466.         -1724.          -612.            87.            -0.            -0.         -2715.         -2747.      -9774445.      -9774445.
  456      91        2          -1677.          -476.          -591.            90.            -0.            -0.         -2655.         -2687.      -9558541.      -9558541.
  457      92        2          -1018.          -515.          -573.            91.            -0.            -0.         -2015.         -2039.      -7253418.      -7253418.
  458      93        2          -1703.         -1161.          -549.            94.            -0.            -0.         -3319.         -3360.     -11948634.     -11948634.
  459      94        2          -1780.         -1862.          -522.            97.            -0.            -0.         -4068.         -4119.     -14644506.     -14644506.
  460      95        2           -924.           467.          -509.            98.             0.            -0.          -869.          -880.      -3127380.      -3127380.
  461      96        2          -1463.          -156.          -489.            99.            -0.            -0.         -2009.         -2036.      -7233502.      -7233502.
  462      97        2          -1378.            50.          -470.           101.             0.            -0.         -1697.         -1720.      -6110157.      -6110157.
  463      98        2          -1848.           997.          -452.           102.             0.            -0.         -1202.         -1218.      -4327346.      -4327346.
  464      99        2           -924.          -427.          -434.           103.            -0.            -0.         -1682.         -1705.      -6054878.      -6054878.
  465     100        2          -2088.          -397.          -408.           106.            -0.            -0.         -2787.         -2826.     -10031774.     -10031774.
  466     101        2          -1344.           128.          -391.           107.             0.            -0.         -1500.         -1522.      -5400168.      -5400168.
  467     102        2           -515.           280.          -381.           104.             0.            -0.          -513.          -520.      -1845616.      -1845616.
  468     103        2          -1258.           645.          -369.           103.             0.            -0.          -879.          -893.      -3165865.      -3165865.
  469     104        2          -1780.          1130.          -357.           103.             0.            -0.          -904.          -918.      -3254218.      -3254218.
  470     105        2          -2020.           651.          -340.           102.             0.            -0.         -1606.         -1632.      -5783226.      -5783226.
  471     106        2          -2234.          -353.          -317.           103.            -0.            -0.         -2800.         -2845.     -10078738.     -10078738.
  472     107        2          -2062.         -1283.          -288.           105.            -0.            -0.         -3528.         -3587.     -12699582.     -12699582.
  473     108        2          -2345.         -1182.          -258.           107.            -0.            -0.         -3677.         -3740.     -13237023.     -13237023.
  474     109        2          -2319.          -952.          -228.           108.            -0.            -0.         -3392.         -3452.     -12209869.     -12209869.
  475     110        2          -2319.         -1298.          -197.           109.            -0.            -0.         -3705.         -3773.     -13339730.     -13339730.
  476     111        2          -1660.         -1419.          -169.           109.            -0.            -0.         -3140.         -3199.     -11303507.     -11303507.
  477     112        2           -431.          1632.          -171.           104.             0.            -0.          1133.          1155.       4077888.       4077888.
  478     113        2          -1575.           637.          -159.           101.             0.            -0.          -995.         -1014.      -3580234.      -3580234.
  479     114        2          -1070.          1471.          -156.            98.             0.            -0.           344.           351.       1237054.       1237054.
  480     115        2          -1035.          1904.          -157.            94.             0.            -0.           805.           822.       2899184.       2899184.
  481     116        2           -933.          1498.          -155.            90.             0.            -0.           501.           512.       1804223.       1804223.
  482     117        2          -1960.          1033.          -139.            89.             0.            -0.          -977.          -999.      -3518220.      -3518220.
  483     118        2          -1498.           799.          -125.            87.             0.            -0.          -737.          -754.      -2652146.      -2652146.
  484     119        2          -1566.           700.          -108.            85.             0.            -0.          -889.          -911.      -3200380.      -3200380.
  485     120        2          -2285.           791.           -84.            84.             0.            -0.         -1495.         -1532.      -5380638.      -5380638.
  486     121        2          -1506.           653.           -67.            82.             0.            -0.          -839.          -861.      -3018778.      -3018778.
  487     122        2          -1917.          -292.            17.            95.            -0.         -5288.         -7385.         -7723.     -26585678.     -26585678.
  488     123        2          -1660.           266.            86.           107.             0.         -5020.         -6222.         -6495.     -22398560.     -22398560.
  489     124        2          -1789.             2.           152.           120.             0.         -4764.         -6279.         -6544.     -22604508.     -22604508.
  490     125        2           -578.           606.          -113.            85.             0.         -5874.         -5874.         -5772.     -21146502.     -21146502.
  491     126        2           -619.           663.          -130.            85.             0.         -5964.         -5964.         -5955.     -21469096.     -21469096.
  492     127        2          -1138.           821.           -73.            97.             0.         -5752.         -6046.         -6274.     -21766558.     -21766558.
  493     128        2          -2499.          -408.             2.           111.            -0.         -5465.         -8259.         -8560.     -29733742.     -29733742.
  494     129        2           -907.          -128.            59.           123.            -0.         -5255.         -6108.         -6323.     -21990068.     -21990068.
  495     130        2           -993.         -3258.           132.           138.            -0.         -4965.         -8946.         -9251.     -32206518.     -32206518.
  496     131        2          -2105.         -4437.           214.           155.            -0.         -4624.        -10797.        -11154.     -38870264.     -38870264.
  497     132        2          -2696.         -4237.           295.           173.            -0.         -4293.        -10757.        -11102.     -38726812.     -38726812.
  498     133        2          -2584.         -4966.           374.           191.            -0.         -3966.        -10951.        -11292.     -39424632.     -39424632.
  499     134        2          -1446.         -2411.           427.           205.            -0.         -3759.         -6984.         -7195.     -25141000.     -25141000.
  500     135        2           -864.          -557.           462.           216.            -0.         -3632.         -4375.         -4504.     -15751267.     -15751267.
  501     136        2          -1018.         -1093.           498.           226.            -0.         -3499.         -4886.         -5026.     -17591276.     -17591276.
  502     137        2          -1070.          -979.           530.           236.            -0.         -3374.         -4657.         -4787.     -16763507.     -16763507.
  503     138        2          -2122.         -1153.           568.           247.            -0.         -3227.         -5688.         -5843.     -20477384.     -20477384.
  504     139        2          -2251.         -1529.           608.           259.            -0.         -3076.         -5988.         -6147.     -21557072.     -21557072.
  505     140        2          -2559.         -1394.           648.           272.            -0.         -2928.         -5961.         -6116.     -21460018.     -21460018.
  506     141        2          -1617.             7.           675.           282.             0.         -2842.         -3495.         -3583.     -12580369.     -12580369.
  507     142        2          -2165.          -551.           704.           292.            -0.         -2738.         -4457.         -4567.     -16045175.     -16045175.
  508     143        2           -890.           176.           474.           240.             0.         -3703.         -3703.         -3613.     -13329047.     -13329047.
  509     144        2          -1035.           -69.           497.           249.            -0.         -3617.         -3975.         -4069.     -14311039.     -14311039.
  510     145        2          -1797.         -1544.           533.           260.            -0.         -3486.         -6035.         -6175.     -21725176.     -21725176.
  511     146        2           -306.          -400.           461.           245.            -0.         -5095.         -5095.         -5061.     -18341328.     -18341328.
  512     147        2           -370.           -28.           216.           182.            -0.         -6488.         -6488.         -6377.     -23356086.     -23356086.
  513     148        2          -2713.         -2332.           272.           198.            -0.         -6207.        -10782.        -11047.     -38816580.     -38816580.
  514     149        2          -3055.         -2546.           328.           214.            -0.         -5918.        -10976.        -11239.     -39513864.     -39513864.
  515     150        2          -3029.         -3121.           383.           231.            -0.         -5631.        -11167.        -11428.     -40201952.     -40201952.
  516     151        2          -1583.         -2961.           429.           245.            -0.         -5397.         -9267.         -9478.     -33360890.     -33360890.
  517     152        2          -2730.         -2492.           475.           260.            -0.         -5161.         -9647.         -9862.     -34730716.     -34730716.
  518     153        2          -2268.         -3311.           519.           275.            -0.         -4929.         -9714.         -9925.     -34969980.     -34969980.
  519     154        2          -2738.         -3409.           564.           289.            -0.         -4696.         -9992.        -10204.     -35969948.     -35969948.
  520     155        2          -2661.         -3515.           606.           303.            -0.         -4474.         -9742.         -9944.     -35069876.     -35069876.
  521     156        2          -2927.         -4434.           649.           317.            -0.         -4238.        -10633.        -10849.     -38278632.     -38278632.
  522     157        2          -2610.         -4692.           688.           328.            -0.         -4013.        -10299.        -10504.     -37076152.     -37076152.
  523     158        2          -2062.         -4707.           722.           340.            -0.         -3809.         -9517.         -9702.     -34259584.     -34259584.
  524     159        2          -1403.         -3723.           749.           351.            -0.         -3648.         -7673.         -7820.     -27623414.     -27623414.
  525     160        2          -1883.         -3562.           776.           360.            -3.         -3488.         -7800.         -7946.     -28079876.     -28079876.
  526     161        2          -2850.         -4006.           805.           365.           -14.         -3308.         -9007.         -9173.     -32426216.     -32426216.
  527     162        2          -2482.         -4401.           834.           370.           -27.         -3134.         -8841.         -9001.     -31828406.     -31828406.
  528     163        2          -1267.         -2424.           852.           372.           -21.         -3026.         -5513.         -5611.     -19847090.     -19847090.
  529     164        2          -2995.         -1928.           873.           376.           -22.         -2902.         -6598.         -6713.     -23754416.     -23754416.
  530     165        2          -1917.         -2114.           891.           378.           -30.         -2797.         -5589.         -5684.     -20119602.     -20119602.
  531     166        2             -0.         -1205.           804.           341.           -20.         -3274.         -3354.         -3315.     -12073098.     -12073098.
  532     167        2          -2833.         -3829.           830.           345.           -75.         -3125.         -8687.         -8830.     -31272046.     -31272046.
  533     168        2           -514.         -2788.           846.           344.           -62.         -3031.         -5204.         -5289.     -18735514.     -18735514.
  534     169        2           -806.         -1148.           859.           341.           -28.         -2965.         -3748.         -3808.     -13493647.     -13493647.
  535     170        2          -2833.         -3271.           880.           342.           -90.         -2835.         -7807.         -7930.     -28106800.     -28106800.
  536     171        2          -2961.         -4628.           898.           341.          -130.          -675.         -7156.         -7225.     -25761078.     -25761078.
  537     172        2          -2773.         -4651.           916.           337.          -134.          -646.         -6951.         -7018.     -25022324.     -25022324.
