 Day of  Day of Year 
 sim.     year               Qrad         Qslur2air     Qslur2floor      Qslur2dwall      Qslur2uwall           Qfeed       Qout       Qoutave     HH   HHadj
   83      83        1           -169.           541.          -380.             0.             8.         -6333.         -6333.         -6376.     -22799422.     -22799422.
   84      84        1           -181.           550.          -377.             0.             8.         -6257.         -6257.         -6303.     -22523664.     -22523664.
   85      85        1           -194.           559.          -374.             0.             9.         -6179.         -6179.         -6229.     -22244066.     -22244066.
   86      86        1           -207.           570.          -372.             0.             9.         -6100.         -6100.         -6153.     -21960716.     -21960716.
   87      87        1           -221.           580.          -369.             0.            10.         -6020.         -6020.         -6078.     -21673706.     -21673706.
   88      88        1           -235.           591.          -366.             0.            10.         -5940.         -5940.         -6001.     -21383110.     -21383110.
   89      89        1           -250.           602.          -363.             0.            11.         -5858.         -5858.         -5923.     -21089034.     -21089034.
   90      90        1           -266.           614.          -360.             0.            12.         -5775.         -5775.         -5845.     -20791546.     -20791546.
   91      91        1           -282.           627.          -356.             0.            12.         -5692.         -5692.         -5766.     -20490748.     -20490748.
   92      92        1           -299.           639.          -353.             0.            13.         -5607.         -5607.         -5687.     -20186726.     -20186726.
   93      93        1           -316.           652.          -350.             0.            13.         -5522.         -5522.         -5606.     -19879570.     -19879570.
   94      94        1           -334.           666.          -346.             0.            14.         -5436.         -5436.         -5525.     -19569376.     -19569376.
   95      95        1           -352.           680.          -342.             0.            15.         -5349.         -5349.         -5444.     -19256236.     -19256236.
   96      96        1           -371.           694.          -338.             0.            16.         -5261.         -5261.         -5362.     -18940242.     -18940242.
   97      97        1           -391.           709.          -334.             0.            16.         -5173.         -5173.         -5279.     -18621488.     -18621488.
   98      98        1           -411.           724.          -330.             0.            17.         -5083.         -5083.         -5196.     -18300082.     -18300082.
   99      99        1           -431.           739.          -326.             0.            18.         -4993.         -4993.         -5113.     -17976100.     -17976100.
  100     100        1           -452.           755.          -322.             0.            19.         -4903.         -4903.         -5029.     -17649654.     -17649654.
  101     101        1           -473.           771.          -318.             0.            20.         -4811.         -4811.         -4945.     -17320828.     -17320828.
  102     102        1           -495.           788.          -313.             0.            21.         -4719.         -4719.         -4860.     -16989742.     -16989742.
  103     103        1           -518.           805.          -309.             0.            22.         -4627.         -4627.         -4775.     -16656476.     -16656476.
  104     104        1           -541.           822.          -304.             0.            23.         -4534.         -4534.         -4690.     -16321136.     -16321136.
  105     105        1           -564.           840.          -299.             0.            24.         -4440.         -4440.         -4605.     -15983824.     -15983824.
  106     106        1           -588.           856.          -295.             0.            25.         -4347.         -4349.         -4519.     -15656762.     -15656762.
  107     107        1           -612.           865.          -292.             0.            25.         -4256.         -4270.         -4433.     -15371771.     -15371771.
  108     108        1           -637.           873.          -290.             0.            26.         -4166.         -4195.         -4352.     -15100279.     -15100279.
  109     109        1           -662.           873.          -290.             0.            27.         -4080.         -4132.         -4284.     -14875789.     -14875789.
  110     110        1           -688.           867.          -292.             0.            27.         -3996.         -4081.         -4228.     -14693129.     -14693129.
  111     111        1           -714.           855.          -295.             0.            27.         -3915.         -4041.         -4184.     -14547737.     -14547737.
  112     112        1           -741.           839.          -299.             0.            27.         -3835.         -4010.         -4149.     -14435616.     -14435616.
  113     113        1           -768.           817.          -305.             0.            27.         -3758.         -3987.         -4123.     -14353220.     -14353220.
  114     114        1           -795.           792.          -312.             0.            27.         -3683.         -3972.         -4104.     -14297425.     -14297425.
  115     115        1           -823.           763.          -320.             0.            26.         -3609.         -3963.         -4092.     -14265418.     -14265418.
  116     116        1           -851.           731.          -328.             0.            26.         -3537.         -3960.         -4087.     -14254740.     -14254740.
  117     117        1           -880.           696.          -338.             0.            25.         -3466.         -3962.         -4087.     -14263174.     -14263174.
  118     118        1           -908.           659.          -348.             0.            24.         -3396.         -3969.         -4092.     -14288688.     -14288688.
  119     119        1           -938.           620.          -358.             0.            23.         -3327.         -3980.         -4102.     -14329542.     -14329542.
  120     120        1           -967.           578.          -369.             0.            22.         -3259.         -3996.         -4116.     -14384106.     -14384106.
  121     121        1           -997.           535.          -381.             0.            20.         -3191.         -4014.         -4133.     -14450932.     -14450932.
  122     122        1          -1028.           491.          -393.             0.            19.         -3125.         -4036.         -4153.     -14528679.     -14528679.
  123     123        1          -1058.           445.          -405.             0.            18.         -3059.         -4060.         -4176.     -14616179.     -14616179.
  124     124        1          -1089.           398.          -418.             0.            16.         -2994.         -4087.         -4202.     -14712344.     -14712344.
  125     125        1          -1121.           351.          -431.             0.            14.         -2929.         -4116.         -4230.     -14816167.     -14816167.
  126     126        1          -1152.           302.          -444.             0.            12.         -2865.         -4146.         -4260.     -14926727.     -14926727.
  127     127        1          -1184.           253.          -457.             0.            11.         -2802.         -4179.         -4291.     -15043224.     -15043224.
  128     128        1          -1216.           204.          -470.             0.             9.         -2739.         -4212.         -4324.     -15164868.     -15164868.
  129     129        1          -1249.           154.          -483.             0.             7.         -2676.         -4247.         -4359.     -15290946.     -15290946.
  130     130        1          -1281.           104.          -497.             0.             5.         -2614.         -4284.         -4394.     -15420781.     -15420781.
  131     131        1          -1314.            54.          -510.             0.             2.         -2552.         -4321.         -4430.     -15553814.     -15553814.
  132     132        1          -1348.             3.          -524.             0.             0.         -2490.         -4358.         -4468.     -15689456.     -15689456.
  133     133        1          -1381.           -47.          -537.            -0.            -2.         -2429.         -4396.         -4505.     -15827189.     -15827189.
  134     134        1          -1415.           -97.          -551.            -0.            -4.         -2368.         -4435.         -4544.     -15966531.     -15966531.
  135     135        1          -1449.          -147.          -564.            -0.            -7.         -2307.         -4474.         -4582.     -16106982.     -16106982.
  136     136        1          -1483.          -197.          -578.            -0.            -9.         -2247.         -4513.         -4621.     -16248162.     -16248162.
  137     137        1          -1517.          -246.          -591.            -0.           -12.         -2187.         -4553.         -4660.     -16389670.     -16389670.
  138     138        1          -1552.          -295.          -604.            -0.           -14.         -2127.         -4592.         -4699.     -16531109.     -16531109.
  139     139        1          -1586.          -344.          -617.            -0.           -17.         -2067.         -4631.         -4737.     -16672089.     -16672089.
  140     140        1          -1621.          -391.          -630.            -0.           -20.         -2008.         -4670.         -4776.     -16812306.     -16812306.
  141     141        1          -1656.          -439.          -643.            -0.           -22.         -1949.         -4709.         -4814.     -16951456.     -16951456.
  142     142        1          -1691.          -485.          -655.            -0.           -25.         -1890.         -4747.         -4852.     -17089210.     -17089210.
  143     143        1          -1727.          -532.          -668.            -0.           -28.         -1831.         -4785.         -4889.     -17225290.     -17225290.
  144     144        1          -1762.          -577.          -680.            -0.           -30.         -1773.         -4822.         -4926.     -17359398.     -17359398.
  145     145        1          -1798.          -621.          -692.            -0.           -33.         -1715.         -4859.         -4962.     -17491304.     -17491304.
  146     146        1          -1833.          -665.          -704.            -0.           -36.         -1657.         -4895.         -4998.     -17620740.     -17620740.
  147     147        1          -1869.          -708.          -715.            -0.           -38.         -1600.         -4930.         -5033.     -17747478.     -17747478.
  148     148        1          -1905.          -750.          -726.            -0.           -41.         -1543.         -4964.         -5067.     -17871278.     -17871278.
  149     149        1          -1941.          -790.          -737.            -0.           -44.         -1486.         -4998.         -5100.     -17991930.     -17991930.
  150     150        1          -1976.          1971.             5.             0.             0.           -85.           -85.          -297.       -306348.       -306348.
  151     151        1          -2012.          1983.             8.             0.             1.            -5.           -25.          -103.        -88959.        -88959.
  152     152        1          -2048.          1941.            -3.             0.             2.            50.           -59.          -129.       -212172.       -212172.
  153     153        1          -2084.          1894.           -16.             0.             4.           101.          -102.          -175.       -367393.       -367393.
  154     154        1          -2121.          1847.           -28.             0.             5.           151.          -147.          -222.       -529708.       -529708.
  155     155        1          -2157.          1800.           -41.             0.             6.           200.          -193.          -269.       -693410.       -693410.
  156     156        1          -2193.          1753.           -53.             0.             7.           248.          -238.          -315.       -856393.       -856393.
  157     157        1          -2229.          1708.           -66.             0.             7.           296.          -283.          -360.      -1017622.      -1017622.
  158     158        1          -2265.          1663.           -78.             0.             8.           344.          -327.          -404.      -1176521.      -1176521.
  159     159        1          -2301.          1620.           -89.             0.             9.           391.          -370.          -447.      -1332718.      -1332718.
  160     160        1          -2337.          1577.          -101.             0.            10.           438.          -413.          -490.      -1485941.      -1485941.
  161     161        1          -2373.          1536.          -112.             0.            11.           484.          -454.          -531.      -1635944.      -1635944.
  162     162        1          -2409.          1495.          -123.             0.            11.           530.          -495.          -571.      -1782593.      -1782593.
  163     163        1          -2444.          1456.          -133.             0.            12.           575.          -535.          -611.      -1925700.      -1925700.
  164     164        1          -2480.          1418.          -144.             0.            12.           620.          -574.          -649.      -2065121.      -2065121.
  165     165        1          -2516.          1381.          -154.             0.            13.           664.          -611.          -686.      -2200700.      -2200700.
  166     166        1          -2551.          1345.          -163.             0.            13.           708.          -648.          -722.      -2332403.      -2332403.
  167     167        1          -2586.          1310.          -173.             0.            14.           751.          -683.          -757.      -2460040.      -2460040.
  168     168        1          -2622.          1277.          -182.             0.            14.           794.          -718.          -790.      -2583560.      -2583560.
  169     169        1          -2657.          1245.          -190.             0.            15.           836.          -751.          -823.      -2702824.      -2702824.
  170     170        1          -2692.          1214.          -198.             0.            15.           878.          -783.          -854.      -2817761.      -2817761.
  171     171        1          -2726.          1185.          -206.             0.            16.           919.          -813.          -884.      -2928242.      -2928242.
  172     172        1          -2761.          1157.          -214.             0.            16.           959.          -843.          -912.      -3034164.      -3034164.
  173     173        1          -2795.          1130.          -221.             0.            16.           999.          -871.          -939.      -3135498.      -3135498.
  174     174        1          -2830.          1104.          -228.             0.            17.          1039.          -898.          -965.      -3232114.      -3232114.
  175     175        1          -2864.          1080.          -234.             0.            17.          1078.          -923.          -990.      -3323916.      -3323916.
  176     176        1          -2897.          1057.          -241.             0.            17.          1116.          -947.         -1013.      -3410867.      -3410867.
  177     177        1          -2931.          1036.          -246.             0.            17.          1154.          -970.         -1035.      -3492823.      -3492823.
  178     178        1          -2964.          1016.          -252.             0.            18.          1191.          -992.         -1055.      -3569758.      -3569758.
  179     179        1          -2997.           997.          -257.             0.            18.          1227.         -1012.         -1074.      -3641542.      -3641542.
  180     180        1          -3030.           980.          -261.             0.            18.          1263.         -1030.         -1092.      -3708188.      -3708188.
  181     181        1          -3063.           965.          -266.             0.            19.          1298.         -1047.         -1108.      -3769546.      -3769546.
  182     182        1          -3095.           950.          -269.             0.            19.          1333.         -1063.         -1122.      -3825578.      -3825578.
  183     183        1          -3127.           937.          -273.             0.            19.          1367.         -1077.         -1136.      -3876228.      -3876228.
  184     184        1          -3159.           926.          -276.             0.            20.          1400.         -1089.         -1147.      -3921425.      -3921425.
  185     185        1          -3190.           916.          -279.             0.            20.          1432.         -1100.         -1157.      -3961090.      -3961090.
  186     186        1          -3221.           908.          -281.             0.            20.          1464.         -1110.         -1165.      -3995191.      -3995191.
  187     187        1          -3252.           901.          -283.             0.            21.          1496.         -1118.         -1172.      -4023642.      -4023642.
  188     188        1          -3283.           896.          -284.             0.            21.          1526.         -1124.         -1177.      -4046413.      -4046413.
  189     189        1          -3313.           892.          -285.             0.            22.          1556.         -1129.         -1181.      -4063458.      -4063458.
  190     190        1          -3343.           889.          -286.             0.            22.          1585.         -1132.         -1183.      -4074672.      -4074672.
  191     191        1          -3372.           888.          -286.             0.            23.          1614.         -1133.         -1183.      -4080075.      -4080075.
  192     192        1          -3401.           889.          -286.             0.            23.          1642.         -1133.         -1182.      -4079562.      -4079562.
  193     193        1          -3430.           891.          -285.             0.            24.          1669.         -1131.         -1179.      -4073164.      -4073164.
  194     194        1          -3458.           895.          -284.             0.            25.          1695.         -1128.         -1174.      -4060788.      -4060788.
  195     195        1          -3486.           900.          -283.             0.            25.          1721.         -1123.         -1168.      -4042430.      -4042430.
  196     196        1          -3514.           907.          -281.             0.            26.          1746.         -1116.         -1160.      -4018022.      -4018022.
  197     197        1          -3541.           915.          -279.             0.            27.          1770.         -1108.         -1150.      -3987524.      -3987524.
  198     198        1          -3568.           925.          -276.             0.            28.          1794.         -1097.         -1139.      -3950942.      -3950942.
  199     199        1          -3594.           937.          -273.             0.            29.          1816.         -1086.         -1126.      -3908242.      -3908242.
  200     200        1          -3620.           950.          -270.             0.            30.          1838.         -1072.         -1111.      -3859387.      -3859387.
  201     201        1          -3645.           964.          -266.             0.            31.          1860.         -1057.         -1094.      -3804342.      -3804342.
  202     202        1          -3671.           980.          -261.             0.            32.          1880.         -1040.         -1076.      -3743118.      -3743118.
  203     203        1          -3695.           998.          -257.             0.            33.          1900.         -1021.         -1056.      -3675679.      -3675679.
  204     204        1          -3719.          1017.          -251.             0.            34.          1919.         -1001.         -1034.      -3602042.      -3602042.
  205     205        1          -3743.          1038.          -246.             0.            36.          1937.          -978.         -1010.      -3522127.      -3522127.
  206     206        1          -3766.          1060.          -240.             0.            37.          1955.          -954.          -985.      -3435972.      -3435972.
  207     207        1          -3789.          1084.          -234.             0.            39.          1971.          -929.          -958.      -3343582.      -3343582.
  208     208        1          -3811.          1109.          -227.             0.            40.          1987.          -901.          -929.      -3244924.      -3244924.
  209     209        1          -3833.          1136.          -220.             0.            42.          2002.          -872.          -899.      -3139985.      -3139985.
  210     210        1          -3854.          1164.          -212.             0.            44.          2017.          -841.          -867.      -3028810.      -3028810.
  211     211        1          -3874.          1194.          -204.             0.            45.          2030.          -809.          -833.      -2911377.      -2911377.
  212     212        1          -3895.          1225.          -195.             0.            47.          2043.          -774.          -797.      -2787704.      -2787704.
  213     213        1          -3914.          1258.          -187.             0.            49.          2055.          -738.          -759.      -2657794.      -2657794.
  214     214        1          -3933.          1293.          -177.             0.            52.          2066.          -700.          -720.      -2521648.      -2521648.
  215     215        1          -3952.          1328.          -168.             0.            54.          2077.          -661.          -679.      -2379313.      -2379313.
  216     216        1          -3970.          1366.          -158.             0.            56.          2086.          -620.          -637.      -2230751.      -2230751.
  217     217        1          -3988.          1405.          -147.             0.            59.          2095.          -577.          -592.      -2076039.      -2076039.
  218     218        1          -4005.          1445.          -136.             0.            61.          2103.          -532.          -546.      -1915166.      -1915166.
  219     219        1          -4021.          1487.          -125.             0.            64.          2110.          -486.          -498.      -1748162.      -1748162.
  220     220        1          -4037.          1530.          -114.             0.            67.          2117.          -438.          -449.      -1575057.      -1575057.
  221     221        1          -4052.          1574.          -102.             0.            70.          2122.          -388.          -398.      -1395899.      -1395899.
  222     222        1          -4067.          1620.           -89.             0.            73.          2127.          -336.          -345.      -1210708.      -1210708.
  223     223        1          -4081.          1668.           -77.             0.            76.          2131.          -283.          -290.      -1019516.      -1019516.
  224     224        1          -4095.          1717.           -63.             0.            79.          2134.          -228.          -234.       -822354.       -822354.
  225     225        1          -4108.          1767.           -50.             0.            83.          2136.          -172.          -176.       -619260.       -619260.
  226     226        1          -4121.          1818.           -36.             0.            86.          2138.          -114.          -117.       -410292.       -410292.
  227     227        1          -4132.          1871.           -22.             0.            90.          2139.           -54.           -56.       -195496.       -195496.
  228     228        1          -4144.          3543.           428.             0.           172.          2915.          2915.          2794.      10493267.      10493267.
  229     229        1          -4154.          3550.           429.             0.           175.          2890.          2890.          2922.      10405375.      10405375.
  230     230        1          -4165.          3556.           431.             0.           178.          2864.          2864.          2901.      10311494.      10311494.
  231     231        1          -4174.          3561.           433.             0.           180.          2837.          2837.          2879.      10211740.      10211740.
  232     232        1          -4183.          3566.           434.             0.           183.          2807.          2807.          2856.      10106060.      10106060.
  233     233        1          -4191.          3571.           435.             0.           185.          2776.          2776.          2831.       9994544.       9994544.
  234     234        1          -4199.          3577.           437.             0.           188.          2744.          2746.          2806.       9887260.       9887260.
  235     235        1          -4206.          3585.           439.             0.           190.          2712.          2721.          2779.       9795006.       9795006.
  236     236        1          -4213.          3597.           442.             0.           193.          2681.          2700.          2757.       9719025.       9719025.
  237     237        1          -4218.          3612.           446.             0.           196.          2649.          2685.          2741.       9666262.       9666262.
  238     238        1          -4224.          3631.           451.             0.           199.          2618.          2677.          2732.       9635458.       9635458.
  239     239        1          -4228.          3654.           457.             0.           203.          2588.          2674.          2728.       9625507.       9625507.
  240     240        1          -4232.          3680.           464.             0.           207.          2558.          2676.          2730.       9635370.       9635370.
  241     241        1          -4236.          3709.           472.             0.           211.          2528.          2684.          2738.       9664054.       9664054.
  242     242        1          -4239.          3742.           481.             0.           215.          2498.          2697.          2751.       9710609.       9710609.
  243     243        1          -4241.          3777.           491.             0.           219.          2468.          2715.          2768.       9774212.       9774212.
  244     244        1          -4242.          3816.           501.             0.           224.          2439.          2737.          2790.       9854002.       9854002.
  245     245        1          -4243.          3857.           512.             0.           229.          2409.          2764.          2817.       9949257.       9949257.
  246     246        1          -4244.          3900.           524.             0.           234.          2380.          2794.          2847.      10059195.      10059195.
  247     247        1          -4243.          3946.           536.             0.           239.          2350.          2829.          2882.      10183177.      10183177.
  248     248        1          -4242.          3995.           549.             0.           244.          2321.          2867.          2920.      10320572.      10320572.
  249     249        1          -4241.          4046.           563.             0.           250.          2291.          2909.          2962.      10470726.      10470726.
  250     250        1          -4239.          4098.           577.             0.           256.          2261.          2954.          3007.      10633090.      10633090.
  251     251        1          -4236.          4153.           592.             0.           262.          2231.          3002.          3056.      10807096.      10807096.
  252     252        1          -4232.          4210.           607.             0.           268.          2201.          3053.          3108.      10992197.      10992197.
  253     253        1          -4228.          4269.           623.             0.           274.          2170.          3108.          3163.      11187933.      11187933.
  254     254        1          -4224.          4329.           639.             0.           281.          2139.          3165.          3220.      11393827.      11393827.
  255     255        1          -4218.          4391.           656.             0.           288.          2108.          3225.          3281.      11609401.      11609401.
  256     256        1          -4213.          4455.           673.             0.           295.          2077.          3287.          3344.      11834208.      11834208.
  257     257        1          -4206.          4521.           690.             0.           302.          2045.          3352.          3409.      12067847.      12067847.
  258     258        1          -4199.          4588.           708.             0.           309.          2013.          3419.          3477.      12309913.      12309913.
