 Day of  Day of Year 
 sim.     year               Qrad         Qslur2air     Qslur2floor      Qslur2wall       Qout
   68      68        1          -3776.          2622.          1864.           508.          1219.
   69      69        1          -3860.          2581.          1923.           517.          1161.
   70      70        1          -3944.          2538.          1983.           525.          1102.
   71      71        1          -4028.          2496.          2042.           533.          1043.
   72      72        1          -4113.          2453.          2101.           542.           983.
   73      73        1          -4198.          2410.          2159.           550.           922.
   74      74        1          -4283.          2367.          2218.           558.           860.
   75      75        1          -4368.          2323.          2276.           566.           797.
   76      76        1          -4453.          2279.          2333.           575.           734.
   77      77        1          -4539.          2236.          2390.           583.           670.
   78      78        1          -4624.          2192.          2447.           591.           605.
   79      79        1          -4710.          2147.          2504.           599.           539.
   80      80        1          -4796.          2103.          2560.           607.           473.
   81      81        1          -4881.          2058.          2615.           614.           406.
   82      82        1          -4967.          2014.          2670.           622.           339.
   83      83        1          -5053.          1969.          2725.           630.           271.
   84      84        1          -5138.          1924.          2779.           637.           202.
   85      85        1          -5224.          1879.          2833.           645.           133.
   86      86        1          -5309.          1835.          2886.           652.            64.
   87      87        1          -5395.          1790.          2939.           660.            -6.
   88      88        1          -5480.          1745.          2991.           667.           -77.
   89      89        1          -5565.          1700.          3043.           674.          -148.
   90      90        1          -5650.          1655.          3094.           681.          -219.
   91      91        1          -5734.          1610.          3145.           688.          -291.
   92      92        1          -5818.          1565.          3195.           695.          -363.
   93      93        1          -5902.          1521.          3244.           702.          -436.
   94      94        1          -5986.          1476.          3293.           708.          -508.
   95      95        1          -6069.          1432.          3341.           715.          -581.
   96      96        1          -6152.          1387.          3389.           721.          -655.
   97      97        1          -6235.          1343.          3436.           728.          -728.
   98      98        1          -6317.          1299.          3482.           734.          -802.
   99      99        1          -6399.          1255.          3528.           740.          -875.
  100     100        1          -6480.          1212.          3573.           746.          -949.
  101     101        1          -6561.          1168.          3618.           752.         -1023.
  102     102        1          -6641.          1125.          3661.           757.         -1097.
  103     103        1          -6721.          1082.          3705.           763.         -1171.
  104     104        1          -6800.          1039.          3747.           768.         -1246.
  105     105        1          -6879.           997.          3789.           774.         -1320.
  106     106        1          -6957.           955.          3830.           779.         -1394.
  107     107        1          -7035.           913.          3870.           784.         -1467.
  108     108        1          -7111.           872.          3909.           789.         -1541.
  109     109        1          -7187.           831.          3948.           794.         -1615.
  110     110        1          -7263.           790.          3986.           798.         -1688.
  111     111        1          -7338.           750.          4023.           803.         -1762.
  112     112        1          -7412.           710.          4060.           807.         -1835.
  113     113        1          -7485.           671.          4096.           811.         -1907.
  114     114        1          -7557.           632.          4130.           815.         -1980.
  115     115        1          -7629.           593.          4165.           819.         -2052.
  116     116        1          -7700.           555.          4198.           823.         -2124.
  117     117        1          -7770.           518.          4231.           826.         -2195.
  118     118        1          -7839.           481.          4262.           830.         -2266.
  119     119        1          -7907.           444.          4293.           833.         -2336.
  120     120        1          -7975.           897.          4656.           167.         -2254.
  121     121        1          -8041.          1225.          4932.           186.         -1698.
  122     122        1          -8106.          1454.          5140.           203.         -1310.
  123     123        1          -8171.          1614.          5299.           217.         -1041.
  124     124        1          -8235.          1724.          5424.           230.          -856.
  125     125        1          -8297.          1800.          5524.           241.          -731.
  126     126        1          -8359.          1851.          5606.           252.          -650.
  127     127        1          -8419.          1883.          5674.           262.          -600.
  128     128        1          -8479.          1902.          5731.           272.          -574.
  129     129        1          -8537.          1910.          5780.           280.          -566.
  130     130        1          -8594.          1912.          5823.           289.          -571.
  131     131        1          -8650.          1907.          5860.           297.          -586.
  132     132        1          -8705.          1898.          5894.           305.          -608.
  133     133        1          -8759.          1887.          5923.           313.          -636.
  134     134        1          -8812.          1873.          5950.           321.          -668.
  135     135        1          -8864.          1857.          5975.           328.          -704.
  136     136        1          -8914.          1840.          5997.           335.          -742.
  137     137        1          -8963.          1822.          6017.           343.          -782.
  138     138        1          -9011.          1803.          6035.           349.          -823.
  139     139        1          -9058.          1784.          6051.           356.          -866.
  140     140        1          -9103.          1765.          6066.           363.          -909.
  141     141        1          -9148.          1746.          6080.           369.          -952.
  142     142        1          -9191.          1727.          6092.           376.          -996.
  143     143        1          -9232.          1708.          6102.           382.         -1040.
  144     144        1          -9273.          1689.          6112.           388.         -1084.
  145     145        1          -9312.          1670.          6120.           394.         -1128.
  146     146        1          -9349.          1652.          6127.           400.         -1171.
  147     147        1          -9386.          1634.          6132.           406.         -1214.
  148     148        1          -9421.          1617.          6137.           411.         -1257.
  149     149        1          -9455.          1600.          6140.           417.         -1299.
  150     150        1          -9487.          1583.          6142.           422.         -1340.
  151     151        1          -9518.          1567.          6143.           427.         -1381.
  152     152        1          -9548.          1552.          6142.           432.         -1422.
  153     153        1          -9576.          1537.          6141.           437.         -1461.
  154     154        1          -9603.          1522.          6138.           442.         -1500.
  155     155        1          -9628.          1509.          6135.           447.         -1538.
  156     156        1          -9652.          1496.          6130.           451.         -1576.
  157     157        1          -9675.          1483.          6124.           455.         -1612.
  158     158        1          -9696.          1471.          6117.           460.         -1648.
  159     159        1          -9716.          1460.          6109.           464.         -1683.
  160     160        1          -9734.          1450.          6100.           468.         -1717.
  161     161        1          -9751.          1440.          6090.           472.         -1750.
  162     162        1          -9766.          1431.          6079.           475.         -1782.
  163     163        1          -9780.          1422.          6067.           479.         -1813.
  164     164        1          -9793.          1415.          6053.           482.         -1843.
  165     165        1          -9804.          1408.          6039.           486.         -1872.
  166     166        1          -9813.          1401.          6024.           489.         -1900.
  167     167        1          -9822.          1396.          6008.           492.         -1926.
  168     168        1          -9828.          1391.          5990.           495.         -1952.
  169     169        1          -9833.          1387.          5972.           497.         -1977.
  170     170        1          -9837.          1384.          5953.           500.         -2000.
  171     171        1          -9839.          1381.          5933.           503.         -2023.
  172     172        1          -9840.          1380.          5912.           505.         -2044.
  173     173        1          -9839.          1379.          5890.           507.         -2064.
  174     174        1          -9837.          1378.          5867.           509.         -2083.
  175     175        1          -9833.          1379.          5843.           511.         -2100.
  176     176        1          -9828.          1381.          5818.           513.         -2117.
  177     177        1          -9822.          1383.          5792.           515.         -2132.
  178     178        1          -9813.          1386.          5766.           516.         -2146.
  179     179        1          -9804.          1390.          5738.           518.         -2158.
  180     180        1          -9793.          1395.          5710.           519.         -2170.
  181     181        1          -9780.          1400.          5680.           520.         -2180.
  182     182        1          -9766.          1406.          5650.           521.         -2188.
  183     183        1          -9751.          1414.          5619.           522.         -2196.
  184     184        1          -9734.          1422.          5588.           523.         -2202.
  185     185        1          -9716.          1430.          5555.           524.         -2206.
  186     186        1          -9696.          1440.          5522.           525.         -2210.
  187     187        1          -9675.          1451.          5488.           525.         -2211.
  188     188        1          -9652.          1462.          5453.           526.         -2212.
  189     189        1          -9628.          1474.          5417.           526.         -2211.
  190     190        1          -9603.          1487.          5381.           526.         -2209.
  191     191        1          -9576.          1501.          5344.           526.         -2205.
  192     192        1          -9548.          1515.          5306.           526.         -2200.
  193     193        1          -9518.          1531.          5267.           526.         -2194.
  194     194        1          -9487.          1547.          5228.           526.         -2186.
  195     195        1          -9455.          1564.          5188.           526.         -2177.
  196     196        1          -9421.          1582.          5148.           525.         -2166.
  197     197        1          -9386.          1601.          5106.           525.         -2154.
  198     198        1          -9349.          1621.          5064.           524.         -2140.
  199     199        1          -9312.          1641.          5022.           524.         -2125.
  200     200        1          -9273.          1662.          4979.           523.         -2108.
  201     201        1          -9232.          1684.          4935.           522.         -2091.
  202     202        1          -9191.          1707.          4891.           521.         -2071.
  203     203        1          -9148.          1731.          4846.           520.         -2050.
  204     204        1          -9103.          1755.          4801.           519.         -2028.
  205     205        1          -9058.          1780.          4755.           518.         -2004.
  206     206        1          -9011.          1806.          4708.           517.         -1979.
  207     207        1          -8963.          1833.          4662.           516.         -1952.
  208     208        1          -8914.          1861.          4614.           515.         -1924.
  209     209        1          -8864.          1889.          4566.           514.         -1895.
  210     210        1          -8812.          1918.          4518.           512.         -1864.
  211     211        1          -8759.          1948.          4469.           511.         -1831.
  212     212        1          -8705.          1979.          4420.           510.         -1797.
  213     213        1          -8650.          2010.          4370.           508.         -1762.
  214     214        1          -8594.          2042.          4320.           507.         -1725.
  215     215        1          -8537.          2075.          4270.           505.         -1687.
  216     216        1          -8479.          2108.          4219.           504.         -1647.
  217     217        1          -8419.          2143.          4168.           502.         -1606.
  218     218        1          -8359.          2177.          4116.           501.         -1564.
  219     219        1          -8297.          2213.          4065.           499.         -1520.
  220     220        1          -8235.          2249.          4013.           497.         -1475.
  221     221        1          -8171.          2286.          3960.           496.         -1428.
  222     222        1          -8106.          2324.          3908.           494.         -1381.
  223     223        1          -8041.          2362.          3855.           493.         -1331.
  224     224        1          -7975.          2401.          3802.           491.         -1281.
  225     225        1          -7907.          2441.          3748.           489.         -1229.
  226     226        1          -7839.          2481.          3695.           488.         -1175.
  227     227        1          -7770.          2521.          3641.           486.         -1121.
  228     228        1          -7700.          2563.          3587.           485.         -1065.
  229     229        1          -7629.          2605.          3533.           483.         -1008.
  230     230        1          -7557.          2647.          3479.           482.          -949.
  231     231        1          -7485.          2690.          3425.           480.          -890.
  232     232        1          -7412.          2734.          3370.           479.          -829.
  233     233        1          -7338.          2778.          3316.           477.          -767.
  234     234        1          -7263.          2822.          3261.           476.          -703.
  235     235        1          -7187.          2867.          3207.           475.          -639.
  236     236        1          -7111.          2913.          3152.           474.          -573.
  237     237        1          -7035.          2959.          3097.           472.          -506.
  238     238        1          -6957.          3005.          3042.           471.          -438.
  239     239        1          -6879.          3052.          2988.           470.          -369.
  240     240        1          -6800.          3100.          2933.           469.          -299.
  241     241        1          -6721.          3147.          2878.           468.          -228.
  242     242        1          -6641.          3195.          2824.           467.          -155.
  243     243        1          -6561.          3244.          2769.           466.           -82.
  244     244        1          -6480.          3293.          2715.           465.            -7.
  245     245        1          -6399.          3342.          2660.           465.            68.
  246     246        1          -6317.          3392.          2606.           464.           145.
  247     247        1          -6235.          3442.          2552.           464.           222.
  248     248        1          -6152.          3492.          2498.           463.           300.
  249     249        1          -6069.          3542.          2444.           463.           379.
  250     250        1          -5986.          3593.          2390.           463.           459.
  251     251        1          -5902.          3644.          2336.           463.           540.
  252     252        1          -5818.          3695.          2283.           463.           622.
  253     253        1          -5734.          3747.          2230.           463.           705.
  254     254        1          -5650.          3798.          2177.           463.           788.
  255     255        1          -5565.          3850.          2124.           463.           872.
  256     256        1          -5480.          3902.          2072.           463.           957.
  257     257        1          -5395.          3954.          2020.           464.          1043.
  258     258        1          -5309.          4006.          1968.           465.          1129.
  259     259        1          -5224.          4058.          1916.           465.          1216.
  260     260        1          -5138.          4111.          1865.           466.          1304.
  261     261        1          -5053.          4163.          1814.           467.          1392.
  262     262        1          -4967.          4216.          1763.           468.          1480.
  263     263        1          -4881.          4268.          1713.           470.          1570.
  264     264        1          -4796.          4321.          1663.           471.          1660.
  265     265        1          -4710.          4374.          1614.           473.          1750.
  266     266        1          -4624.          4426.          1564.           474.          1841.
  267     267        1          -4539.          4479.          1516.           476.          1932.
  268     268        1          -4453.          4531.          1467.           478.          2023.
  269     269        1          -4368.          4583.          1419.           480.          2115.
  270     270        1          -4283.          4636.          1372.           483.          2207.
  271     271        1          -4198.          4688.          1325.           485.          2300.
  272     272        1          -4113.          4740.          1278.           488.          2393.
  273     273        1          -4028.          4792.          1232.           490.          2486.
  274     274        1          -3944.          4843.          1186.           493.          2579.
  275     275        1          -3860.          4895.          1141.           496.          2672.
  276     276        1          -3776.          4946.          1096.           500.          2766.
  277     277        1          -3692.          4997.          1052.           503.          2860.
  278     278        1          -3609.          5048.          1009.           506.          2954.
  279     279        1          -3526.          5098.           965.           510.          3047.
  280     280        1          -3444.          5148.           923.           514.          3141.
  281     281        1          -3362.          5198.           881.           518.          3235.
  282     282        1          -3280.          5248.           839.           522.          3329.
  283     283        1          -3199.          5297.           798.           527.          3423.
  284     284        1          -3119.          5346.           758.           531.          3516.
  285     285        1          -3039.          5394.           718.           536.          3610.
  286     286        1          -2959.          5442.           679.           541.          3703.
  287     287        1          -2880.          5490.           641.           546.          3796.
  288     288        1          -2802.          5537.           603.           551.          3889.
  289     289        1          -2724.          5584.           565.           556.          3981.
  290     290        1          -2647.          5630.           529.           562.          4074.
  291     291        1          -2571.          5676.           493.           568.          4165.
  292     292        1          -2495.          5721.           457.           574.          4257.
  293     293        1          -2420.          5765.           422.           580.          4348.
  294     294        1          -2345.          5810.           388.           586.          4439.
  295     295        1          -2272.          5853.           355.           592.          4529.
  296     296        1          -2199.          5896.           322.           599.          4618.
  297     297        1          -2127.          5938.           290.           606.          4707.
  298     298        1          -2056.          5980.           259.           612.          4796.
  299     299        1          -1985.          6021.           228.           620.          4884.
  300     300        1          -1916.          6062.           198.           627.          4971.
  301     301        1          -1847.          6101.           169.           634.          5057.
  302     302        1          -1779.          6140.           140.           642.          5143.
  303     303        1          -1712.          6179.           112.           650.          5228.
  304     304        1          -1646.          6216.            85.           658.          5312.
  305     305        1          -1581.          6253.            58.           666.          5396.
  306     306        1          -1517.          6289.            33.           674.          5478.
  307     307        1          -1454.          6324.             8.           682.          5560.
  308     308        1          -1392.          6359.           -17.           691.          5641.
  309     309        1          -1331.          6393.           -40.           699.          5721.
  310     310        1          -1271.          6425.           -63.           708.          5800.
  311     311        1          -1212.          6458.           -85.           717.          5877.
  312     312        1          -1154.          6489.          -107.           727.          5954.
  313     313        1          -1098.          6519.          -127.           736.          6030.
  314     314        1          -1042.          6548.          -147.           745.          6105.
  315     315        1           -988.          6577.          -166.           755.          6178.
  316     316        1           -934.          6604.          -185.           765.          6250.
  317     317        1           -882.          6631.          -202.           775.          6321.
  318     318        1           -831.          6657.          -219.           785.          6391.
  319     319        1           -781.          6682.          -235.           795.          6460.
  320     320        1           -733.          6705.          -251.           805.          6527.
  321     321        1           -685.          6728.          -265.           815.          6593.
  322     322        1           -639.          6750.          -279.           826.          6658.
  323     323        1           -594.          6771.          -292.           837.          6721.
  324     324        1           -551.          6791.          -305.           847.          6783.
  325     325        1           -508.          6809.          -316.           858.          6843.
  326     326        1           -467.          6827.          -327.           869.          6902.
  327     327        1           -428.          6844.          -337.           881.          6960.
  328     328        1           -389.          6859.          -346.           892.          7016.
  329     329        1           -352.          6874.          -355.           903.          7070.
  330     330        1           -316.          6887.          -363.           914.          7123.
  331     331        1           -282.          6900.          -370.           926.          7174.
  332     332        1           -249.          6911.          -376.           938.          7224.
  333     333        1           -217.          6921.          -382.           949.          7272.
  334     334        1           -187.          6930.          -387.           961.          7318.
  335     335        1           -158.          6938.          -391.           973.          7362.
  336     336        1           -130.          6945.          -394.           985.          7405.
  337     337        1           -104.          6950.          -397.           997.          7446.
  338     338        1            -80.          6955.          -399.          1009.          7486.
  339     339        1            -56.          6958.          -400.          1021.          7523.
  340     340        1            -34.          6960.          -400.          1033.          7559.
  341     341        1            -14.          6961.          -400.          1046.          7593.
  342     342        1             -0.          6961.          -399.          1058.          7620.
  343     343        1             -0.          6960.          -397.          1070.          7633.
  344     344        1             -0.          6958.          -394.          1083.          7647.
  345     345        1             -0.          6955.          -391.          1096.          7660.
  346     346        1             -0.          6951.          -386.          1108.          7673.
  347     347        1             -0.          6946.          -381.          1121.          7686.
  348     348        1             -0.          6939.          -375.          1134.          7699.
  349     349        1             -0.          6932.          -368.          1147.          7711.
  350     350        1             -0.          6924.          -361.          1160.          7723.
  351     351        1             -0.          6914.          -352.          1173.          7735.
  352     352        1             -0.          6903.          -344.          1186.          7746.
  353     353        1             -0.          6891.          -334.          1199.          7756.
  354     354        1             -0.          6878.          -324.          1212.          7766.
  355     355        1             -0.          6863.          -313.          1225.          7775.
  356     356        1             -0.          6847.          -302.          1238.          7783.
  357     357        1             -0.          6830.          -290.          1251.          7791.
  358     358        1             -0.          6811.          -278.          1264.          7797.
  359     359        1             -0.          6791.          -265.          1277.          7803.
  360     360        1             -0.          6770.          -251.          1289.          7808.
  361     361        1             -0.          6747.          -237.          1302.          7812.
  362     362        1             -0.          6723.          -223.          1314.          7814.
  363     363        1             -0.          6697.          -208.          1327.          7816.
  364     364        1             -0.          6670.          -193.          1339.          7816.
  365     365        1             -0.          6642.          -177.          1351.          7816.
  366       1        2             -0.          6612.          -161.          1363.          7814.
  367       2        2             -0.          6581.          -144.          1374.          7811.
  368       3        2            -14.          6548.          -127.          1386.          7793.
  369       4        2            -34.          6514.          -110.          1397.          7768.
  370       5        2            -56.          6479.           -91.          1409.          7740.
  371       6        2            -80.          6443.           -73.          1420.          7711.
  372       7        2           -104.          6406.           -54.          1431.          7679.
  373       8        2           -130.          6367.           -34.          1442.          7645.
  374       9        2           -158.          6328.           -14.          1453.          7609.
  375      10        2           -187.          6287.             7.          1464.          7571.
  376      11        2           -217.          6245.            28.          1475.          7531.
  377      12        2           -249.          6202.            50.          1486.          7488.
  378      13        2           -282.          6158.            72.          1496.          7444.
  379      14        2           -316.          6112.            95.          1507.          7397.
  380      15        2           -352.          6066.           118.          1517.          7348.
  381      16        2           -389.          6018.           141.          1527.          7297.
  382      17        2           -428.          5970.           165.          1537.          7243.
  383      18        2           -467.          5920.           189.          1546.          7188.
  384      19        2           -508.          5869.           214.          1556.          7130.
  385      20        2           -551.          5817.           239.          1565.          7071.
  386      21        2           -594.          5764.           264.          1575.          7009.
  387      22        2           -639.          5710.           290.          1584.          6945.
  388      23        2           -685.          5655.           316.          1593.          6878.
  389      24        2           -733.          5599.           343.          1601.          6810.
  390      25        2           -781.          5542.           370.          1610.          6740.
  391      26        2           -831.          5484.           397.          1618.          6667.
  392      27        2           -882.          5425.           424.          1626.          6593.
  393      28        2           -934.          5365.           452.          1634.          6516.
  394      29        2           -988.          5304.           480.          1641.          6437.
  395      30        2          -1042.          5242.           508.          1649.          6357.
  396      31        2          -1098.          5179.           537.          1656.          6274.
  397      32        2          -1154.          5115.           566.          1663.          6189.
  398      33        2          -1212.          5050.           595.          1670.          6102.
  399      34        2          -1271.          4984.           624.          1676.          6013.
  400      35        2          -1331.          4918.           654.          1682.          5923.
  401      36        2          -1392.          4851.           683.          1688.          5830.
  402      37        2          -1454.          4782.           713.          1694.          5735.
  403      38        2          -1517.          4713.           744.          1699.          5639.
  404      39        2          -1581.          4643.           774.          1704.          5540.
  405      40        2          -1646.          4573.           804.          1709.          5440.
  406      41        2          -1712.          4501.           835.          1714.          5338.
  407      42        2          -1779.          4429.           866.          1718.          5234.
  408      43        2          -1847.          4356.           897.          1723.          5128.
  409      44        2          -1916.          4282.           928.          1726.          5021.
  410      45        2          -1985.          4208.           959.          1730.          4911.
  411      46        2          -2056.          4133.           990.          1733.          4800.
  412      47        2          -2127.          4057.          1021.          1736.          4688.
  413      48        2          -2199.          3981.          1053.          1739.          4573.
  414      49        2          -2272.          3904.          1084.          1741.          4457.
  415      50        2          -2345.          3826.          1115.          1743.          4339.
  416      51        2          -2420.          3748.          1147.          1745.          4220.
  417      52        2          -2495.          3669.          1178.          1746.          4099.
  418      53        2          -2571.          3590.          1210.          1747.          3977.
  419      54        2          -2647.          3510.          1242.          1748.          3853.
  420      55        2          -2724.          3430.          1273.          1749.          3727.
  421      56        2          -2802.          3349.          1305.          1749.          3601.
  422      57        2          -2880.          3267.          1336.          1749.          3472.
  423      58        2          -2959.          3186.          1368.          1748.          3343.
  424      59        2          -3039.          3104.          1399.          1748.          3212.
  425      60        2          -3119.          3021.          1430.          1747.          3079.
  426      61        2          -3199.          2938.          1462.          1745.          2946.
  427      62        2          -3280.          2855.          1493.          1743.          2811.
  428      63        2          -3362.          2771.          1524.          1741.          2675.
  429      64        2          -3444.          2687.          1555.          1739.          2537.
  430      65        2          -3526.          2603.          1586.          1736.          2399.
  431      66        2          -3609.          2519.          1617.          1733.          2259.
  432      67        2          -3692.          2434.          1647.          1730.          2119.
  433      68        2          -3776.          2349.          1678.          1726.          1977.
  434      69        2          -3860.          2264.          1708.          1722.          1834.
  435      70        2          -3944.          2179.          1738.          1718.          1691.
  436      71        2          -4028.          2093.          1768.          1713.          1546.
  437      72        2          -4113.          2008.          1798.          1708.          1401.
  438      73        2          -4198.          1922.          1828.          1702.          1255.
  439      74        2          -4283.          1837.          1857.          1697.          1108.
  440      75        2          -4368.          1751.          1886.          1691.           960.
  441      76        2          -4453.          1665.          1915.          1684.           811.
  442      77        2          -4539.          1579.          1944.          1677.           662.
  443      78        2          -4624.          1494.          1973.          1670.           512.
  444      79        2          -4710.          1408.          2001.          1663.           362.
  445      80        2          -4796.          1322.          2029.          1655.           211.
  446      81        2          -4881.          1237.          2057.          1647.            59.
  447      82        2          -4967.          1152.          2084.          1639.           -93.
  448      83        2          -5053.          1066.          2111.          1630.          -245.
  449      84        2          -5138.           982.          2138.          1621.          -398.
  450      85        2          -5224.           897.          2165.          1612.          -551.
  451      86        2          -5309.           812.          2191.          1602.          -704.
  452      87        2          -5395.           728.          2217.          1592.          -858.
  453      88        2          -5480.           644.          2243.          1582.         -1012.
  454      89        2          -5565.           560.          2268.          1571.         -1166.
  455      90        2          -5650.           477.          2293.          1560.         -1320.
  456      91        2          -5734.           394.          2317.          1549.         -1474.
  457      92        2          -5818.           311.          2342.          1537.         -1628.
  458      93        2          -5902.           229.          2366.          1525.         -1783.
  459      94        2          -5986.           147.          2389.          1513.         -1937.
  460      95        2          -6069.            66.          2412.          1501.         -2091.
  461      96        2          -6152.           -15.          2435.          1488.         -2244.
  462      97        2          -6235.           -96.          2458.          1475.         -2398.
  463      98        2          -6317.          -176.          2480.          1462.         -2551.
  464      99        2          -6399.          -255.          2501.          1448.         -2705.
  465     100        2          -6480.          -334.          2522.          1434.         -2857.
  466     101        2          -6561.          -412.          2543.          1420.         -3010.
  467     102        2          -6641.          -489.          2564.          1406.         -3161.
  468     103        2          -6721.          -566.          2584.          1391.         -3313.
  469     104        2          -6800.          -643.          2603.          1376.         -3464.
  470     105        2          -6879.          -718.          2622.          1361.         -3614.
  471     106        2          -6957.          -793.          2641.          1345.         -3764.
  472     107        2          -7035.          -867.          2659.          1330.         -3913.
  473     108        2          -7111.          -940.          2677.          1314.         -4061.
  474     109        2          -7187.         -1013.          2694.          1298.         -4208.
  475     110        2          -7263.         -1084.          2711.          1281.         -4355.
  476     111        2          -7338.         -1155.          2728.          1265.         -4501.
  477     112        2          -7412.         -1225.          2744.          1248.         -4646.
  478     113        2          -7485.         -1294.          2759.          1231.         -4789.
  479     114        2          -7557.         -1363.          2774.          1214.         -4932.
  480     115        2          -7629.         -1430.          2789.          1196.         -5074.
  481     116        2          -7700.         -1496.          2803.          1178.         -5215.
  482     117        2          -7770.         -1562.          2816.          1161.         -5355.
  483     118        2          -7839.         -1626.          2829.          1143.         -5493.
  484     119        2          -7907.         -1690.          2842.          1124.         -5630.
  485     120        2          -7975.          -691.          3576.           111.         -4978.
  486     121        2          -8041.            44.          4129.           143.         -3725.
  487     122        2          -8106.           566.          4536.           169.         -2835.
  488     123        2          -8171.           940.          4841.           191.         -2200.
  489     124        2          -8235.          1208.          5073.           209.         -1744.
  490     125        2          -8297.          1402.          5253.           225.         -1417.
  491     126        2          -8359.          1541.          5395.           239.         -1184.
  492     127        2          -8419.          1640.          5508.           251.         -1020.
  493     128        2          -8479.          1709.          5600.           263.          -906.
  494     129        2          -8537.          1757.          5676.           273.          -830.
  495     130        2          -8594.          1789.          5739.           283.          -782.
  496     131        2          -8650.          1809.          5793.           292.          -756.
  497     132        2          -8705.          1819.          5839.           301.          -746.
  498     133        2          -8759.          1822.          5879.           310.          -748.
  499     134        2          -8812.          1820.          5914.           318.          -760.
  500     135        2          -8864.          1813.          5945.           326.          -780.
  501     136        2          -8914.          1804.          5972.           333.          -805.
  502     137        2          -8963.          1792.          5996.           341.          -834.
  503     138        2          -9011.          1778.          6018.           348.          -867.
  504     139        2          -9058.          1764.          6037.           355.          -902.
  505     140        2          -9103.          1748.          6054.           362.          -939.
  506     141        2          -9148.          1731.          6070.           368.          -978.
  507     142        2          -9191.          1714.          6083.           375.         -1018.
  508     143        2          -9232.          1697.          6095.           381.         -1059.
  509     144        2          -9273.          1680.          6106.           387.         -1100.
  510     145        2          -9312.          1663.          6115.           394.         -1141.
  511     146        2          -9349.          1645.          6122.           399.         -1182.
  512     147        2          -9386.          1628.          6128.           405.         -1224.
