 Day of  Day of
 sim.     year         Qrad         Qslur2air     Qslur2floor      Qslur2wall       Qout
   87     209          -9688.          1563.          5374.           664.         -2087.
   88     210          -9677.          1704.          5318.           665.         -1990.
   89     211          -9665.          1846.          5261.           667.         -1892.
   90     212          -9653.          1989.          5203.           668.         -1793.
   91     213          -9640.          2132.          5144.           670.         -1694.
   92     214          -9626.          2275.          5085.           672.         -1594.
   93     215          -9611.          2419.          5025.           673.         -1493.
   94     216          -9595.          2564.          4964.           675.         -1392.
   95     217          -9578.          2708.          4902.           677.         -1291.
   96     218          -9561.          2853.          4840.           679.         -1188.
   97     219          -9543.          2999.          4777.           682.         -1086.
   98     220          -9524.          3144.          4713.           684.          -983.
   99     221          -9504.          3290.          4648.           686.          -880.
  100     222          -9483.          3436.          4583.           688.          -776.
  101     223          -9462.          3582.          4517.           691.          -672.
  102     224          -9440.          3728.          4451.           693.          -568.
  103     225          -9417.          3874.          4384.           696.          -463.
  104     226          -9393.          4019.          4316.           699.          -359.
  105     227          -9369.          4165.          4248.           701.          -254.
  106     228          -9343.          4311.          4179.           704.          -149.
  107     229          -9317.          4456.          4110.           707.           -44.
  108     230          -9291.          4602.          4040.           710.            61.
  109     231          -9263.          4747.          3970.           713.           167.
  110     232          -9235.          4891.          3899.           716.           272.
  111     233          -9206.          5035.          3828.           719.           377.
  112     234          -9176.          5179.          3756.           723.           482.
  113     235          -9146.          5323.          3684.           726.           587.
  114     236          -9115.          5466.          3612.           729.           691.
  115     237          -9084.          5608.          3539.           733.           796.
  116     238          -9051.          5750.          3465.           736.           900.
  117     239          -9018.          5891.          3392.           740.          1004.
  118     240          -8985.          6031.          3318.           743.          1108.
  119     241          -8950.          6171.          3244.           747.          1211.
  120     242          -8915.          6310.          3169.           750.          1315.
  121     243          -8880.          6448.          3095.           754.          1417.
  122     244          -8844.          6586.          3020.           758.          1520.
  123     245          -8807.          6722.          2945.           762.          1622.
  124     246          -8770.          6858.          2869.           766.          1723.
  125     247          -8732.          6992.          2794.           770.          1824.
  126     248          -8693.          7126.          2718.           773.          1925.
  127     249          -8654.          7259.          2643.           777.          2024.
  128     250          -8615.          7390.          2567.           782.          2124.
  129     251          -8575.          7521.          2491.           786.          2222.
  130     252          -8534.          7650.          2415.           790.          2320.
  131     253          -8493.          7778.          2339.           794.          2418.
  132     254          -8451.          7905.          2263.           798.          2514.
  133     255          -8409.          8030.          2187.           802.          2610.
  134     256          -8367.          8154.          2111.           807.          2705.
  135     257          -8324.          8277.          2035.           811.          2800.
  136     258          -8280.          8399.          1959.           815.          2893.
  137     259          -8236.          8519.          1884.           820.          2986.
  138     260          -8192.          8637.          1808.           824.          3078.
  139     261          -8147.          8754.          1733.           828.          3168.
  140     262          -8102.          8870.          1658.           833.          3258.
  141     263          -8057.          8984.          1583.           837.          3347.
  142     264          -8011.          9096.          1508.           842.          3435.
  143     265          -7965.          9207.          1433.           846.          3522.
  144     266          -7918.          9316.          1359.           851.          3608.
  145     267          -7871.          9424.          1285.           856.          3693.
  146     268          -7824.          9529.          1211.           860.          3777.
  147     269          -7777.          9633.          1138.           865.          3859.
  148     270          -7729.          9735.          1065.           869.          3941.
  149     271          -7681.          9836.           992.           874.          4021.
  150     272          -7633.          9934.           920.           879.          4100.
  151     273          -7584.         10031.           848.           883.          4178.
  152     274          -7535.         10126.           777.           888.          4255.
  153     275          -7486.         10218.           706.           893.          4330.
  154     276          -7437.         10309.           635.           897.          4404.
  155     277          -7388.         10398.           565.           902.          4477.
  156     278          -7338.         10485.           496.           907.          4549.
  157     279          -7289.         10569.           427.           911.          4619.
  158     280          -7239.         10652.           359.           916.          4688.
  159     281          -7189.         10733.           291.           921.          4755.
  160     282          -7139.         10811.           224.           925.          4821.
  161     283          -7089.         10888.           157.           930.          4886.
  162     284          -7039.         10962.            91.           935.          4949.
  163     285          -6989.         11034.            26.           940.          5011.
  164     286          -6938.         11104.           -39.           944.          5071.
  165     287          -6888.         11171.          -103.           949.          5129.
  166     288          -6838.         11236.          -166.           954.          5187.
  167     289          -6787.         11300.          -228.           958.          5242.
  168     290          -6737.         11360.          -290.           963.          5296.
  169     291          -6687.         11419.          -351.           967.          5349.
  170     292          -6636.         11475.          -411.           972.          5400.
  171     293          -6586.         11529.          -470.           977.          5449.
  172     294          -6536.         11580.          -529.           981.          5497.
  173     295          -6486.         11629.          -587.           986.          5543.
  174     296          -6436.         11676.          -643.           990.          5587.
  175     297          -6386.         11720.          -699.           995.          5630.
  176     298          -6336.         11762.          -754.           999.          5671.
  177     299          -6287.         11802.          -808.          1004.          5711.
  178     300          -6237.         11839.          -862.          1008.          5748.
  179     301          -6188.         11874.          -914.          1013.          5784.
  180     302          -6139.         11906.          -965.          1017.          5819.
  181     303          -6090.         11936.         -1015.          1021.          5851.
  182     304          -6042.         11963.         -1065.          1026.          5882.
  183     305          -5993.         11988.         -1113.          1030.          5911.
  184     306          -5945.         12010.         -1160.          1034.          5939.
  185     307          -5897.         12030.         -1207.          1038.          5964.
  186     308          -5850.         12047.         -1252.          1043.          5988.
  187     309          -5802.         12062.         -1296.          1047.          6010.
  188     310          -5755.         12074.         -1339.          1051.          6030.
  189     311          -5709.         12084.         -1381.          1055.          6049.
  190     312          -5662.         12091.         -1422.          1059.          6066.
  191     313          -5616.         12096.         -1462.          1063.          6080.
  192     314          -5570.         12098.         -1501.          1067.          6094.
  193     315          -5525.         12098.         -1538.          1071.          6105.
  194     316          -5480.         12095.         -1575.          1075.          6114.
  195     317          -5436.         12089.         -1610.          1078.          6122.
  196     318          -5392.         12082.         -1644.          1082.          6128.
  197     319          -5348.         12071.         -1677.          1086.          6132.
  198     320          -5305.         12058.         -1709.          1090.          6134.
  199     321          -5262.         12043.         -1740.          1093.          6135.
  200     322          -5220.         12025.         -1769.          1097.          6133.
  201     323          -5178.         12005.         -1797.          1100.          6130.
  202     324          -5136.         11982.         -1824.          1104.          6125.
  203     325          -5096.         11956.         -1850.          1107.          6118.
  204     326          -5055.         11928.         -1874.          1110.          6109.
  205     327          -5015.         11898.         -1898.          1114.          6099.
  206     328          -4976.         11865.         -1920.          1117.          6087.
  207     329          -4937.         11830.         -1940.          1120.          6073.
  208     330          -4899.         11792.         -1960.          1123.          6057.
  209     331          -4862.         11752.         -1978.          1126.          6039.
  210     332          -4825.         11710.         -1995.          1129.          6020.
  211     333          -4788.         11665.         -2011.          1132.          5998.
  212     334          -4752.         11618.         -2025.          1135.          5975.
  213     335          -4717.         11568.         -2038.          1138.          5951.
  214     336          -4682.         11516.         -2050.          1140.          5924.
  215     337          -4648.         11461.         -2060.          1143.          5896.
  216     338          -4615.         11405.         -2070.          1146.          5866.
  217     339          -4583.         11346.         -2078.          1148.          5834.
  218     340          -4551.         11284.         -2084.          1151.          5800.
  219     341          -4519.         11221.         -2090.          1153.          5765.
  220     342          -4489.         11155.         -2094.          1155.          5728.
  221     343          -4459.         11087.         -2096.          1158.          5689.
  222     344          -4429.         11016.         -2098.          1160.          5649.
  223     345          -4401.         10944.         -2098.          1162.          5607.
  224     346          -4373.         10869.         -2097.          1164.          5563.
  225     347          -4346.         10792.         -2094.          1166.          5518.
  226     348          -4320.         10713.         -2090.          1168.          5471.
  227     349          -4294.         10632.         -2085.          1170.          5422.
  228     350          -4269.         10549.         -2079.          1171.          5372.
  229     351          -4245.         10464.         -2071.          1173.          5320.
  230     352          -4222.         10376.         -2062.          1174.          5267.
  231     353          -4199.         10287.         -2052.          1176.          5212.
  232     354          -4177.         10196.         -2040.          1177.          5156.
  233     355          -4156.         10102.         -2027.          1179.          5098.
  234     356          -4136.         10007.         -2013.          1180.          5038.
  235     357          -4117.          9910.         -1997.          1181.          4977.
  236     358          -4098.          9811.         -1981.          1182.          4915.
  237     359          -4080.          9710.         -1962.          1183.          4851.
  238     360          -4063.          9608.         -1943.          1184.          4786.
  239     361          -4047.          9503.         -1923.          1185.          4719.
  240     362          -4032.          9397.         -1901.          1186.          4651.
  241     363          -4017.          9289.         -1878.          1187.          4581.
  242     364          -4004.          9180.         -1853.          1187.          4510.
  243     365          -3991.          9069.         -1828.          1188.          4438.
  244       1          -3979.          8956.         -1801.          1188.          4364.
  245       2          -3967.          8841.         -1773.          1189.          4289.
  246       3          -3957.          8725.         -1744.          1189.          4213.
  247       4          -3948.          8608.         -1714.          1189.          4136.
  248       5          -3939.          8489.         -1682.          1189.          4057.
  249       6          -3931.          8368.         -1649.          1189.          3977.
  250       7          -3924.          8247.         -1615.          1189.          3897.
  251       8          -3918.          8123.         -1580.          1189.          3814.
  252       9          -3913.          7999.         -1544.          1189.          3731.
  253      10          -3909.          7873.         -1506.          1189.          3647.
  254      11          -3905.          7746.         -1468.          1189.          3561.
  255      12          -3903.          7618.         -1428.          1188.          3475.
  256      13          -3901.          7488.         -1387.          1188.          3387.
  257      14          -3900.          7357.         -1346.          1187.          3299.
  258      15          -3900.          7225.         -1303.          1186.          3209.
  259      16          -3901.          7093.         -1259.          1186.          3119.
  260      17          -3903.          6959.         -1213.          1185.          3027.
  261      18          -3905.          6824.         -1167.          1184.          2935.
  262      19          -3909.          6688.         -1120.          1183.          2842.
  263      20          -3913.          6551.         -1072.          1182.          2748.
  264      21          -3918.          6413.         -1023.          1181.          2653.
  265      22          -3924.          6275.          -973.          1180.          2557.
  266      23          -3931.          6135.          -921.          1178.          2461.
  267      24          -3939.          5995.          -869.          1177.          2364.
  268      25          -3948.          5855.          -816.          1175.          2266.
  269      26          -3957.          5713.          -762.          1174.          2168.
  270      27          -3967.          5571.          -707.          1172.          2069.
  271      28          -3979.          5428.          -652.          1171.          1969.
  272      29          -3991.          5285.          -595.          1169.          1869.
  273      30          -4004.          5142.          -537.          1167.          1768.
  274      31          -4017.          4997.          -479.          1165.          1666.
  275      32          -4032.          4853.          -420.          1163.          1564.
  276      33          -4047.          4708.          -360.          1161.          1462.
  277      34          -4063.          4563.          -299.          1159.          1359.
  278      35          -4080.          4417.          -237.          1157.          1256.
  279      36          -4098.          4271.          -175.          1155.          1153.
  280      37          -4117.          4125.          -112.          1152.          1049.
  281      38          -4136.          3979.           -48.          1150.           945.
  282      39          -4156.          3833.            16.          1147.           840.
  283      40          -4177.          3686.            81.          1145.           735.
  284      41          -4199.          3540.           147.          1142.           630.
  285      42          -4222.          3394.           214.          1140.           525.
  286      43          -4245.          3247.           281.          1137.           420.
  287      44          -4269.          3101.           348.          1134.           315.
  288      45          -4294.          2955.           417.          1131.           209.
  289      46          -4320.          2809.           486.          1128.           103.
  290      47          -4346.          2664.           555.          1125.            -2.
  291      48          -4373.          2518.           625.          1122.          -108.
  292      49          -4401.          2373.           695.          1119.          -213.
  293      50          -4429.          2229.           766.          1116.          -319.
  294      51          -4459.          2084.           838.          1113.          -424.
  295      52          -4489.          1940.           909.          1109.          -530.
  296      53          -4519.          1797.           982.          1106.          -635.
  297      54          -4551.          1654.          1054.          1103.          -740.
  298      55          -4583.          1512.          1127.          1099.          -844.
  299      56          -4615.          1370.          1200.          1096.          -949.
  300      57          -4648.          1229.          1274.          1092.         -1053.
  301      58          -4682.          1089.          1348.          1088.         -1157.
  302      59          -4717.           950.          1422.          1085.         -1260.
  303      60          -4752.           811.          1497.          1081.         -1364.
  304      61          -4788.           673.          1571.          1077.         -1466.
  305      62          -4825.           536.          1646.          1073.         -1569.
  306      63          -4862.           400.          1722.          1070.         -1670.
  307      64          -4899.           265.          1797.          1066.         -1772.
  308      65          -4937.           131.          1872.          1062.         -1873.
  309      66          -4976.            -3.          1948.          1058.         -1973.
  310      67          -5015.          -135.          2024.          1054.         -2073.
  311      68          -5055.          -266.          2100.          1050.         -2172.
  312      69          -5096.          -396.          2176.          1045.         -2270.
  313      70          -5136.          -524.          2251.          1041.         -2368.
  314      71          -5178.          -652.          2327.          1037.         -2465.
  315      72          -5220.          -778.          2403.          1033.         -2561.
  316      73          -5262.          -903.          2479.          1029.         -2657.
  317      74          -5305.         -1026.          2555.          1024.         -2752.
  318      75          -5348.         -1148.          2631.          1020.         -2846.
  319      76          -5392.         -1269.          2707.          1016.         -2939.
  320      77          -5436.         -1389.          2782.          1011.         -3031.
  321      78          -5480.         -1506.          2858.          1007.         -3122.
  322      79          -5525.         -1623.          2933.          1002.         -3213.
  323      80          -5570.         -1738.          3008.           998.         -3302.
  324      81          -5616.         -1851.          3083.           993.         -3391.
  325      82          -5662.         -1963.          3158.           989.         -3478.
  326      83          -5709.         -2072.          3232.           984.         -3565.
  327      84          -5755.         -2181.          3306.           980.         -3650.
  328      85          -5802.         -2287.          3380.           975.         -3735.
  329      86          -5850.         -2392.          3454.           971.         -3818.
  330      87          -5897.         -2495.          3527.           966.         -3900.
  331      88          -5945.         -2597.          3600.           961.         -3981.
  332      89          -5993.         -2696.          3672.           957.         -4061.
  333      90          -6042.         -2794.          3744.           952.         -4139.
  334      91          -6090.         -2889.          3816.           947.         -4216.
  335      92          -6139.         -2983.          3887.           943.         -4293.
  336      93          -6188.         -3075.          3958.           938.         -4367.
  337      94          -6237.         -3165.          4028.           933.         -4441.
  338      95          -6287.         -3252.          4098.           929.         -4513.
  339      96          -6336.         -3338.          4167.           924.         -4584.
  340      97          -6386.         -3422.          4235.           919.         -4653.
  341      98          -6436.         -3504.          4303.           914.         -4721.
  342      99          -6486.         -3583.          4371.           910.         -4788.
  343     100          -6536.         -3661.          4438.           905.         -4854.
  344     101          -6586.         -3736.          4504.           900.         -4917.
  345     102          -6636.         -3809.          4570.           896.         -4980.
  346     103          -6687.         -3880.          4635.           891.         -5041.
  347     104          -6737.         -3949.          4699.           886.         -5100.
  348     105          -6787.         -4015.          4762.           882.         -5158.
  349     106          -6838.         -4079.          4825.           877.         -5215.
  350     107          -6888.         -4141.          4887.           872.         -5269.
  351     108          -6938.         -4201.          4949.           868.         -5323.
  352     109          -6989.         -4258.          5009.           863.         -5374.
  353     110          -7039.         -4313.          5069.           859.         -5424.
  354     111          -7089.         -4366.          5128.           854.         -5473.
  355     112          -7139.         -4416.          5186.           849.         -5520.
  356     113          -7189.         -4464.          5243.           845.         -5565.
  357     114          -7239.         -4510.          5299.           840.         -5609.
  358     115          -7289.         -4553.          5355.           836.         -5651.
  359     116          -7338.         -4593.          5409.           831.         -5691.
  360     117          -7388.         -4632.          5463.           827.         -5730.
  361     118          -7437.         -4668.          5516.           822.         -5766.
  362     119          -7486.         -4701.          5568.           818.         -5802.
  363     120          -7535.         -4732.          5618.           814.         -5835.
  364     121          -7584.         -4760.          5668.           809.         -5867.
  365     122          -7633.         -4786.          5717.           805.         -5897.
  366     123          -7681.         -4810.          5765.           801.         -5925.
  367     124          -7729.         -4831.          5812.           797.         -5952.
  368     125          -7777.         -4849.          5857.           792.         -5976.
  369     126          -7824.         -4866.          5902.           788.         -5999.
  370     127          -7871.         -4879.          5946.           784.         -6020.
  371     128          -7918.         -4890.          5988.           780.         -6040.
  372     129          -7965.         -4899.          6030.           776.         -6057.
  373     130          -8011.         -4905.          6070.           772.         -6073.
  374     131          -8057.         -4908.          6110.           768.         -6087.
  375     132          -8102.         -4909.          6148.           764.         -6099.
  376     133          -8147.         -4907.          6185.           760.         -6110.
  377     134          -8192.         -4903.          6221.           756.         -6118.
  378     135          -8236.         -4897.          6255.           753.         -6125.
  379     136          -8280.         -4888.          6289.           749.         -6130.
  380     137          -8324.         -4876.          6321.           745.         -6133.
  381     138          -8367.         -4862.          6352.           741.         -6135.
  382     139          -8409.         -4845.          6382.           738.         -6134.
  383     140          -8451.         -4826.          6411.           734.         -6132.
  384     141          -8493.         -4804.          6439.           731.         -6128.
  385     142          -8534.         -4780.          6465.           727.         -6122.
  386     143          -8575.         -4754.          6490.           724.         -6114.
  387     144          -8615.         -4725.          6514.           721.         -6104.
  388     145          -8654.         -4693.          6537.           718.         -6093.
  389     146          -8693.         -4659.          6558.           714.         -6080.
  390     147          -8732.         -4623.          6578.           711.         -6065.
  391     148          -8770.         -4584.          6597.           708.         -6048.
  392     149          -8807.         -4542.          6615.           705.         -6030.
  393     150          -8844.         -4499.          6631.           702.         -6009.
  394     151          -8880.         -4452.          6646.           699.         -5987.
  395     152          -8915.         -4404.          6660.           697.         -5963.
  396     153          -8950.         -4353.          6672.           694.         -5937.
  397     154          -8985.         -4300.          6683.           691.         -5910.
  398     155          -9018.         -4244.          6693.           688.         -5881.
  399     156          -9051.         -4186.          6702.           686.         -5850.
  400     157          -9084.         -4126.          6709.           683.         -5817.
  401     158          -9115.         -4064.          6715.           681.         -5783.
  402     159          -9146.         -3999.          6720.           679.         -5747.
  403     160          -9176.         -3932.          6723.           676.         -5709.
  404     161          -9206.         -3863.          6725.           674.         -5669.
  405     162          -9235.         -3791.          6726.           672.         -5628.
  406     163          -9263.         -3718.          6725.           670.         -5585.
  407     164          -9291.         -3642.          6723.           668.         -5541.
  408     165          -9317.         -3564.          6720.           666.         -5495.
  409     166          -9343.         -3484.          6716.           664.         -5447.
  410     167          -9369.         -3402.          6710.           663.         -5398.
  411     168          -9393.         -3317.          6703.           661.         -5347.
  412     169          -9417.         -3231.          6695.           659.         -5294.
  413     170          -9440.         -3143.          6685.           658.         -5240.
  414     171          -9462.         -3052.          6674.           656.         -5184.
  415     172          -9483.         -2960.          6662.           655.         -5127.
  416     173          -9504.         -2866.          6648.           654.         -5068.
  417     174          -9524.         -2770.          6633.           652.         -5008.
  418     175          -9543.         -2672.          6617.           651.         -4946.
  419     176          -9561.         -2572.          6600.           650.         -4883.
  420     177          -9578.         -2470.          6581.           649.         -4818.
  421     178          -9595.         -2367.          6561.           648.         -4752.
  422     179          -9611.         -2261.          6540.           647.         -4685.
  423     180          -9626.         -2154.          6517.           647.         -4616.
  424     181          -9640.         -2046.          6494.           646.         -4546.
  425     182          -9653.         -1935.          6469.           645.         -4474.
  426     183          -9665.         -1823.          6443.           645.         -4401.
  427     184          -9677.         -1710.          6415.           644.         -4327.
  428     185          -9688.         -1594.          6387.           644.         -4252.
  429     186          -9698.         -1478.          6357.           644.         -4175.
  430     187          -9707.         -1359.          6326.           644.         -4097.
  431     188          -9715.         -1240.          6294.           644.         -4018.
  432     189          -9722.         -1119.          6260.           644.         -3937.
  433     190          -9729.          -996.          6226.           644.         -3856.
  434     191          -9734.          -872.          6190.           644.         -3773.
  435     192          -9739.          -747.          6153.           644.         -3689.
  436     193          -9743.          -621.          6115.           644.         -3604.
  437     194          -9746.          -493.          6076.           645.         -3518.
  438     195          -9748.          -364.          6036.           645.         -3431.
  439     196          -9750.          -234.          5995.           646.         -3343.
  440     197          -9750.          -102.          5952.           646.         -3254.
  441     198          -9750.            30.          5909.           647.         -3164.
  442     199          -9748.           163.          5864.           648.         -3073.
  443     200          -9746.           298.          5818.           649.         -2981.
  444     201          -9743.           433.          5772.           649.         -2889.
  445     202          -9739.           570.          5724.           650.         -2795.
  446     203          -9734.           707.          5675.           652.         -2701.
  447     204          -9729.           845.          5626.           653.         -2605.
  448     205          -9722.           984.          5575.           654.         -2509.
  449     206          -9715.          1124.          5523.           655.         -2413.
  450     207          -9707.          1264.          5471.           657.         -2315.
  451     208          -9698.          1405.          5417.           658.         -2217.
  452     209          -9688.          1547.          5363.           660.         -2118.
  453     210          -9677.          1689.          5308.           661.         -2019.
  454     211          -9665.          1832.          5251.           663.         -1919.
  455     212          -9653.          1976.          5194.           665.         -1818.
  456     213          -9640.          2120.          5136.           667.         -1717.
  457     214          -9626.          2264.          5078.           669.         -1615.
  458     215          -9611.          2409.          5018.           671.         -1513.
  459     216          -9595.          2554.          4958.           673.         -1411.
  460     217          -9578.          2699.          4896.           675.         -1308.
  461     218          -9561.          2845.          4834.           677.         -1204.
  462     219          -9543.          2991.          4772.           679.         -1101.
  463     220          -9524.          3137.          4708.           682.          -997.
  464     221          -9504.          3283.          4644.           684.          -892.
  465     222          -9483.          3430.          4579.           687.          -788.
  466     223          -9462.          3576.          4514.           689.          -683.
  467     224          -9440.          3722.          4448.           692.          -578.
  468     225          -9417.          3869.          4381.           695.          -473.
  469     226          -9393.          4015.          4313.           697.          -367.
  470     227          -9369.          4161.          4245.           700.          -262.
  471     228          -9343.          4307.          4177.           703.          -156.
  472     229          -9317.          4453.          4108.           706.           -51.
  473     230          -9291.          4598.          4038.           709.            55.
  474     231          -9263.          4743.          3968.           712.           161.
  475     232          -9235.          4888.          3897.           715.           266.
  476     233          -9206.          5033.          3826.           719.           372.
  477     234          -9176.          5177.          3755.           722.           477.
  478     235          -9146.          5320.          3683.           725.           582.
  479     236          -9115.          5463.          3610.           729.           687.
  480     237          -9084.          5606.          3537.           732.           792.
  481     238          -9051.          5748.          3464.           736.           897.
  482     239          -9018.          5889.          3391.           739.          1001.
  483     240          -8985.          6030.          3317.           743.          1105.
  484     241          -8950.          6170.          3243.           746.          1209.
  485     242          -8915.          6309.          3169.           750.          1312.
  486     243          -8880.          6447.          3094.           754.          1415.
  487     244          -8844.          6585.          3019.           758.          1517.
  488     245          -8807.          6721.          2944.           761.          1620.
  489     246          -8770.          6857.          2869.           765.          1721.
  490     247          -8732.          6992.          2793.           769.          1822.
  491     248          -8693.          7125.          2718.           773.          1923.
  492     249          -8654.          7258.          2642.           777.          2023.
  493     250          -8615.          7389.          2566.           781.          2122.
  494     251          -8575.          7520.          2490.           785.          2221.
  495     252          -8534.          7649.          2414.           790.          2319.
  496     253          -8493.          7777.          2339.           794.          2417.
  497     254          -8451.          7904.          2263.           798.          2513.
  498     255          -8409.          8030.          2187.           802.          2609.
  499     256          -8367.          8154.          2111.           807.          2704.
  500     257          -8324.          8277.          2035.           811.          2799.
  501     258          -8280.          8398.          1959.           815.          2892.
  502     259          -8236.          8518.          1884.           820.          2985.
  503     260          -8192.          8637.          1808.           824.          3077.
  504     261          -8147.          8754.          1733.           828.          3168.
  505     262          -8102.          8870.          1657.           833.          3258.
  506     263          -8057.          8984.          1582.           837.          3347.
  507     264          -8011.          9096.          1508.           842.          3435.
  508     265          -7965.          9207.          1433.           846.          3522.
  509     266          -7918.          9316.          1359.           851.          3608.
  510     267          -7871.          9423.          1285.           856.          3693.
  511     268          -7824.          9529.          1211.           860.          3776.
  512     269          -7777.          9633.          1138.           865.          3859.
  513     270          -7729.          9735.          1065.           869.          3940.
  514     271          -7681.          9836.           992.           874.          4021.
  515     272          -7633.          9934.           920.           879.          4100.
  516     273          -7584.         10031.           848.           883.          4178.
  517     274          -7535.         10125.           777.           888.          4255.
  518     275          -7486.         10218.           706.           893.          4330.
  519     276          -7437.         10309.           635.           897.          4404.
  520     277          -7388.         10398.           565.           902.          4477.
  521     278          -7338.         10485.           496.           907.          4549.
  522     279          -7289.         10569.           427.           911.          4619.
  523     280          -7239.         10652.           358.           916.          4688.
  524     281          -7189.         10733.           291.           921.          4755.
  525     282          -7139.         10811.           223.           925.          4821.
  526     283          -7089.         10888.           157.           930.          4886.
  527     284          -7039.         10962.            91.           935.          4949.
  528     285          -6989.         11034.            26.           940.          5010.
  529     286          -6938.         11104.           -39.           944.          5071.
  530     287          -6888.         11171.          -103.           949.          5129.
  531     288          -6838.         11236.          -166.           954.          5186.
  532     289          -6787.         11300.          -228.           958.          5242.
  533     290          -6737.         11360.          -290.           963.          5296.
