 Day of  Day of Year 
 sim.     year               Qrad         Qslur2air     Qslur2floor      Qslur2dwall      Qslur2uwall           Qfeed       Qout       Qoutave     HH   HHadj
  274     274        1          -1644.          3594.          1003.             0.           278.           849.          4080.          4140.      14687930.      14687930.
  275     275        1           -662.          5000.          1381.             0.           390.           794.          6902.          7004.      24848514.      24848514.
  276     276        1          -1828.          3517.           982.             0.           277.           763.          3710.          3764.      13356092.      13356092.
  277     277        1           -800.          3838.          1068.             0.           304.           723.          5133.          5207.      18478654.      18478654.
  278     278        1           -159.          2754.           777.             0.           220.           689.          4280.          4341.      15408200.      15408200.
  279     279        1          -1880.          2315.           659.             0.           186.           673.          1952.          1980.       7027861.       7027861.
  280     280        1           -310.          3452.           964.             0.           280.           635.          5020.          5091.      18072550.      18072550.
  281     281        1          -1235.          3188.           893.             0.           261.           606.          3713.          3765.      13367079.      13367079.
  282     282        1          -1126.          4122.          1144.             0.           340.           567.          5047.          5118.      18170528.      18170528.
  283     283        1          -1176.          5833.          1604.             0.           484.           513.          7258.          7359.      26129714.      26129714.
  284     284        1           -505.          7451.          2039.             0.           623.           438.         10046.         10184.      36164776.      36164776.
  285     285        1          -1644.          8209.          2243.             0.           692.           364.          9864.          9998.      35510200.      35510200.
  286     286        1           -674.          8503.          2322.             0.           722.           282.         11155.         11305.      40156240.      40156240.
  287     287        1           -897.          9373.          2556.             0.           801.           193.         12027.         12188.      43296664.      43296664.
  288     288        1           -987.          9036.          2466.             0.           778.           110.         11403.         11556.      41052092.      41052092.
  289     289        1          -1073.          8661.          2365.             0.           751.            32.         10735.         10877.      38646168.      38646168.
  290     290        1           -925.          9396.          2562.             0.           821.           -53.         11801.         11957.      42484720.      42484720.
  291     291        1          -1518.          8318.          2272.             0.           732.          -123.          9681.          9807.      34850832.      34850832.
  292     292        1          -1182.         12380.          3364.             0.          1097.          -231.         15428.         15629.      55541964.      55541964.
  293     293        1          -1644.         12851.          3491.             0.          1147.          -341.         15504.         15704.      55815084.      55815084.
  294     294        1           -568.         13427.          3646.             0.          1207.          -461.         17251.         17472.      62102580.      62102580.
  295     295        1           -402.          5554.          1529.             0.           503.          -510.          6673.          6758.      24024336.      24024336.
  296     296        1           -314.          3340.           934.             0.           304.          -537.          3727.          3774.      13417049.      13417049.
  297     297        1           -756.         10209.          2781.             0.           937.          -621.         12550.         12708.      45180972.      45180972.
  298     298        1           -164.         12776.          3471.             0.          1180.          -732.         16531.         16737.      59510792.      59510792.
  299     299        1           -278.          5541.          1526.             0.           515.          -779.          6525.          6605.      23488298.      23488298.
  300     300        1           -535.          2896.           815.             0.           271.          -798.          2650.          2682.       9538341.       9538341.
  301     301        1           -323.          3993.          1110.             0.           376.          -827.          4329.          4382.      15584657.      15584657.
  302     302        1           -383.          5578.          1536.             0.           529.          -869.          6391.          6469.      23007010.      23007010.
  303     303        1           -926.          7719.          2112.             0.           737.          -925.          8716.          8821.      31377480.      31377480.
  304     304        1           -466.         11431.          3109.             0.          1099.         -1017.         14156.         14327.      50963124.      50963124.
  305     305        1           -273.          7616.          2084.             0.           737.         -1077.          9086.          9195.      32710042.      32710042.
  306     306        1           -183.          3341.           935.             0.           325.         -1100.          3318.          3357.      11944898.      11944898.
  307     307        1           -153.           -50.            23.            -0.            -5.         -1093.         -1278.         -1293.      -4600425.      -4600425.
  308     308        1           -597.          2971.           835.             0.           293.         -1108.          2395.          2423.       8621621.       8621621.
  309     309        1           -721.          7106.          1947.             0.           705.         -1156.          7881.          7973.      28372682.      28372682.
  310     310        1           -918.          5463.          1505.             0.           545.         -1191.          5405.          5468.      19458534.      19458534.
  311     311        1           -781.          4605.          1274.             0.           463.         -1218.          4343.          4393.      15633097.      15633097.
  312     312        1           -240.          4543.          1258.             0.           459.         -1248.          4773.          4828.      17182434.      17182434.
  313     313        1           -611.          6182.          1698.             0.           629.         -1288.          6610.          6686.      23797298.      23797298.
  314     314        1           -674.          7296.          1998.             0.           747.         -1337.          8029.          8120.      28904176.      28904176.
  315     315        1           -135.          8256.          2256.             0.           850.         -1397.          9831.          9942.      35391368.      35391368.
  316     316        1           -113.          6051.          1663.             0.           627.         -1439.          6788.          6864.      24437320.      24437320.
  317     317        1            -46.          6734.          1847.             0.           702.         -1486.          7751.          7837.      27902036.      27902036.
  318     318        1           -224.          5365.          1479.             0.           562.         -1520.          5661.          5724.      20380958.      20380958.
  319     319        1           -179.          4876.          1347.             0.           514.         -1550.          5008.          5064.      18030418.      18030418.
  320     320        1           -214.          4188.          1162.             0.           444.         -1574.          4006.          4050.      14422549.      14422549.
  321     321        1            -90.          1784.           516.             0.           190.         -1580.           821.           830.       2956169.       2956169.
  322     322        1           -305.          3104.           871.             0.           333.         -1593.          2409.          2435.       8670857.       8670857.
  323     323        1           -144.            78.            57.             0.             8.         -1664.         -1664.         -1653.      -5990235.      -5990235.
  324     324        1           -129.          5624.          1548.             0.           611.         -1697.          5957.          6021.      21444988.      21444988.
  325     325        1           -659.         11948.          3248.             0.          1305.         -1776.         14066.         14215.      50636164.      50636164.
  326     326        1            -55.          9439.          2574.             0.          1037.         -1841.         11154.         11272.      40154324.      40154324.
  327     327        1           -521.          5692.          1567.             0.           629.         -1873.          5493.          5551.      19776084.      19776084.
  328     328        1           -607.          8354.          2282.             0.           928.         -1924.          9034.          9128.      32521264.      32521264.
  329     329        1           -111.          8884.          2425.             0.           992.         -1981.         10209.         10316.      36752980.      36752980.
  330     330        1            -71.          3486.           973.             0.           392.         -1998.          2782.          2811.      10014420.      10014420.
  331     331        1           -181.          5722.          1574.             0.           646.         -2029.          5732.          5791.      20634986.      20634986.
  332     332        1           -557.         11840.          3220.             0.          1345.         -2104.         13744.         13885.      49478436.      49478436.
  333     333        1           -186.         10378.          2826.             0.          1185.         -2170.         12033.         12156.      43318052.      43318052.
  334     334        1            -87.         11816.          3213.             0.          1357.         -2247.         14051.         14194.      50585208.      50585208.
  335     335        1            -65.         11197.          3046.             0.          1293.         -2319.         13152.         13285.      47347184.      47347184.
  336     336        1           -105.          8608.          2350.             0.           999.         -2371.          9482.          9577.      34134948.      34134948.
  337     337        1            -88.          8713.          2379.             0.          1017.         -2422.          9598.          9694.      34552584.      34552584.
  338     338        1            -24.          7608.          2082.             0.           893.         -2466.          8092.          8173.      29131108.      29131108.
  339     339        1            -49.          6701.          1838.             0.           790.         -2503.          6778.          6845.      24401936.      24401936.
  340     340        1            -67.          4111.          1141.             0.           487.         -2520.          3153.          3184.      11350271.      11350271.
  341     341        1            -26.          2738.           772.             0.           326.         -2527.          1283.          1296.       4620310.       4620310.
  342     342        1            -42.          5092.          1405.             0.           610.         -2550.          4515.          4559.      16253946.      16253946.
  343     343        1            -23.          7002.          1919.             0.           843.         -2587.          7153.          7222.      25750808.      25750808.
  344     344        1           -100.          7716.          2111.             0.           934.         -2628.          8032.          8110.      28916460.      28916460.
  345     345        1            -33.          7740.          2117.             0.           942.         -2670.          8096.          8173.      29144214.      29144214.
  346     346        1            -27.          7865.          2151.             0.           962.         -2713.          8237.          8316.      29654114.      29654114.
  347     347        1            -26.          5160.          1424.             0.           634.         -2736.          4456.          4499.      16042665.      16042665.
  348     348        1            -50.          6743.          1849.             0.           833.         -2769.          6606.          6669.      23781384.      23781384.
  349     349        1            -88.          8578.          2342.             0.          1065.         -2815.          9083.          9169.      32699176.      32699176.
  350     350        1            -58.          3822.          1064.             0.           477.         -2829.          2476.          2499.       8914328.       8914328.
  351     351        1            -65.          4367.          1210.             0.           548.         -2845.          3215.          3245.      11574640.      11574640.
  352     352        1            -45.          5893.          1621.             0.           743.         -2871.          5341.          5391.      19227694.      19227694.
  353     353        1            -66.          4519.          1251.             0.           573.         -2888.          3389.          3421.      12201747.      12201747.
  354     354        1            -80.          3065.           860.             0.           390.         -2895.          1341.          1354.       4828915.       4828915.
  355     355        1            -80.          3472.           970.             0.           444.         -2904.          1901.          1919.       6843889.       6843889.
  356     356        1            -75.          2893.           814.             0.           372.         -2910.          1094.          1104.       3936868.       3936868.
  357     357        1            -74.          4622.          1279.             0.           597.         -2926.          3498.          3529.      12591610.      12591610.
  358     358        1           -238.          6089.          1673.             0.           790.         -2952.          5362.          5411.      19304922.      19304922.
  359     359        1           -476.         10869.          2958.             0.          1418.         -3007.         11761.         11867.      42340048.      42340048.
  360     360        1           -116.          9669.          2636.             0.          1267.         -3057.         10397.         10491.      37430812.      37430812.
  361     361        1            -55.         12228.          3324.             0.          1610.         -3123.         13983.         14108.      50338656.      50338656.
  362     362        1            -36.          5350.          1475.             0.           708.         -3146.          4350.          4389.      15659907.      15659907.
  363     363        1            -18.          5137.          1417.             0.           683.         -3165.          4055.          4091.      14597478.      14597478.
  364     364        1            -34.          4638.          1283.             0.           619.         -3181.          3326.          3356.      11975108.      11975108.
  365     365        1            -72.          7068.          1936.             0.           948.         -3211.          6669.          6727.      24007450.      24007450.
  366       1        2           -114.          8292.          2266.             0.          1118.         -3250.          8311.          8384.      29920082.      29920082.
  367       2        2           -154.          7717.          2111.             0.          1045.         -3285.          7435.          7499.      26764542.      26764542.
  368       3        2            -80.          9034.          2465.             0.          1229.         -3327.          9321.          9402.      33555636.      33555636.
  369       4        2            -63.          8321.          2273.             0.          1137.         -3366.          8302.          8374.      29888410.      29888410.
  370       5        2           -540.          8672.          2368.             0.          1191.         -3403.          8287.          8358.      29833860.      29833860.
  371       6        2           -102.          9904.          2699.             0.          1366.         -3451.         10416.         10505.      37498976.      37498976.
  372       7        2            -77.          8678.          2369.             0.          1202.         -3490.          8683.          8757.      31257458.      31257458.
  373       8        2           -107.          8043.          2199.             0.          1119.         -3525.          7729.          7795.      27824872.      27824872.
  374       9        2           -295.         10058.          2740.             0.          1406.         -3571.         10338.         10425.      37215400.      37215400.
  375      10        2           -104.          9220.          2515.             0.          1295.         -3613.          9314.          9392.      33529058.      33529058.
  376      11        2           -133.          9506.          2592.             0.          1341.         -3656.          9650.          9730.      34738472.      34738472.
  377      12        2           -398.         10712.          2916.             0.          1517.         -3705.         11042.         11134.      39752240.      39752240.
  378      13        2           -148.         10770.          2932.             0.          1532.         -3755.         11331.         11426.      40792844.      40792844.
  379      14        2           -113.         11789.          3206.             0.          1685.         -3810.         12755.         12861.      45919660.      45919660.
  380      15        2           -188.         17412.          4717.             0.          2499.         -3899.         20541.         20711.      73948864.      73948864.
  381      16        2           -145.         10930.          2975.             0.          1576.         -3950.         11385.         11479.      40986844.      40986844.
  382      17        2            -83.          9967.          2716.             0.          1443.         -3994.         10049.         10131.      36176528.      36176528.
  383      18        2            -98.          8496.          2320.             0.          1235.         -4028.          7925.          7989.      28529616.      28529616.
  384      19        2           -179.          8267.          2259.             0.          1207.         -4061.          7492.          7553.      26972324.      26972324.
  385      20        2           -140.          6346.          1742.             0.           931.         -4082.          4797.          4836.      17268612.      17268612.
  386      21        2           -172.          4624.          1279.             0.           681.         -4092.          2319.          2338.       8349078.       8349078.
  387      22        2           -103.          4663.          1290.             0.           690.         -4102.          2437.          2456.       8772945.       8772945.
  388      23        2           -490.          3603.          1005.             0.           535.         -4105.           548.           553.       1974437.       1974437.
  389      24        2           -576.          8507.          2323.             0.          1269.         -4135.          7388.          7447.      26597630.      26597630.
  390      25        2           -108.          7492.          2050.             0.          1122.         -4162.          6395.          6445.      23021244.      23021244.
  391      26        2           -161.          9978.          2719.             0.          1501.         -4202.          9834.          9912.      35403152.      35403152.
  392      27        2           -216.         13581.          3687.             0.          2051.         -4263.         14841.         14957.      53426212.      53426212.
  393      28        2           -144.         11270.          3066.             0.          1709.         -4312.         11590.         11681.      41723572.      41723572.
  394      29        2           -304.         10492.          2857.             0.          1598.         -4354.         10289.         10369.      37040284.      37040284.
  395      30        2           -419.         18211.          4932.             0.          2784.         -4439.         21069.         21233.      75849736.      75849736.
  396      31        2           -811.         20241.          5478.             0.          3108.         -4535.         23482.         23663.      84533632.      84533632.
  397      32        2           -821.         16939.          4590.             0.          2611.         -4612.         18708.         18852.      67347296.      67347296.
  398      33        2           -136.         12890.          3502.             0.          1995.         -4668.         13583.         13687.      48897112.      48897112.
  399      34        2           -312.         12538.          3407.             0.          1948.         -4720.         12862.         12960.      46302020.      46302020.
  400      35        2           -500.         14708.          3990.             0.          2295.         -4782.         15711.         15830.      56558016.      56558016.
  401      36        2           -616.         16133.          4374.             0.          2527.         -4852.         17565.         17699.      63234744.      63234744.
  402      37        2           -687.         15589.          4227.             0.          2452.         -4919.         16662.         16788.      59981780.      59981780.
  403      38        2           -542.         19260.          5214.             0.          3041.         -5006.         21968.         22133.      79083072.      79083072.
  404      39        2           -862.         17580.          4763.             0.          2787.         -5082.         19185.         19329.      69065640.      69065640.
  405      40        2          -1492.         21839.          5908.             0.          3476.         -5178.         24553.         24737.      88389704.      88389704.
  406      41        2           -290.         19828.          5367.             0.          3168.         -5268.         22805.         22975.      82097536.      82097536.
  407      42        2           -442.         18443.          4995.             0.          2958.         -5349.         20605.         20758.      74177672.      74177672.
  408      43        2           -849.         15474.          4196.             0.          2492.         -5411.         15902.         16020.      57246648.      57246648.
  409      44        2          -1760.         13139.          3569.             0.          2124.         -5457.         11614.         11700.      41811468.      41811468.
  410      45        2           -792.          8157.          2229.             0.          1324.         -5479.          5439.          5479.      19579720.      19579720.
  411      46        2          -1473.         14214.          3858.             0.          2315.         -5530.         13385.         13483.      48184788.      48184788.
  412      47        2           -585.         13661.          3709.             0.          2234.         -5581.         13438.         13536.      48375420.      48375420.
  413      48        2           -493.          8161.          2230.             0.          1339.         -5604.          5633.          5674.      20279322.      20279322.
  414      49        2           -749.          8439.          2305.             0.          1390.         -5626.          5760.          5802.      20737662.      20737662.
  415      50        2           -524.           340.           128.             0.            56.         -6979.         -6979.         -6754.     -25123304.     -25123304.
  416      51        2           -369.         -1406.          -342.            -0.          -233.         -6945.         -9295.         -9362.     -33461354.     -33461354.
  417      52        2           -726.         -2605.          -664.            -0.          -434.         -6903.        -11331.        -11413.     -40792920.     -40792920.
  418      53        2           -310.         -1297.          -312.            -0.          -217.         -6869.         -9005.         -9070.     -32418622.     -32418622.
  419      54        2           -205.         -1499.          -367.            -0.          -252.         -6834.         -9157.         -9223.     -32966178.     -32966178.
  420      55        2           -336.         -4296.         -1119.            -0.          -724.         -6786.        -13261.        -13355.     -47739120.     -47739120.
  421      56        2           -257.         -7565.         -1998.            -0.         -1279.         -6720.        -17820.        -17946.     -64150560.     -64150560.
  422      57        2          -1794.         -4530.         -1182.            -0.          -769.         -6665.        -14940.        -15045.     -53782396.     -53782396.
  423      58        2          -1299.          -800.          -179.            -0.          -136.         -6630.         -9045.         -9108.     -32560776.     -32560776.
  424      59        2          -1742.         -2203.          -556.            -0.          -377.         -6589.        -11467.        -11547.     -41280388.     -41280388.
  425      60        2          -1406.          1079.           326.             0.             0.         -5282.         -5282.         -5480.     -19013678.     -19013678.
  426      61        2          -1984.          1534.           449.             0.             1.         -5059.         -5059.         -5093.     -18211102.     -18211102.
  427      62        2          -2018.          1561.           456.             0.             2.         -5401.         -5401.         -5349.     -19442998.     -19442998.
  428      63        2          -1568.          1205.           360.             0.             2.         -7200.         -7200.         -6926.     -25918592.     -25918592.
  429      64        2          -1984.          3405.           952.             0.             9.         -7292.         -4910.         -5169.     -17675066.             0.
  430      65        2           -737.           315.           121.             0.             1.         -6338.         -6638.         -8825.     -23896808.     -23896808.
  431      66        2          -1225.           934.           287.             0.             3.         -7059.         -7059.         -6942.     -25410916.     -25410916.
  432      67        2          -2380.          1841.           531.             0.             8.         -6834.         -6834.         -6939.     -24602086.     -24602086.
  433      68        2           -688.          1784.           516.             0.             9.         -7292.         -5671.         -5788.     -20417218.             0.
  434      69        2           -619.          5443.          1499.             0.            31.         -7292.          -938.          -938.      -3378066.             0.
  435      70        2           -690.          1672.           486.             0.            10.         -7292.         -5813.         -5898.     -20927170.             0.
  436      71        2           -630.          -847.          -191.            -0.            -6.         -6857.         -8530.         -9640.     -30709586.     -30709586.
  437      72        2          -1163.          -653.          -139.            -0.            -5.         -6108.         -8068.         -9309.     -29043762.     -29043762.
  438      73        2           -837.           627.           205.             0.             5.         -6116.         -6116.         -6111.     -22017744.     -22017744.
  439      74        2          -2036.          1458.           428.             0.            13.         -5678.         -5815.         -6577.     -20933378.     -20933378.
  440      75        2          -1863.          1429.           420.             0.            13.         -6141.         -6141.         -6067.     -22105820.     -22105820.
  441      76        2          -1232.           935.           288.             0.             9.         -7022.         -7022.         -6887.     -25278218.     -25278218.
  442      77        2          -1480.          1429.           420.             0.            15.         -7292.         -6907.         -6932.     -24865440.             0.
  443      78        2          -2260.          2372.           674.             0.            27.         -7292.         -6479.         -6526.     -23325524.             0.
  444      79        2          -1639.         -1560.          -383.            -0.           -18.         -6752.        -10352.        -11339.     -37267360.     -37267360.
  445      80        2          -2467.         -1127.          -267.            -0.           -14.         -6213.        -10088.        -11003.     -36316524.     -36316524.
  446      81        2          -1932.          -901.          -206.            -0.           -12.         -5765.         -8815.         -9576.     -31735688.     -31735688.
  447      82        2          -3157.         -2445.          -621.            -0.           -34.         -5217.        -11473.        -12418.     -41303404.     -41303404.
  448      83        2          -1984.         -1938.          -485.            -0.           -28.         -4789.         -9223.         -9948.     -33201834.     -33201834.
  449      84        2          -3002.          -726.          -159.            -0.           -11.         -4422.         -8319.         -8946.     -29948650.     -29948650.
  450      85        2          -2104.             0.            36.             0.             0.         -4156.         -6224.         -6674.     -22408014.     -22408014.
  451      86        2          -2570.          -144.            -2.            -0.            -2.         -3890.         -6609.         -7068.     -23791136.     -23791136.
  452      87        2           -583.           425.           151.             0.             7.         -4924.         -4924.         -4764.     -17728144.     -17728144.
  453      88        2           -973.         -2710.          -692.            -0.           -47.         -4601.         -9023.         -9605.     -32483616.     -32483616.
  454      89        2          -1556.         -4480.         -1168.            -0.           -81.         -4190.        -11476.        -12189.     -41312384.     -41312384.
  455      90        2           -938.           701.           225.             0.            13.         -4097.         -4097.         -4180.     -14750177.     -14750177.
  456      91        2          -3381.          2596.           734.             0.            50.         -4321.         -4321.         -4286.     -15554250.     -15554250.
  457      92        2          -2053.          1565.           457.             0.            31.         -4743.         -4743.         -4678.     -17073426.     -17073426.
  458      93        2          -3433.           616.           202.             0.            13.         -4527.         -7130.         -7519.     -25667002.     -25667002.
  459      94        2          -3588.          -397.           -70.            -0.            -8.         -4274.         -8338.         -8779.     -30015696.     -30015696.
  460      95        2          -1863.          1415.           417.             0.            31.         -5587.         -5587.         -5384.     -20113686.     -20113686.
  461      96        2          -2950.           545.           183.             0.            12.         -5377.         -7587.         -7967.     -27313832.     -27313832.
  462      97        2          -2777.          1251.           373.             0.            29.         -5199.         -6323.         -6631.     -22764002.     -22764002.
  463      98        2          -3726.          2855.           804.             0.            68.         -5300.         -5300.         -5284.     -19081038.     -19081038.
  464      99        2          -1863.           323.           123.             0.             8.         -5134.         -6543.         -6845.     -23553574.     -23553574.
  465     100        2          -4209.           700.           224.             0.            17.         -4924.         -8191.         -8560.     -29489132.     -29489132.
  466     101        2          -2708.          1930.           555.             0.            49.         -4796.         -4969.         -5187.     -17888914.     -17888914.
  467     102        2          -1038.           774.           244.             0.            20.         -5482.         -5482.         -5375.     -19733780.     -19733780.
  468     103        2          -2536.          1722.           499.             0.            46.         -5352.         -5620.         -5855.     -20232638.     -20232638.
  469     104        2          -3588.          2740.           773.             0.            75.         -5302.         -5302.         -5336.     -19086588.     -19086588.
  470     105        2          -4071.          2017.           579.             0.            57.         -5158.         -6576.         -6839.     -23674204.     -23674204.
  471     106        2          -4502.           315.           121.             0.             9.         -4958.         -9016.         -9369.     -32457206.     -32457206.
  472     107        2          -4157.         -1229.          -294.            -0.           -36.         -4731.        -10447.        -10847.     -37608316.     -37608316.
  473     108        2          -4726.          -773.          -171.            -0.           -23.         -4512.        -10206.        -10589.     -36741584.     -36741584.
  474     109        2          -4675.          -109.             7.            -0.            -3.         -4321.         -9101.         -9436.     -32764928.     -32764928.
  475     110        2          -4675.          -594.          -123.            -0.           -19.         -4125.         -9536.         -9879.     -34329564.     -34329564.
  476     111        2          -3346.          -676.          -145.            -0.           -22.         -3960.         -8149.         -8437.     -29336978.     -29336978.
  477     112        2           -869.          5326.          1468.             0.           173.         -3993.          2104.          2177.       7574706.       7574706.
  478     113        2          -3174.          2410.           684.             0.            80.         -4425.         -4425.         -4358.     -15928560.     -15928560.
  479     114        2          -2156.          1628.           474.             0.            55.         -5597.         -5597.         -5416.     -20149698.     -20149698.
  480     115        2          -2087.          1574.           459.             0.            54.         -6057.         -6057.         -5986.     -21805214.     -21805214.
  481     116        2          -1880.          1046.           317.             0.            37.         -5944.         -6425.         -6632.     -23130574.     -23130574.
  482     117        2          -3950.           402.           144.             0.            14.         -5782.         -9172.         -9462.     -33019154.     -33019154.
  483     118        2          -3019.           193.            88.             0.             7.         -5634.         -8364.         -8624.     -30109926.     -30109926.
  484     119        2          -3157.           230.            98.             0.             8.         -5490.         -8310.         -8564.     -29914918.     -29914918.
  485     120        2          -4606.           613.           201.             0.            23.         -5335.         -9104.         -9377.     -32773608.     -32773608.
  486     121        2          -3036.           533.           180.             0.            20.         -5208.         -7511.         -7733.     -27040906.     -27040906.
  487     122        2          -3864.         -1531.          -375.            -0.           -59.         -5032.        -10861.        -11177.     -39100568.     -39100568.
  488     123        2          -3346.          -607.          -127.            -0.           -24.         -4885.         -8988.         -9246.     -32358228.     -32358228.
  489     124        2          -3605.         -1260.          -303.            -0.           -50.         -4727.         -9945.        -10226.     -35802540.     -35802540.
  490     125        2          -1166.           863.           268.             0.            35.         -5240.         -5240.         -5159.     -18862600.     -18862600.
  491     126        2          -1247.           924.           285.             0.            38.         -5341.         -5341.         -5326.     -19228954.     -19228954.
  492     127        2          -2294.          1040.           316.             0.            44.         -5252.         -6146.         -6312.     -22125490.     -22125490.
  493     128        2          -5037.         -1529.          -375.            -0.           -65.         -5074.        -12080.        -12400.     -43486412.     -43486412.
  494     129        2          -1828.         -1099.          -259.            -0.           -47.         -4951.         -8186.         -8400.     -29468088.     -29468088.
  495     130        2          -2001.         -7305.         -1928.            -0.          -319.         -4719.        -16272.        -16692.     -58577564.     -58577564.
  496     131        2          -4244.         -9615.         -2549.            -0.          -426.         -4417.        -21250.        -21791.     -76498496.     -76498496.
  497     132        2          -5434.         -9181.         -2432.            -0.          -413.         -4112.        -21572.        -22114.     -77659032.     -77659032.
  498     133        2          -5210.        -10546.         -2799.            -0.          -480.         -3794.        -22829.        -23395.     -82186080.     -82186080.
  499     134        2          -2915.         -5481.         -1437.            -0.          -253.         -3601.        -13687.        -14022.     -49273888.     -49273888.
  500     135        2          -1742.         -1833.          -456.            -0.           -86.         -3494.         -7611.         -7795.     -27401054.     -27401054.
  501     136        2          -2053.         -2876.          -737.            -0.          -136.         -3372.         -9174.         -9392.     -33026372.     -33026372.
  502     137        2          -2156.         -2632.          -671.            -0.          -126.         -3255.         -8841.         -9049.     -31828078.     -31828078.
  503     138        2          -4278.         -2937.          -753.            -0.          -143.         -3110.        -11222.        -11483.     -40400028.     -40400028.
  504     139        2          -4537.         -3624.          -938.            -0.          -179.         -2953.        -12231.        -12511.     -44030600.     -44030600.
  505     140        2          -5158.         -3299.          -851.            -0.          -165.         -2798.        -12269.        -12547.     -44170016.     -44170016.
  506     141        2          -3260.          -515.          -102.            -0.           -26.         -2712.         -6615.         -6763.     -23814298.     -23814298.
  507     142        2          -4364.         -1572.          -386.            -0.           -80.         -2601.         -9004.         -9203.     -32415616.     -32415616.
  508     143        2          -1794.          1331.           394.             0.            69.         -2730.         -2730.         -2709.      -9829335.      -9829335.
  509     144        2          -2087.           782.           246.             0.            41.         -2687.         -3705.         -3785.     -13338374.     -13338374.
  510     145        2          -3622.         -2141.          -539.            -0.          -114.         -2582.         -8999.         -9191.     -32396334.     -32396334.
  511     146        2           -618.           440.           154.             0.            24.         -2696.         -2696.         -2678.      -9706050.      -9706050.
  512     147        2           -745.          3030.           851.             0.           165.         -2703.           598.           610.       2152027.       2152027.
  513     148        2          -5468.         -1650.          -407.            -0.           -91.         -2590.        -10207.        -10417.     -36744944.     -36744944.
  514     149        2          -6158.         -2189.          -552.            -0.          -122.         -2460.        -11482.        -11716.     -41333572.     -41333572.
  515     150        2          -6106.          4784.          1322.             0.             0.          1614.          1614.           996.       5810496.       5810496.
  516     151        2          -3191.          2485.           704.             0.             2.           511.           511.          1486.       1841270.       1841270.
  517     152        2          -5503.          3544.           989.             0.             4.           728.          -238.          -519.       -856190.       -856190.
  518     153        2          -4571.          2263.           645.             0.             4.          1037.          -622.         -1066.      -2238821.      -2238821.
  519     154        2          -5520.          2455.           696.             0.             6.          1372.          -990.         -1494.      -3563513.      -3563513.
  520     155        2          -5365.          2360.           671.             0.             7.          1569.          -758.         -1058.      -2728662.      -2728662.
  521     156        2          -5900.          1198.           358.             0.             4.          2033.         -2306.         -3051.      -8300498.      -8300498.
  522     157        2          -5261.           985.           301.             0.             4.          2320.         -1652.         -2103.      -5945502.      -5945502.
  523     158        2          -4157.           874.           271.             0.             4.          2412.          -595.          -736.      -2143220.      -2143220.
  524     159        2          -2829.          2191.           625.             0.            12.          2218.          2218.          2476.       7983682.       7983682.
  525     160        2          -3795.          2948.           829.             0.            18.          2532.          2532.          2484.       9114954.       9114954.
  526     161        2          -5744.          1959.           563.             0.            13.          2592.          -616.          -720.      -2218128.      -2218128.
  527     162        2          -5002.          1113.           335.             0.             8.          2673.          -874.         -1008.      -3145184.      -3145184.
  528     163        2          -2553.          4033.          1121.             0.            33.          2275.          4908.          5603.      17668822.      17668822.
  529     164        2          -6038.          4697.          1299.             0.            41.          2204.          2204.          2243.       7935760.       7935760.
  530     165        2          -3864.          3758.          1047.             0.            35.          1997.          2973.          3335.      10701328.      10701328.
  531     166        2             -0.          5087.          1404.             0.            51.          1468.          8010.          8924.      28835784.      28835784.
  532     167        2          -5710.           157.            78.             0.             2.          1679.         -3793.         -4200.     -13655866.     -13655866.
