 Day of  Day of Year 
 sim.     year               Qrad         Qslur2air     Qslur2floor      Qslur2dwall      Qslur2uwall           Qfeed       Qout       Qoutave     HH   HHadj
   33      33        1           -136.         16817.          4557.             0.          2660.         -2346.         21551.         21707.      77585024.      77585024.
   34      34        1           -312.         16403.          4446.             0.          2603.         -2416.         20724.         20873.      74605160.      74605160.
   35      35        1           -500.         18511.          5013.             0.          2947.         -2493.         23478.         23647.      84520296.      84520296.
   36      36        1           -616.         19876.          5380.             0.          3175.         -2577.         25238.         25419.      90858120.      90858120.
   37      37        1           -687.         19273.          5218.             0.          3088.         -2657.         24235.         24409.      87247184.      87247184.
   38      38        1           -542.         22886.          6189.             0.          3679.         -2753.         29460.         29670.     106055568.     106055568.
   39      39        1           -862.         21149.          5722.             0.          3411.         -2840.         26580.         26769.      95686552.      95686552.
   40      40        1          -1492.         25353.          6852.             0.          4103.         -2944.         31872.         32098.     114737504.     114737504.
   41      41        1           -290.         23286.          6297.             0.          3780.         -3042.         30031.         30243.     108111240.     108111240.
   42      42        1           -442.         21846.          5909.             0.          3558.         -3132.         27740.         27935.      99862456.      99862456.
   43      43        1           -849.         18823.          5097.             0.          3076.         -3207.         22939.         23100.      82581296.      82581296.
   44      44        1          -1760.         16433.          4454.             0.          2694.         -3268.         18554.         18684.      66795988.      66795988.
   45      45        1           -792.         11398.          3101.             0.          1874.         -3308.         12273.         12359.      44183164.      44183164.
   46      46        1          -1473.         17403.          4715.             0.          2871.         -3371.         20144.         20285.      72519592.      72519592.
   47      47        1           -585.         16798.          4552.             0.          2780.         -3436.         20110.         20250.      72395784.      72395784.
   48      48        1           -493.         11247.          3060.             0.          1867.         -3476.         12205.         12289.      43936692.      43936692.
   49      49        1           -749.         11475.          3121.             0.          1911.         -3515.         12244.         12328.      44078036.      44078036.
   50      50        1           -524.          6156.          1691.             0.          1029.         -3531.          4821.          4854.      17355298.      17355298.
   51      51        1           -369.          4321.          1198.             0.           724.         -3538.          2335.          2351.       8407654.       8407654.
   52      52        1           -726.          3032.           851.             0.           510.         -3539.           128.           129.        460397.        460397.
   53      53        1           -310.          4251.          1179.             0.           717.         -3546.          2291.          2307.       8248384.       8248384.
   54      54        1           -205.          3962.          1102.             0.           670.         -3552.          1977.          1990.       7116550.       7116550.
   55      55        1           -336.           209.            92.             0.            35.         -3898.         -3898.         -3832.     -14032691.     -14032691.
   56      56        1           -257.         -3133.          -806.            -0.          -533.         -3872.         -8602.         -8661.     -30968610.     -30968610.
   57      57        1          -1794.          -169.            -9.            -0.           -29.         -3854.         -5855.         -5894.     -21076600.     -21076600.
   58      58        1          -1299.           877.           272.             0.           150.         -4910.         -4910.         -4709.     -17676892.     -17676892.
   59      59        1          -1742.          -559.          -114.            -0.           -96.         -4888.         -7400.         -7450.     -26639586.     -26639586.
   60      60        1          -1406.            46.            48.             0.             8.         -4869.         -6173.         -6215.     -22223760.     -22223760.
   61      61        1          -1984.            86.            59.             0.            15.         -4851.         -6675.         -6720.     -24030984.     -24030984.
   62      62        1          -2018.           860.           267.             0.           149.         -3664.         -4406.         -4434.     -15862431.     -15862431.
   63      63        1          -1568.          4250.          1179.             0.           738.         -3666.           933.           939.       3357674.       3357674.
   64      64        1          -1984.          6613.          1814.             0.          1151.         -3674.          3920.          3945.      14112174.      14112174.
   65      65        1           -737.           485.           167.             0.            85.         -3996.         -3996.         -3919.     -14385266.     -14385266.
   66      66        1          -1225.           823.           258.             0.           144.         -4542.         -4542.         -4412.     -16350613.     -16350613.
   67      67        1          -2380.          1298.           385.             0.           227.         -4531.         -5001.         -5032.     -18003226.     -18003226.
   68      68        1           -688.          1784.           516.             0.           313.         -4657.         -2732.         -2799.      -9835686.             0.
   69      69        1           -619.          5443.          1499.             0.           958.         -4657.          2624.          2624.       9447003.             0.
   70      70        1           -690.          1672.           486.             0.           295.         -4657.         -2894.         -2894.     -10416851.             0.
   71      71        1           -630.         -1753.          -435.            -0.          -310.         -4657.         -7785.         -7785.     -28026114.             0.
   72      72        1          -1163.         -3122.          -803.            -0.          -553.         -4657.        -10297.        -10297.     -37070540.             0.
   73      73        1           -837.         -1824.          -454.            -0.          -324.         -4657.         -8096.         -8096.     -29145790.             0.
   74      74        1          -2036.         -1905.          -476.            -0.          -339.         -4657.         -9413.         -9413.     -33886696.             0.
   75      75        1          -1863.          -971.          -225.            -0.          -173.         -4657.         -7889.         -7889.     -28399648.             0.
   76      76        1          -1232.           372.           136.             0.            67.         -4657.         -5314.         -5314.     -19129362.             0.
   77      77        1          -1480.          1429.           420.             0.           256.         -4657.         -4031.         -4031.     -14512295.             0.
   78      78        1          -2260.          2372.           674.             0.           426.         -4657.         -3445.         -3445.     -12402082.             0.
   79      79        1          -1639.         -2686.          -686.            -0.          -484.         -4657.        -10151.        -10151.     -36542656.             0.
   80      80        1          -2467.         -3375.          -871.            -0.          -609.         -4657.        -11979.        -11979.     -43123116.             0.
   81      81        1          -1932.         -4084.         -1062.            -0.          -739.         -4657.        -12474.        -12474.     -44905436.             0.
   82      82        1          -3157.         -6770.         -1784.            -0.         -1227.         -4657.        -17595.        -17595.     -63341156.             0.
   83      83        1          -1984.         -7155.         -1887.            -0.         -1300.         -4657.        -16983.        -16983.     -61139152.             0.
   84      84        1          -3002.         -6709.         -1768.            -0.         -1221.         -4657.        -17357.        -17357.     -62484060.             0.
   85      85        1          -2104.         -6537.         -1721.            -0.         -1193.         -4657.        -16212.        -16212.     -58364300.             0.
   86      86        1          -2570.         -7236.         -1909.            -0.         -1323.         -4657.        -17696.        -17696.     -63705080.             0.
   87      87        1           -583.         -4432.         -1155.            -0.          -812.         -4633.        -11616.        -11685.     -41816016.     -41816016.
   88      88        1           -973.         -8121.         -2147.            -0.         -1491.         -4596.        -17328.        -17432.     -62381664.     -62381664.
   89      89        1          -1556.        -10595.         -2812.            -0.         -1950.         -4549.        -21462.        -21590.     -77263912.     -77263912.
   90      90        1           -938.         -5511.         -1445.            -0.         -1016.         -4519.        -13430.        -13511.     -48349568.     -48349568.
   91      91        1          -3381.         -3062.          -787.            -0.          -566.         -4493.        -12289.        -12362.     -44239696.     -44239696.
   92      92        1          -2053.         -3136.          -807.            -0.          -581.         -4469.        -11045.        -11111.     -39761780.     -39761780.
   93      93        1          -3433.         -4435.         -1156.            -0.          -823.         -4438.        -14285.        -14370.     -51425888.     -51425888.
   94      94        1          -3588.         -5860.         -1539.            -0.         -1090.         -4403.        -16480.        -16578.     -59329380.     -59329380.
   95      95        1          -1863.         -1251.          -300.            -0.          -233.         -4385.         -8032.         -8079.     -28914150.     -28914150.
   96      96        1          -2950.         -2483.          -631.            -0.          -464.         -4362.        -10889.        -10954.     -39201548.     -39201548.
   97      97        1          -2777.         -2077.          -522.            -0.          -389.         -4340.        -10106.        -10166.     -36381700.     -36381700.
   98      98        1          -3726.          -205.           -19.            -0.           -38.         -4322.         -8310.         -8359.     -29917096.     -29917096.
   99      99        1          -1863.         -3011.          -773.            -0.          -566.         -4300.        -10513.        -10575.     -37846800.     -37846800.
  100     100        1          -4209.         -2983.          -766.            -0.          -562.         -4274.        -12795.        -12869.     -46060556.     -46060556.
  101     101        1          -2708.         -1923.          -481.            -0.          -136.            -0.         -5248.         -5311.     -18893162.     -18893162.
  102     102        1          -1038.         -1504.          -368.            -0.          -107.         -4962.         -7979.         -8099.     -28725374.     -28725374.
  103     103        1          -2536.          -672.          -145.            -0.           -48.         -4907.         -8307.         -8431.     -29906716.     -29906716.
  104     104        1          -3588.           384.           140.             0.            28.         -4854.         -7891.         -8008.     -28407166.     -28407166.
  105     105        1          -4071.          -469.           -90.            -0.           -34.         -4793.         -9457.         -9596.     -34043428.     -34043428.
  106     106        1          -4502.         -2367.          -600.            -0.          -173.         -4713.        -12355.        -12535.     -44476356.     -44476356.
  107     107        1          -4157.         -4129.         -1074.            -0.          -303.         -4621.        -14284.        -14492.     -51423760.     -51423760.
  108     108        1          -4726.         -3873.         -1005.            -0.          -286.         -4528.        -14418.        -14627.     -51905980.     -51905980.
  109     109        1          -4675.         -3368.          -869.            -0.          -251.         -4441.        -13603.        -13799.     -48971736.     -48971736.
  110     110        1          -4675.         -4008.         -1041.            -0.          -300.         -4349.        -14374.        -14579.     -51744672.     -51744672.
  111     111        1          -3346.         -4202.         -1093.            -0.          -317.         -4266.        -13224.        -13412.     -47606540.     -47606540.
  112     112        1           -869.           620.           203.             0.            47.         -4718.         -4718.         -4628.     -16984266.     -16984266.
  113     113        1          -3174.         -1241.          -297.            -0.           -95.         -4661.         -9468.         -9601.     -34084844.     -34084844.
  114     114        1          -2156.           527.           178.             0.            40.         -4623.         -6034.         -6118.     -21720718.     -21720718.
  115     115        1          -2087.          1512.           443.             0.           117.         -4594.         -4610.         -4674.     -16596654.     -16596654.
  116     116        1          -1880.           837.           261.             0.            65.         -4562.         -5278.         -5351.     -19001914.     -19001914.
  117     117        1          -3950.            -6.            35.            -0.            -0.         -4511.         -8433.         -8549.     -30360592.     -30360592.
  118     118        1          -3019.          -389.           -68.            -0.           -31.         -4463.         -7970.         -8079.     -28692628.     -28692628.
  119     119        1          -3157.          -516.          -103.            -0.           -41.         -4414.         -8230.         -8342.     -29628000.     -29628000.
  120     120        1          -4606.          -302.           -45.            -0.           -24.         -4358.         -9335.         -9461.     -33605188.     -33605188.
  121     121        1          -3036.          -514.          -102.            -0.           -41.         -4310.         -8004.         -8111.     -28812942.     -28812942.
  122     122        1          -3864.         -2757.          -705.            -0.          -222.         -4241.        -11789.        -11946.     -42440956.     -42440956.
  123     123        1          -3346.         -1973.          -494.            -0.          -160.         -4181.        -10154.        -10289.     -36555996.     -36555996.
  124     124        1          -3605.         -2772.          -709.            -0.          -226.         -4115.        -11427.        -11578.     -41138660.     -41138660.
  125     125        1          -1166.           498.           170.             0.            41.         -4087.         -4544.         -4604.     -16359752.     -16359752.
  126     126        1          -1247.           838.           261.             0.            69.         -4063.         -4142.         -4196.     -14910567.     -14910567.
  127     127        1          -2294.           848.           264.             0.            70.         -4034.         -5146.         -5212.     -18524548.     -18524548.
  128     128        1          -5037.         -1913.          -478.            -0.          -160.         -3969.        -11557.        -11706.     -41606596.     -41606596.
  129     129        1          -1828.         -1614.          -398.            -0.          -135.         -3962.         -7938.         -8040.     -28575780.     -28575780.
  130     130        1          -2001.         -8049.         -2128.            -0.          -679.         -3868.        -16724.        -16938.     -60207496.     -60207496.
  131     131        1          -4244.        -10645.         -2826.            -0.          -903.         -3743.        -22360.        -22644.     -80494952.     -80494952.
  132     132        1          -5434.        -10490.         -2784.            -0.          -895.         -3613.        -23215.        -23509.     -83574792.     -83574792.
  133     133        1          -5210.        -12134.         -3226.            -0.         -1041.         -3472.        -25083.        -25398.     -90297480.     -90297480.
  134     134        1          -2915.         -7222.         -1905.            -0.          -623.         -3381.        -16046.        -16247.     -57765868.     -57765868.
  135     135        1          -1742.         -3641.          -943.            -0.          -316.         -3324.         -9966.        -10090.     -35878872.     -35878872.
  136     136        1          -2053.         -4763.         -1244.            -0.          -415.         -3260.        -11735.        -11880.     -42246604.     -42246604.
  137     137        1          -2156.         -4590.         -1198.            -0.          -402.         -3197.        -11543.        -11685.     -41554076.     -41554076.
  138     138        1          -4278.         -4989.         -1305.            -0.          -440.         -3120.        -14132.        -14305.     -50874476.     -50874476.
  139     139        1          -4537.         -5775.         -1516.            -0.          -512.         -3037.        -15377.        -15565.     -55357968.     -55357968.
  140     140        1          -5158.         -5545.         -1455.            -0.          -494.         -2953.        -15605.        -15794.     -56176600.     -56176600.
  141     141        1          -3260.         -2791.          -714.            -0.          -250.         -2899.         -9915.        -10034.     -35693412.     -35693412.
  142     142        1          -4364.         -3898.         -1012.            -0.          -351.         -2833.        -12458.        -12608.     -44850508.     -44850508.
  143     143        1          -1794.          -643.          -137.            -0.           -58.         -2803.         -5435.         -5499.     -19564256.     -19564256.
  144     144        1          -2087.         -1189.          -283.            -0.          -108.         -2769.         -6437.         -6514.     -23173386.     -23173386.
  145     145        1          -3622.         -4163.         -1083.            -0.          -381.         -2707.        -11956.        -12098.     -43042120.     -43042120.
  146     146        1           -618.         -1270.          -305.            -0.          -117.         -2680.         -4989.         -5048.     -17960266.     -17960266.
  147     147        1           -745.           521.           176.             0.            48.         -2977.         -2977.         -2919.     -10718470.     -10718470.
  148     148        1          -5468.         -4204.         -1094.            -0.          -391.         -2908.        -14065.        -14228.     -50632388.     -50632388.
  149     149        1          -6158.         -4798.         -1254.            -0.          -448.         -2828.        -15486.        -15666.     -55750184.     -55750184.
  150     150        1          -6106.         -6080.         -1598.            -0.          -571.         -2741.        -17097.        -17294.     -61547464.     -61547464.
  151     151        1          -3191.         -5885.         -1546.            -0.          -555.         -2670.        -13848.        -14007.     -49851636.     -49851636.
  152     152        1          -5503.         -5070.         -1327.            -0.          -481.         -2595.        -14975.        -15146.     -53910676.     -53910676.
  153     153        1          -4571.         -6772.         -1784.            -0.          -645.         -2513.        -16286.        -16471.     -58629680.     -58629680.
  154     154        1          -5520.         -7040.         -1856.            -0.          -674.         -2425.        -17515.        -17714.     -63054676.     -63054676.
  155     155        1          -5365.         -7306.         -1928.            -0.          -703.         -2337.        -17639.        -17837.     -63499232.     -63499232.
  156     156        1          -5900.         -9156.         -2425.            -0.          -885.         -2236.        -20602.        -20833.     -74167128.     -74167128.
  157     157        1          -5261.         -9689.         -2569.            -0.          -941.         -2134.        -20594.        -20824.     -74138136.     -74138136.
  158     158        1          -4157.         -9731.         -2580.            -0.          -950.         -2038.        -19456.        -19672.     -70041360.     -70041360.
  159     159        1          -2829.         -7799.         -2061.            -0.          -765.         -1962.        -15416.        -15586.     -55497328.     -55497328.
  160     160        1          -3795.         -7487.         -1977.            -0.          -738.         -1885.        -15881.        -16056.     -57172008.     -57172008.
  161     161        1          -5744.         -8353.         -2209.            -0.          -827.         -1794.        -18927.        -19135.     -68137952.     -68137952.
  162     162        1          -5002.         -9114.         -2414.            -0.          -907.         -1701.        -19139.        -19348.     -68900400.     -68900400.
  163     163        1          -2553.         -5211.         -1365.            -0.          -521.         -1646.        -11296.        -11419.     -40666140.     -40666140.
  164     164        1          -6038.         -4227.         -1100.            -0.          -425.         -1582.        -13372.        -13516.     -48138704.     -48138704.
  165     165        1          -3864.         -4582.         -1196.            -0.          -463.         -1527.        -11631.        -11756.     -41870212.     -41870212.
  166     166        1             -0.         -2089.          -525.            -0.          -212.         -1505.         -4332.         -4378.     -15593838.     -15593838.
  167     167        1          -5710.         -7248.         -1912.            -0.          -739.         -1427.        -17037.        -17218.     -61331532.     -61331532.
  168     168        1          -1037.         -5197.         -1361.            -0.          -532.         -1381.         -9508.         -9609.     -34228340.     -34228340.
  169     169        1          -1625.         -1981.          -496.            -0.          -204.         -1354.         -5660.         -5720.     -20375442.     -20375442.
  170     170        1          -5710.         -6149.         -1617.            -0.          -635.         -1284.        -15395.        -15557.     -55422100.     -55422100.
  171     171        1          -5968.         -8747.         -2315.            -0.          -908.         -1197.        -19135.        -19336.     -68886824.     -68886824.
  172     172        1          -5589.         -8715.         -2307.            -0.          -909.         -1111.        -18630.        -18825.     -67069236.     -67069236.
  173     173        1          -6003.         -7185.         -1895.            -0.          -753.         -1033.        -16870.        -17045.     -60730972.     -60730972.
  174     174        1          -5968.         -5284.         -1384.            -0.          -556.          -968.        -14162.        -14308.     -50981840.     -50981840.
  175     175        1          -5744.         -6611.         -1741.            -0.          -699.          -897.        -15692.        -15854.     -56491888.     -56491888.
  176     176        1          -5900.         -9810.         -2601.            -0.         -1042.          -807.        -20160.        -20366.     -72574256.     -72574256.
  177     177        1          -5900.        -10564.         -2804.            -0.         -1127.          -713.        -21107.        -21323.     -75986232.     -75986232.
  178     178        1          -5968.         -9911.         -2628.            -0.         -1062.          -622.        -20192.        -20398.     -72691984.     -72691984.
  179     179        1          -5365.         -9777.         -2592.            -0.         -1052.          -536.        -19322.        -19518.     -69558328.     -69558328.
  180     180        1          -4330.         -9060.         -2399.            -0.          -979.          -459.        -17228.        -17401.     -62019388.     -62019388.
  181     181        1          -3760.         -5969.         -1569.            -0.          -648.          -404.        -12350.        -12474.     -44459640.     -44459640.
  182     182        1          -3036.         -1641.          -405.            -0.          -179.          -378.         -5639.         -5695.     -20299666.     -20299666.
  183     183        1          -3898.         -1665.          -411.            -0.          -182.          -349.         -6507.         -6572.     -23424010.     -23424010.
  184     184        1          -3674.         -1392.          -338.            -0.          -153.          -324.         -5881.         -5939.     -21171188.     -21171188.
  185     185        1          -5554.         -1203.          -287.            -0.          -133.          -291.         -7469.         -7543.     -26887270.     -26887270.
  186     186        1          -2380.           645.           210.             0.            72.          -283.         -1737.         -1754.      -6254358.      -6254358.
  187     187        1          -1325.          -245.           -30.            -0.           -27.          -275.         -1901.         -1920.      -6845140.      -6845140.
  188     188        1          -2553.           -10.            34.            -0.            -1.          -263.         -2793.         -2821.     -10056458.     -10056458.
  189     189        1          -4502.          -356.           -59.            -0.           -40.          -241.         -5199.         -5249.     -18715530.     -18715530.
  190     190        1          -4382.          2497.           708.             0.           282.          -236.         -1131.         -1142.      -4070678.      -4070678.
  191     191        1          -5296.          -175.           -11.            -0.           -20.          -212.         -5714.         -5770.     -20571962.     -20571962.
  192     192        1          -2898.          1560.           456.             0.           178.          -208.          -912.          -921.      -3283607.      -3283607.
  193     193        1          -3536.           280.           111.             0.            32.          -194.         -3308.         -3339.     -11907486.     -11907486.
  194     194        1          -4054.          1221.           364.             0.           140.          -184.         -2512.         -2536.      -9043458.      -9043458.
  195     195        1          -4433.          1053.           319.             0.           121.          -171.         -3110.         -3140.     -11196486.     -11196486.
  196     196        1          -3968.         -1414.          -344.            -0.          -164.          -146.         -6035.         -6092.     -21725340.     -21725340.
  197     197        1          -2881.         -1558.          -383.            -0.          -181.          -125.         -5127.         -5176.     -18458936.     -18458936.
  198     198        1          -4830.         -2579.          -657.            -0.          -301.           -91.         -8458.         -8538.     -30450358.     -30450358.
  199     199        1          -5624.         -5175.         -1355.            -0.          -606.           -39.        -12799.        -12918.     -46074904.     -46074904.
  200     200        1          -4278.         -4549.         -1187.            -0.          -535.             4.        -10545.        -10644.     -37962852.     -37962852.
  201     201        1          -4416.         -5432.         -1424.            -0.          -641.            52.        -11861.        -11972.     -42701148.     -42701148.
  202     202        1          -2691.         -4322.         -1126.            -0.          -512.            87.         -8564.         -8644.     -30831310.     -30831310.
  203     203        1          -2518.          1363.           403.             0.           162.            91.          -500.          -505.      -1801718.      -1801718.
  204     204        1          -5434.           999.           305.             0.           119.           106.         -3906.         -3941.     -14059896.     -14059896.
  205     205        1          -4709.          2532.           717.             0.           304.           110.         -1047.         -1056.      -3768513.      -3768513.
  206     206        1          -4571.           943.           290.             0.           114.           122.         -3103.         -3131.     -11170604.     -11170604.
  207     207        1          -4675.           177.            84.             0.            21.           139.         -4253.         -4292.     -15310350.     -15310350.
  208     208        1          -4934.         -1773.          -440.            -0.          -215.           167.         -7196.         -7261.     -25904192.     -25904192.
  209     209        1          -4744.         -3298.          -850.            -0.          -402.           202.         -9092.         -9174.     -32730444.     -32730444.
  210     210        1          -2087.          -531.          -107.            -0.           -65.           213.         -2576.         -2599.      -9274548.      -9274548.
  211     211        1          -3467.            10.            39.             0.             1.           226.         -3192.         -3220.     -11490886.     -11490886.
  212     212        1          -2691.          -365.           -62.            -0.           -45.           237.         -2925.         -2951.     -10530782.     -10530782.
  213     213        1          -3726.         -1223.          -293.            -0.          -151.           257.         -5137.         -5182.     -18492568.     -18492568.
  214     214        1          -5037.         -2357.          -597.            -0.          -293.           287.         -7997.         -8067.     -28788006.     -28788006.
  215     215        1          -3450.         -3289.          -848.            -0.          -410.           317.         -7681.         -7749.     -27651838.     -27651838.
  216     216        1          -3743.         -1608.          -396.            -0.          -201.           338.         -5610.         -5660.     -20197268.     -20197268.
  217     217        1          -4071.            52.            50.             0.             7.           352.         -3610.         -3641.     -12994896.     -12994896.
  218     218        1          -3864.           387.           140.             0.            49.           364.         -2925.         -2950.     -10528286.     -10528286.
  219     219        1          -3122.         -3690.          -956.            -0.          -467.           393.         -7842.         -7911.     -28232356.     -28232356.
  220     220        1          -4778.         -5594.         -1468.            -0.          -711.           438.        -12113.        -12218.     -43607112.     -43607112.
  221     221        1          -4830.         -6471.         -1703.            -0.          -826.           487.        -13342.        -13458.     -48032580.     -48032580.
  222     222        1          -4796.         -1937.          -485.            -0.          -248.           514.         -6951.         -7011.     -25024772.     -25024772.
  223     223        1          -5123.           635.           207.             0.            82.           529.         -3671.         -3702.     -13215212.     -13215212.
  224     224        1          -4882.          1569.           458.             0.           203.           537.         -2115.         -2133.      -7613914.      -7613914.
  225     225        1          -4312.         -2715.          -694.            -0.          -352.           564.         -7509.         -7573.     -27033056.     -27033056.
  226     226        1          -4088.         -2043.          -513.            -0.          -266.           587.         -6322.         -6376.     -22760252.     -22760252.
  227     227        1          -3968.         -3682.          -954.            -0.          -480.           618.         -8465.         -8537.     -30474194.     -30474194.
  228     228        1          -4658.         -5192.         -1360.            -0.          -680.           658.        -11230.        -11325.     -40429500.     -40429500.
  229     229        1          -4520.         -3483.          -900.            -0.          -458.           690.         -8670.         -8743.     -31211050.     -31211050.
  230     230        1          -4054.         -3002.          -771.            -0.          -396.           718.         -7505.         -7568.     -27017508.     -27017508.
  231     231        1          -3674.         -3819.          -991.            -0.          -466.             0.         -8950.         -9014.     -32221638.     -32221638.
  232     232        1          -4382.         -3809.          -988.            -0.          -427.             0.         -9606.         -9680.     -34581732.     -34581732.
  233     233        1          -3070.         -2210.          -558.            -0.          -226.             0.         -6064.         -6115.     -21831866.     -21831866.
  234     234        1          -2743.         -2528.          -643.            -0.          -234.             0.         -6149.         -6205.     -22135040.     -22135040.
  235     235        1          -2380.         -3233.          -833.            -0.          -267.             0.         -6714.         -6783.     -24171346.     -24171346.
  236     236        1          -2846.          -830.          -187.            -0.           -60.             0.         -3923.         -3969.     -14124490.     -14124490.
  237     237        1          -2242.          1607.           468.             0.           101.             0.           -66.           -67.       -238068.       -238068.
  238     238        1          -3916.          4300.          1192.             0.           229.             0.          1806.          1834.       6501176.       6501176.
  239     239        1          -3260.          4410.          1222.             0.           238.          1294.          3903.          3987.      14049254.      14049254.
  240     240        1          -3191.          4908.          1356.             0.           268.          1234.          4574.          4672.      16467641.      16467641.
  241     241        1          -2294.          5079.          1402.             0.           281.          1162.          5629.          5748.      20262884.      20262884.
  242     242        1          -1192.          4632.          1282.             0.           260.          1084.          6065.          6192.      21835760.      21835760.
  243     243        1          -2018.          3234.           906.             0.           184.          1041.          3346.          3415.      12044305.      12044305.
  244     244        1          -2398.          6025.          1656.             0.           346.           960.          6589.          6724.      23722140.      23722140.
  245     245        1          -3709.          3347.           936.             0.           195.           937.          1705.          1739.       6138064.       6138064.
  246     246        1          -1880.          5145.          1419.             0.           303.           867.          5854.          5971.      21075632.      21075632.
  247     247        1          -1142.           832.           260.             0.            50.           947.           947.           935.       3410242.       3410242.
  248     248        1          -1601.          1177.           353.             0.            71.           969.           969.           966.       3489866.       3489866.
  249     249        1          -3208.          2385.           678.             0.           146.           965.           965.           968.       3474413.       3474413.
  250     250        1          -3053.          4041.          1123.             0.           249.           929.          3288.          3351.      11837871.      11837871.
  251     251        1          -3588.          4478.          1240.             0.           279.           891.          3300.          3363.      11881281.      11881281.
  252     252        1          -2087.          2506.           710.             0.           158.           866.          2153.          2193.       7751375.       7751375.
  253     253        1          -1106.          3531.           986.             0.           225.           817.          4453.          4535.      16032096.      16032096.
  254     254        1          -3605.          5961.          1639.             0.           385.           760.          5139.          5233.      18500220.      18500220.
  255     255        1          -2967.          5453.          1502.             0.           356.           705.          5049.          5140.      18176334.      18176334.
  256     256        1           -680.          3040.           854.             0.           200.           660.          4074.          4147.      14667469.      14667469.
  257     257        1          -3226.          3305.           925.             0.           220.           639.          1864.          1897.       6709753.       6709753.
  258     258        1          -1402.          1457.           428.             0.            98.           626.          1206.          1228.       4343268.       4343268.
