 Day of  Day of
 sim.     year         Qrad         Qslur2air     Qslur2floor      Qslur2wall       Qout
  543     178         -14721.          1689.         10141.           856.         -2034.
  544     179         -14706.          1706.         10096.           858.         -2047.
  545     180         -14690.          1724.         10048.           860.         -2058.
  546     181         -14672.          1743.          9999.           862.         -2067.
  547     182         -14651.          1764.          9948.           864.         -2075.
  548     183         -14628.          1786.          9895.           865.         -2082.
  549     184         -14603.          1809.          9841.           867.         -2087.
  550     185         -14576.          1834.          9784.           868.         -2090.
  551     186         -14547.          1860.          9726.           868.         -2092.
  552     187         -14515.          1887.          9667.           869.         -2093.
  553     188         -14482.          1915.          9605.           869.         -2092.
  554     189         -14446.          1945.          9542.           869.         -2090.
  555     190         -14409.          1976.          9478.           869.         -2086.
  556     191         -14369.          2008.          9411.           869.         -2080.
  557     192         -14327.          2042.          9344.           868.         -2073.
  558     193         -14283.          2077.          9274.           867.         -2064.
  559     194         -14237.          2113.          9203.           866.         -2054.
  560     195         -14189.          2150.          9131.           865.         -2043.
  561     196         -14139.          2189.          9057.           864.         -2029.
  562     197         -14087.          2229.          8982.           862.         -2014.
  563     198         -14033.          2270.          8905.           860.         -1998.
  564     199         -13977.          2312.          8827.           858.         -1980.
  565     200         -13919.          2356.          8747.           856.         -1960.
  566     201         -13859.          2401.          8667.           853.         -1939.
  567     202         -13798.          2447.          8584.           851.         -1916.
  568     203         -13734.          2494.          8501.           848.         -1891.
  569     204         -13668.          2542.          8416.           845.         -1865.
  570     205         -13601.          2591.          8330.           842.         -1838.
  571     206         -13532.          2642.          8242.           839.         -1808.
  572     207         -13461.          2694.          8154.           835.         -1777.
  573     208         -13388.          2747.          8064.           832.         -1745.
  574     209         -13313.          2801.          7973.           828.         -1711.
  575     210         -13237.          2856.          7882.           824.         -1675.
  576     211         -13158.          2912.          7789.           820.         -1638.
  577     212         -13079.          2969.          7694.           816.         -1599.
  578     213         -12997.          3027.          7599.           811.         -1559.
  579     214         -12914.          3087.          7503.           807.         -1517.
  580     215         -12829.          3147.          7406.           802.         -1473.
  581     216         -12742.          3208.          7308.           797.         -1428.
  582     217         -12654.          3271.          7209.           793.         -1382.
  583     218         -12565.          3334.          7109.           788.         -1334.
  584     219         -12473.          3398.          7009.           783.         -1284.
  585     220         -12381.          3463.          6907.           777.         -1233.
  586     221         -12287.          3530.          6805.           772.         -1180.
  587     222         -12191.          3596.          6702.           767.         -1126.
  588     223         -12094.          3664.          6598.           761.         -1070.
  589     224         -11996.          3733.          6493.           756.         -1013.
  590     225         -11896.          3802.          6388.           750.          -955.
  591     226         -11795.          3873.          6282.           744.          -895.
  592     227         -11692.          3944.          6176.           739.          -834.
  593     228         -11588.          4016.          6069.           733.          -771.
  594     229         -11483.          4088.          5961.           727.          -707.
  595     230         -11377.          4162.          5853.           721.          -641.
  596     231         -11270.          4236.          5745.           715.          -574.
  597     232         -11161.          4310.          5636.           709.          -506.
  598     233         -11052.          4386.          5526.           703.          -436.
  599     234         -10941.          4462.          5417.           697.          -365.
  600     235         -10829.          4538.          5306.           691.          -293.
  601     236         -10716.          4615.          5196.           685.          -220.
  602     237         -10602.          4693.          5085.           679.          -145.
  603     238         -10488.          4771.          4974.           673.           -69.
  604     239         -10372.          4850.          4863.           667.             8.
  605     240         -10255.          4929.          4751.           661.            86.
  606     241         -10138.          5009.          4640.           655.           165.
  607     242         -10020.          5089.          4528.           649.           246.
  608     243          -9901.          5169.          4416.           643.           327.
  609     244          -9781.          5250.          4304.           637.           410.
  610     245          -9661.          5331.          4192.           631.           494.
  611     246          -9539.          5413.          4080.           625.           578.
  612     247          -9418.          5495.          3968.           620.           664.
  613     248          -9295.          5577.          3856.           614.           751.
  614     249          -9172.          5659.          3744.           608.           838.
  615     250          -9049.          5741.          3632.           603.           927.
  616     251          -8925.          5824.          3520.           597.          1016.
  617     252          -8800.          5907.          3409.           592.          1107.
  618     253          -8675.          5989.          3297.           586.          1198.
  619     254          -8550.          6072.          3186.           581.          1290.
  620     255          -8425.          6155.          3075.           576.          1382.
  621     256          -8299.          6238.          2965.           571.          1476.
  622     257          -8172.          6322.          2855.           566.          1570.
  623     258          -8046.          6405.          2745.           561.          1664.
  624     259          -7919.          6488.          2635.           557.          1760.
  625     260          -7793.          6570.          2526.           552.          1856.
  626     261          -7666.          6653.          2417.           548.          1952.
  627     262          -7539.          6736.          2309.           543.          2049.
  628     263          -7412.          6818.          2201.           539.          2147.
  629     264          -7285.          6900.          2094.           535.          2245.
  630     265          -7158.          6982.          1988.           531.          2344.
  631     266          -7031.          7064.          1882.           528.          2443.
  632     267          -6904.          7146.          1776.           524.          2542.
  633     268          -6777.          7227.          1671.           521.          2642.
  634     269          -6651.          7307.          1567.           518.          2741.
  635     270          -6524.          7388.          1464.           515.          2842.
  636     271          -6398.          7468.          1361.           512.          2942.
  637     272          -6273.          7547.          1259.           509.          3043.
  638     273          -6147.          7626.          1158.           507.          3143.
  639     274          -6022.          7705.          1057.           505.          3244.
  640     275          -5897.          7782.           957.           503.          3345.
  641     276          -5773.          7860.           859.           501.          3446.
  642     277          -5649.          7937.           761.           499.          3547.
  643     278          -5526.          8013.           664.           498.          3648.
  644     279          -5404.          8088.           567.           497.          3749.
  645     280          -5281.          8163.           472.           496.          3850.
  646     281          -5160.          8237.           378.           495.          3950.
  647     282          -5039.          8311.           285.           495.          4051.
  648     283          -4919.          8383.           193.           494.          4151.
  649     284          -4800.          8455.           101.           494.          4251.
  650     285          -4681.          8526.            11.           494.          4351.
  651     286          -4563.          8596.           -78.           495.          4450.
  652     287          -4446.          8665.          -166.           496.          4549.
  653     288          -4330.          8734.          -253.           497.          4647.
  654     289          -4215.          8801.          -339.           498.          4745.
  655     290          -4100.          8867.          -423.           499.          4843.
  656     291          -3987.          8933.          -506.           501.          4940.
  657     292          -3875.          8997.          -589.           503.          5036.
  658     293          -3764.          9060.          -670.           505.          5132.
  659     294          -3653.          9123.          -749.           507.          5227.
  660     295          -3544.          9184.          -828.           510.          5322.
  661     296          -3436.          9244.          -905.           513.          5416.
  662     297          -3330.          9303.          -981.           516.          5508.
  663     298          -3224.          9360.         -1056.           520.          5601.
  664     299          -3120.          9417.         -1129.           524.          5692.
  665     300          -3016.          9472.         -1201.           528.          5782.
  666     301          -2915.          9526.         -1271.           532.          5872.
  667     302          -2814.          9579.         -1340.           537.          5961.
  668     303          -2715.          9630.         -1408.           542.          6048.
  669     304          -2617.          9680.         -1475.           547.          6135.
  670     305          -2521.          9729.         -1540.           552.          6220.
  671     306          -2426.          9776.         -1603.           558.          6304.
  672     307          -2333.          9822.         -1665.           564.          6388.
  673     308          -2241.          9866.         -1726.           570.          6470.
  674     309          -2150.          9909.         -1785.           576.          6550.
  675     310          -2061.          9951.         -1843.           583.          6630.
  676     311          -1974.          9991.         -1899.           590.          6708.
  677     312          -1889.         10030.         -1954.           598.          6785.
  678     313          -1804.         10067.         -2007.           605.          6861.
  679     314          -1722.         10102.         -2059.           613.          6935.
  680     315          -1641.         10136.         -2109.           621.          7007.
  681     316          -1562.         10169.         -2157.           630.          7079.
  682     317          -1485.         10200.         -2204.           638.          7148.
  683     318          -1409.         10229.         -2250.           647.          7217.
  684     319          -1336.         10256.         -2294.           657.          7283.
  685     320          -1264.         10282.         -2336.           666.          7348.
  686     321          -1193.         10306.         -2377.           676.          7412.
  687     322          -1125.         10329.         -2416.           686.          7473.
  688     323          -1059.         10350.         -2454.           696.          7533.
  689     324           -994.         10369.         -2490.           707.          7592.
  690     325           -931.         10386.         -2524.           717.          7648.
  691     326           -870.         10402.         -2557.           728.          7703.
  692     327           -812.         10416.         -2588.           740.          7756.
  693     328           -755.         10428.         -2617.           751.          7807.
  694     329           -700.         10438.         -2645.           763.          7856.
  695     330           -647.         10447.         -2671.           775.          7903.
  696     331           -596.         10453.         -2696.           787.          7949.
  697     332           -547.         10458.         -2719.           800.          7992.
  698     333           -500.         10461.         -2740.           812.          8034.
  699     334           -455.         10463.         -2760.           825.          8073.
  700     335           -412.         10462.         -2778.           838.          8110.
  701     336           -371.         10460.         -2795.           852.          8145.
  702     337           -332.         10455.         -2810.           865.          8179.
  703     338           -296.         10449.         -2823.           879.          8210.
  704     339           -261.         10441.         -2834.           893.          8239.
  705     340           -229.         10431.         -2844.           907.          8265.
  706     341           -198.         10419.         -2853.           922.          8290.
  707     342           -170.         10406.         -2860.           936.          8312.
  708     343           -144.         10390.         -2865.           951.          8332.
  709     344           -120.         10373.         -2868.           966.          8350.
  710     345            -98.         10353.         -2870.           981.          8366.
  711     346            -79.         10332.         -2870.           996.          8379.
  712     347            -61.         10309.         -2869.          1012.          8390.
  713     348            -46.         10284.         -2866.          1028.          8399.
  714     349            -33.         10257.         -2862.          1043.          8405.
  715     350            -22.         10228.         -2856.          1059.          8409.
  716     351            -13.         10197.         -2848.          1076.          8411.
  717     352             -7.         10164.         -2839.          1092.          8410.
  718     353             -2.         10130.         -2828.          1108.          8407.
  719     354             -0.         10093.         -2816.          1125.          8401.
  720     355             -0.         10055.         -2802.          1141.          8394.
  721     356             -2.         10014.         -2787.          1158.          8383.
  722     357             -7.          9972.         -2770.          1175.          8370.
  723     358            -13.          9928.         -2751.          1192.          8355.
  724     359            -22.          9882.         -2732.          1209.          8337.
  725     360            -33.          9834.         -2710.          1226.          8317.
  726     361            -46.          9784.         -2687.          1244.          8294.
  727     362            -61.          9733.         -2663.          1261.          8269.
  728     363            -79.          9679.         -2637.          1278.          8242.
  729     364            -98.          9624.         -2610.          1296.          8211.
  730     365           -120.          9567.         -2581.          1313.          8179.
