site,date.time,temp,depth
Tjel,2020/09/24 18:13,22.629,1
Tjel,2020/09/24 19:13,22.359,1
Tjel,2020/09/24 20:13,22.19,1
Tjel,2020/09/24 21:13,22.078,1
Tjel,2020/09/24 22:13,22.003,1
Tjel,2020/09/24 23:13,21.939,1
Tjel,2020/09/25 00:13,21.891,1
Tjel,2020/09/25 01:13,21.836,1
Tjel,2020/09/25 02:13,21.818,1
Tjel,2020/09/25 03:13,21.766,1
Tjel,2020/09/25 04:13,21.736,1
Tjel,2020/09/25 05:13,21.748,1
Tjel,2020/09/25 06:13,21.825,1
Tjel,2020/09/25 07:13,21.949,1
Tjel,2020/09/25 08:13,21.304,1
Tjel,2020/09/25 09:13,21.002,1
Tjel,2020/09/25 10:13,20.875,1
Tjel,2020/09/25 11:13,12.731,1
Tjel,2020/09/25 12:13,12.354,1
Tjel,2020/09/25 13:13,12.407,1
Tjel,2020/09/25 14:13,12.453,1
Tjel,2020/09/25 15:13,12.497,1
Tjel,2020/09/25 16:13,12.528,1
Tjel,2020/09/25 17:13,12.562,1
Tjel,2020/09/25 18:13,12.585,1
Tjel,2020/09/25 19:13,12.591,1
Tjel,2020/09/25 20:13,12.588,1
Tjel,2020/09/25 21:13,12.573,1
Tjel,2020/09/25 22:13,12.555,1
Tjel,2020/09/25 23:13,12.538,1
Tjel,2020/09/26 00:13,12.523,1
Tjel,2020/09/26 01:13,12.505,1
Tjel,2020/09/26 02:13,12.5,1
Tjel,2020/09/26 03:13,12.496,1
Tjel,2020/09/26 04:13,12.496,1
Tjel,2020/09/26 05:13,12.503,1
Tjel,2020/09/26 06:13,12.5,1
Tjel,2020/09/26 07:13,12.488,1
Tjel,2020/09/26 08:13,12.472,1
Tjel,2020/09/26 09:13,12.453,1
Tjel,2020/09/26 10:13,12.444,1
Tjel,2020/09/26 11:13,12.45,1
Tjel,2020/09/26 12:13,12.464,1
Tjel,2020/09/26 13:13,12.497,1
Tjel,2020/09/26 14:13,12.534,1
Tjel,2020/09/26 15:13,12.576,1
Tjel,2020/09/26 16:13,12.623,1
Tjel,2020/09/26 17:13,12.671,1
Tjel,2020/09/26 18:13,12.713,1
Tjel,2020/09/26 19:13,12.737,1
Tjel,2020/09/26 20:13,12.746,1
Tjel,2020/09/26 21:13,12.74,1
Tjel,2020/09/26 22:13,12.74,1
Tjel,2020/09/26 23:13,12.746,1
Tjel,2020/09/27 00:13,12.76,1
Tjel,2020/09/27 01:13,12.784,1
Tjel,2020/09/27 02:13,12.804,1
Tjel,2020/09/27 03:13,12.854,1
Tjel,2020/09/27 04:13,12.867,1
Tjel,2020/09/27 05:13,12.881,1
Tjel,2020/09/27 06:13,12.897,1
Tjel,2020/09/27 07:13,12.921,1
Tjel,2020/09/27 08:13,12.944,1
Tjel,2020/09/27 09:13,12.974,1
Tjel,2020/09/27 10:13,13.031,1
Tjel,2020/09/27 11:13,13.12,1
Tjel,2020/09/27 12:13,13.253,1
Tjel,2020/09/27 13:13,13.355,1
Tjel,2020/09/27 14:13,13.436,1
Tjel,2020/09/27 15:13,13.513,1
Tjel,2020/09/27 16:13,13.566,1
Tjel,2020/09/27 17:13,13.617,1
Tjel,2020/09/27 18:13,13.642,1
Tjel,2020/09/27 19:13,13.657,1
Tjel,2020/09/27 20:13,13.654,1
Tjel,2020/09/27 21:13,13.639,1
Tjel,2020/09/27 22:13,13.621,1
Tjel,2020/09/27 23:13,13.594,1
Tjel,2020/09/28 00:13,13.564,1
Tjel,2020/09/28 01:13,13.534,1
Tjel,2020/09/28 02:13,13.509,1
Tjel,2020/09/28 03:13,13.475,1
Tjel,2020/09/28 04:13,13.436,1
Tjel,2020/09/28 05:13,13.393,1
Tjel,2020/09/28 06:13,13.364,1
Tjel,2020/09/28 07:13,13.342,1
Tjel,2020/09/28 08:13,13.321,1
Tjel,2020/09/28 09:13,13.312,1
Tjel,2020/09/28 10:13,13.327,1
Tjel,2020/09/28 11:13,13.348,1
Tjel,2020/09/28 12:13,13.364,1
Tjel,2020/09/28 13:13,13.387,1
Tjel,2020/09/28 14:13,13.414,1
Tjel,2020/09/28 15:13,13.439,1
Tjel,2020/09/28 16:13,13.462,1
Tjel,2020/09/28 17:13,13.487,1
Tjel,2020/09/28 18:13,13.507,1
Tjel,2020/09/28 19:13,13.519,1
Tjel,2020/09/28 20:13,13.534,1
Tjel,2020/09/28 21:13,13.554,1
Tjel,2020/09/28 22:13,13.566,1
Tjel,2020/09/28 23:13,13.587,1
Tjel,2020/09/29 00:13,13.651,1
Tjel,2020/09/29 01:13,13.672,1
Tjel,2020/09/29 02:13,13.678,1
Tjel,2020/09/29 03:13,13.668,1
Tjel,2020/09/29 04:13,13.654,1
Tjel,2020/09/29 05:13,13.635,1
Tjel,2020/09/29 06:13,13.617,1
Tjel,2020/09/29 07:13,13.597,1
Tjel,2020/09/29 08:13,13.578,1
Tjel,2020/09/29 09:13,13.554,1
Tjel,2020/09/29 10:13,13.534,1
Tjel,2020/09/29 11:13,13.513,1
Tjel,2020/09/29 12:13,13.498,1
Tjel,2020/09/29 13:13,13.481,1
Tjel,2020/09/29 14:13,13.469,1
Tjel,2020/09/29 15:13,13.457,1
Tjel,2020/09/29 16:13,13.457,1
Tjel,2020/09/29 17:13,13.456,1
Tjel,2020/09/29 18:13,13.456,1
Tjel,2020/09/29 19:13,13.465,1
Tjel,2020/09/29 20:13,13.474,1
Tjel,2020/09/29 21:13,13.477,1
Tjel,2020/09/29 22:13,13.489,1
Tjel,2020/09/29 23:13,13.491,1
Tjel,2020/09/30 00:13,13.492,1
Tjel,2020/09/30 01:13,13.491,1
Tjel,2020/09/30 02:13,13.478,1
Tjel,2020/09/30 03:13,13.465,1
Tjel,2020/09/30 04:13,13.448,1
Tjel,2020/09/30 05:13,13.427,1
Tjel,2020/09/30 06:13,13.409,1
Tjel,2020/09/30 07:13,13.388,1
Tjel,2020/09/30 08:13,13.366,1
Tjel,2020/09/30 09:13,13.349,1
Tjel,2020/09/30 10:13,13.444,1
Tjel,2020/09/30 11:13,13.351,1
Tjel,2020/09/30 12:13,13.336,1
Tjel,2020/09/30 13:13,13.333,1
Tjel,2020/09/30 14:13,13.333,1
Tjel,2020/09/30 15:13,13.345,1
Tjel,2020/09/30 16:13,13.366,1
Tjel,2020/09/30 17:13,13.384,1
Tjel,2020/09/30 18:13,13.405,1
Tjel,2020/09/30 19:13,13.43,1
Tjel,2020/09/30 20:13,13.454,1
Tjel,2020/09/30 21:13,13.478,1
Tjel,2020/09/30 22:13,13.492,1
Tjel,2020/09/30 23:13,13.501,1
Tjel,2020/10/01 00:13,13.506,1
Tjel,2020/10/01 01:13,13.495,1
Tjel,2020/10/01 02:13,13.48,1
Tjel,2020/10/01 03:13,13.462,1
Tjel,2020/10/01 04:13,13.445,1
Tjel,2020/10/01 05:13,13.423,1
Tjel,2020/10/01 06:13,13.406,1
Tjel,2020/10/01 07:13,13.385,1
Tjel,2020/10/01 08:13,13.367,1
Tjel,2020/10/01 09:13,13.346,1
Tjel,2020/10/01 10:13,13.327,1
Tjel,2020/10/01 11:13,13.305,1
Tjel,2020/10/01 12:13,13.28,1
Tjel,2020/10/01 13:13,13.274,1
Tjel,2020/10/01 14:13,13.265,1
Tjel,2020/10/01 15:13,13.262,1
Tjel,2020/10/01 16:13,13.268,1
Tjel,2020/10/01 17:13,13.271,1
Tjel,2020/10/01 18:13,13.268,1
Tjel,2020/10/01 19:13,13.272,1
Tjel,2020/10/01 20:13,13.272,1
Tjel,2020/10/01 21:13,13.274,1
Tjel,2020/10/01 22:13,13.269,1
Tjel,2020/10/01 23:13,13.271,1
Tjel,2020/10/02 00:13,13.268,1
Tjel,2020/10/02 01:13,13.262,1
Tjel,2020/10/02 02:13,13.263,1
Tjel,2020/10/02 03:13,13.262,1
Tjel,2020/10/02 04:13,13.256,1
Tjel,2020/10/02 05:13,13.253,1
Tjel,2020/10/02 06:13,13.245,1
Tjel,2020/10/02 07:13,13.241,1
Tjel,2020/10/02 08:13,13.235,1
Tjel,2020/10/02 09:13,13.226,1
Tjel,2020/10/02 10:13,13.221,1
Tjel,2020/10/02 11:13,13.215,1
Tjel,2020/10/02 12:13,13.212,1
Tjel,2020/10/02 13:13,13.191,1
Tjel,2020/10/02 14:13,13.188,1
Tjel,2020/10/02 15:13,13.194,1
Tjel,2020/10/02 16:13,13.199,1
Tjel,2020/10/02 17:13,13.203,1
Tjel,2020/10/02 18:13,13.209,1
Tjel,2020/10/02 19:13,13.217,1
Tjel,2020/10/02 20:13,13.215,1
Tjel,2020/10/02 21:13,13.221,1
Tjel,2020/10/02 22:13,13.227,1
Tjel,2020/10/02 23:13,13.235,1
Tjel,2020/10/03 00:13,13.245,1
Tjel,2020/10/03 01:13,13.254,1
Tjel,2020/10/03 02:13,13.262,1
Tjel,2020/10/03 03:13,13.262,1
Tjel,2020/10/03 04:13,13.271,1
Tjel,2020/10/03 05:13,13.269,1
Tjel,2020/10/03 06:13,13.271,1
Tjel,2020/10/03 07:13,13.271,1
Tjel,2020/10/03 08:13,13.271,1
Tjel,2020/10/03 09:13,13.271,1
Tjel,2020/10/03 10:13,13.272,1
Tjel,2020/10/03 11:13,13.271,1
Tjel,2020/10/03 12:13,13.268,1
Tjel,2020/10/03 13:13,13.271,1
Tjel,2020/10/03 14:13,13.266,1
Tjel,2020/10/03 15:13,13.263,1
Tjel,2020/10/03 16:13,13.259,1
Tjel,2020/10/03 17:13,13.262,1
Tjel,2020/10/03 18:13,13.262,1
Tjel,2020/10/03 19:13,13.259,1
Tjel,2020/10/03 20:13,13.26,1
Tjel,2020/10/03 21:13,13.26,1
Tjel,2020/10/03 22:13,13.265,1
Tjel,2020/10/03 23:13,13.269,1
Tjel,2020/10/04 00:13,13.271,1
Tjel,2020/10/04 01:13,13.272,1
Tjel,2020/10/04 02:13,13.277,1
Tjel,2020/10/04 03:13,13.278,1
Tjel,2020/10/04 04:13,13.281,1
Tjel,2020/10/04 05:13,13.283,1
Tjel,2020/10/04 06:13,13.293,1
Tjel,2020/10/04 07:13,13.325,1
Tjel,2020/10/04 08:13,13.357,1
Tjel,2020/10/04 09:13,13.366,1
Tjel,2020/10/04 10:13,13.358,1
Tjel,2020/10/04 11:13,13.358,1
Tjel,2020/10/04 12:13,13.366,1
Tjel,2020/10/04 13:13,13.363,1
Tjel,2020/10/04 14:13,13.369,1
Tjel,2020/10/04 15:13,13.375,1
Tjel,2020/10/04 16:13,13.375,1
Tjel,2020/10/04 17:13,13.373,1
Tjel,2020/10/04 18:13,13.373,1
Tjel,2020/10/04 19:13,13.373,1
Tjel,2020/10/04 20:13,13.379,1
Tjel,2020/10/04 21:13,13.378,1
Tjel,2020/10/04 22:13,13.379,1
Tjel,2020/10/04 23:13,13.379,1
Tjel,2020/10/05 00:13,13.373,1
Tjel,2020/10/05 01:13,13.366,1
Tjel,2020/10/05 02:13,13.346,1
Tjel,2020/10/05 03:13,13.348,1
Tjel,2020/10/05 04:13,13.351,1
Tjel,2020/10/05 05:13,13.346,1
Tjel,2020/10/05 06:13,13.349,1
Tjel,2020/10/05 07:13,13.348,1
Tjel,2020/10/05 08:13,13.351,1
Tjel,2020/10/05 09:13,13.349,1
Tjel,2020/10/05 10:13,13.343,1
Tjel,2020/10/05 11:13,13.336,1
Tjel,2020/10/05 12:13,13.327,1
Tjel,2020/10/05 13:13,13.318,1
Tjel,2020/10/05 14:13,13.305,1
Tjel,2020/10/05 15:13,13.298,1
Tjel,2020/10/05 16:13,13.287,1
Tjel,2020/10/05 17:13,13.272,1
Tjel,2020/10/05 18:13,13.259,1
Tjel,2020/10/05 19:13,13.251,1
Tjel,2020/10/05 20:13,13.239,1
Tjel,2020/10/05 21:13,13.221,1
Tjel,2020/10/05 22:13,13.205,1
Tjel,2020/10/05 23:13,13.193,1
Tjel,2020/10/06 00:13,13.178,1
Tjel,2020/10/06 01:13,13.169,1
Tjel,2020/10/06 02:13,13.153,1
Tjel,2020/10/06 03:13,13.144,1
Tjel,2020/10/06 04:13,13.131,1
Tjel,2020/10/06 05:13,13.119,1
Tjel,2020/10/06 06:13,13.114,1
Tjel,2020/10/06 07:13,13.099,1
Tjel,2020/10/06 08:13,13.087,1
Tjel,2020/10/06 09:13,13.084,1
Tjel,2020/10/06 10:13,13.074,1
Tjel,2020/10/06 11:13,13.065,1
Tjel,2020/10/06 12:13,13.059,1
Tjel,2020/10/06 13:13,13.056,1
Tjel,2020/10/06 14:13,13.042,1
Tjel,2020/10/06 15:13,13.034,1
Tjel,2020/10/06 16:13,13.028,1
Tjel,2020/10/06 17:13,13.024,1
Tjel,2020/10/06 18:13,13.015,1
Tjel,2020/10/06 19:13,13.018,1
Tjel,2020/10/06 20:13,13.009,1
Tjel,2020/10/06 21:13,13,1
Tjel,2020/10/06 22:13,12.991,1
Tjel,2020/10/06 23:13,12.985,1
Tjel,2020/10/07 00:13,12.982,1
Tjel,2020/10/07 01:13,12.976,1
Tjel,2020/10/07 02:13,12.971,1
Tjel,2020/10/07 03:13,12.965,1
Tjel,2020/10/07 04:13,12.961,1
Tjel,2020/10/07 05:13,12.955,1
Tjel,2020/10/07 06:13,12.956,1
Tjel,2020/10/07 07:13,12.953,1
Tjel,2020/10/07 08:13,12.944,1
Tjel,2020/10/07 09:13,12.941,1
Tjel,2020/10/07 10:13,12.936,1
Tjel,2020/10/07 11:13,12.927,1
Tjel,2020/10/07 12:13,12.92,1
Tjel,2020/10/07 13:13,12.915,1
Tjel,2020/10/07 14:13,12.906,1
Tjel,2020/10/07 15:13,12.896,1
Tjel,2020/10/07 16:13,12.891,1
Tjel,2020/10/07 17:13,12.885,1
Tjel,2020/10/07 18:13,12.881,1
Tjel,2020/10/07 19:13,12.881,1
Tjel,2020/10/07 20:13,12.872,1
Tjel,2020/10/07 21:13,12.869,1
Tjel,2020/10/07 22:13,12.864,1
Tjel,2020/10/07 23:13,12.857,1
Tjel,2020/10/08 00:13,12.855,1
Tjel,2020/10/08 01:13,12.845,1
Tjel,2020/10/08 02:13,12.835,1
Tjel,2020/10/08 03:13,12.835,1
Tjel,2020/10/08 04:13,12.834,1
Tjel,2020/10/08 05:13,12.834,1
Tjel,2020/10/08 06:13,12.838,1
Tjel,2020/10/08 07:13,12.842,1
Tjel,2020/10/08 08:13,12.849,1
Tjel,2020/10/08 09:13,12.855,1
Tjel,2020/10/08 10:13,12.864,1
Tjel,2020/10/08 11:13,12.869,1
Tjel,2020/10/08 12:13,12.869,1
Tjel,2020/10/08 13:13,12.869,1
Tjel,2020/10/08 14:13,12.866,1
Tjel,2020/10/08 15:13,12.864,1
Tjel,2020/10/08 16:13,12.857,1
Tjel,2020/10/08 17:13,12.858,1
Tjel,2020/10/08 18:13,12.857,1
Tjel,2020/10/08 19:13,12.852,1
Tjel,2020/10/08 20:13,12.848,1
Tjel,2020/10/08 21:13,12.849,1
Tjel,2020/10/08 22:13,12.846,1
Tjel,2020/10/08 23:13,12.843,1
Tjel,2020/10/09 00:13,12.837,1
Tjel,2020/10/09 01:13,12.838,1
Tjel,2020/10/09 02:13,12.834,1
Tjel,2020/10/09 03:13,12.831,1
Tjel,2020/10/09 04:13,12.829,1
Tjel,2020/10/09 05:13,12.817,1
Tjel,2020/10/09 06:13,12.826,1
Tjel,2020/10/09 07:13,12.819,1
Tjel,2020/10/09 08:13,12.816,1
Tjel,2020/10/09 09:13,12.814,1
Tjel,2020/10/09 10:13,12.814,1
Tjel,2020/10/09 11:13,12.808,1
Tjel,2020/10/09 12:13,12.804,1
Tjel,2020/10/09 13:13,12.799,1
Tjel,2020/10/09 14:13,12.793,1
Tjel,2020/10/09 15:13,12.793,1
Tjel,2020/10/09 16:13,12.79,1
Tjel,2020/10/09 17:13,12.79,1
Tjel,2020/10/09 18:13,12.789,1
Tjel,2020/10/09 19:13,12.789,1
Tjel,2020/10/09 20:13,12.79,1
Tjel,2020/10/09 21:13,12.778,1
Tjel,2020/10/09 22:13,12.771,1
Tjel,2020/10/09 23:13,12.76,1
Tjel,2020/10/10 00:13,12.752,1
Tjel,2020/10/10 01:13,12.752,1
Tjel,2020/10/10 02:13,12.756,1
Tjel,2020/10/10 03:13,12.757,1
Tjel,2020/10/10 04:13,12.757,1
Tjel,2020/10/10 05:13,12.74,1
Tjel,2020/10/10 06:13,12.716,1
Tjel,2020/10/10 07:13,12.725,1
Tjel,2020/10/10 08:13,12.731,1
Tjel,2020/10/10 09:13,12.734,1
Tjel,2020/10/10 10:13,12.739,1
Tjel,2020/10/10 11:13,12.74,1
Tjel,2020/10/10 12:13,12.739,1
Tjel,2020/10/10 13:13,12.737,1
Tjel,2020/10/10 14:13,12.742,1
Tjel,2020/10/10 15:13,12.743,1
Tjel,2020/10/10 16:13,12.742,1
Tjel,2020/10/10 17:13,12.736,1
Tjel,2020/10/10 18:13,12.727,1
Tjel,2020/10/10 19:13,12.716,1
Tjel,2020/10/10 20:13,12.712,1
Tjel,2020/10/10 21:13,12.707,1
Tjel,2020/10/10 22:13,12.7,1
Tjel,2020/10/10 23:13,12.689,1
Tjel,2020/10/11 00:13,12.679,1
Tjel,2020/10/11 01:13,12.669,1
Tjel,2020/10/11 02:13,12.665,1
Tjel,2020/10/11 03:13,12.657,1
Tjel,2020/10/11 04:13,12.65,1
Tjel,2020/10/11 05:13,12.638,1
Tjel,2020/10/11 06:13,12.63,1
Tjel,2020/10/11 07:13,12.627,1
Tjel,2020/10/11 08:13,12.621,1
Tjel,2020/10/11 09:13,12.618,1
Tjel,2020/10/11 10:13,12.612,1
Tjel,2020/10/11 11:13,12.606,1
Tjel,2020/10/11 12:13,12.603,1
Tjel,2020/10/11 13:13,12.591,1
Tjel,2020/10/11 14:13,12.585,1
Tjel,2020/10/11 15:13,12.579,1
Tjel,2020/10/11 16:13,12.574,1
Tjel,2020/10/11 17:13,12.577,1
Tjel,2020/10/11 18:13,12.577,1
Tjel,2020/10/11 19:13,12.564,1
Tjel,2020/10/11 20:13,12.565,1
Tjel,2020/10/11 21:13,12.559,1
Tjel,2020/10/11 22:13,12.556,1
Tjel,2020/10/11 23:13,12.55,1
Tjel,2020/10/12 00:13,12.549,1
Tjel,2020/10/12 01:13,12.547,1
Tjel,2020/10/12 02:13,12.547,1
Tjel,2020/10/12 03:13,12.552,1
Tjel,2020/10/12 04:13,12.547,1
Tjel,2020/10/12 05:13,12.543,1
Tjel,2020/10/12 06:13,12.532,1
Tjel,2020/10/12 07:13,12.521,1
Tjel,2020/10/12 08:13,12.508,1
Tjel,2020/10/12 09:13,12.497,1
Tjel,2020/10/12 10:13,12.487,1
Tjel,2020/10/12 11:13,12.482,1
Tjel,2020/10/12 12:13,12.475,1
Tjel,2020/10/12 13:13,12.466,1
Tjel,2020/10/12 14:13,12.46,1
Tjel,2020/10/12 15:13,12.449,1
Tjel,2020/10/12 16:13,12.443,1
Tjel,2020/10/12 17:13,12.438,1
Tjel,2020/10/12 18:13,12.429,1
Tjel,2020/10/12 19:13,12.411,1
Tjel,2020/10/12 20:13,12.405,1
Tjel,2020/10/12 21:13,12.393,1
Tjel,2020/10/12 22:13,12.39,1
Tjel,2020/10/12 23:13,12.379,1
Tjel,2020/10/13 00:13,12.378,1
Tjel,2020/10/13 01:13,12.378,1
Tjel,2020/10/13 02:13,12.369,1
Tjel,2020/10/13 03:13,12.36,1
Tjel,2020/10/13 04:13,12.372,1
Tjel,2020/10/13 05:13,12.37,1
Tjel,2020/10/13 06:13,12.372,1
Tjel,2020/10/13 07:13,12.36,1
Tjel,2020/10/13 08:13,12.348,1
Tjel,2020/10/13 09:13,12.331,1
Tjel,2020/10/13 10:13,12.316,1
Tjel,2020/10/13 11:13,12.299,1
Tjel,2020/10/13 12:13,12.292,1
Tjel,2020/10/13 13:13,12.281,1
Tjel,2020/10/13 14:13,12.277,1
Tjel,2020/10/13 15:13,12.277,1
Tjel,2020/10/13 16:13,12.272,1
Tjel,2020/10/13 17:13,12.264,1
Tjel,2020/10/13 18:13,12.252,1
Tjel,2020/10/13 19:13,12.249,1
Tjel,2020/10/13 20:13,12.266,1
Tjel,2020/10/13 21:13,12.266,1
Tjel,2020/10/13 22:13,12.26,1
Tjel,2020/10/13 23:13,12.249,1
Tjel,2020/10/14 00:13,12.243,1
Tjel,2020/10/14 01:13,12.236,1
Tjel,2020/10/14 02:13,12.233,1
Tjel,2020/10/14 03:13,12.224,1
Tjel,2020/10/14 04:13,12.216,1
Tjel,2020/10/14 05:13,12.159,1
Tjel,2020/10/14 06:13,12.09,1
Tjel,2020/10/14 07:13,12.036,1
Tjel,2020/10/14 08:13,11.966,1
Tjel,2020/10/14 09:13,11.887,1
Tjel,2020/10/14 10:13,11.836,1
Tjel,2020/10/14 11:13,11.509,1
Tjel,2020/10/14 12:13,11.426,1
Tjel,2020/10/14 13:13,11.508,1
Tjel,2020/10/14 14:13,11.348,1
Tjel,2020/10/14 15:13,11.293,1
Tjel,2020/10/14 16:13,11.35,1
Tjel,2020/10/14 17:13,11.315,1
Tjel,2020/10/14 18:13,11.339,1
Tjel,2020/10/14 19:13,11.383,1
Tjel,2020/10/14 20:13,11.453,1
Tjel,2020/10/14 21:13,11.563,1
Tjel,2020/10/14 22:13,11.681,1
Tjel,2020/10/14 23:13,11.698,1
Tjel,2020/10/15 00:13,11.708,1
Tjel,2020/10/15 01:13,11.705,1
Tjel,2020/10/15 02:13,11.707,1
Tjel,2020/10/15 03:13,11.733,1
Tjel,2020/10/15 04:13,11.749,1
Tjel,2020/10/15 05:13,11.696,1
Tjel,2020/10/15 06:13,11.312,1
Tjel,2020/10/15 07:13,11.207,1
Tjel,2020/10/15 08:13,11.204,1
Tjel,2020/10/15 09:13,11.236,1
Tjel,2020/10/15 10:13,11.283,1
Tjel,2020/10/15 11:13,11.312,1
Tjel,2020/10/15 12:13,11.324,1
Tjel,2020/10/15 13:13,11.377,1
Tjel,2020/10/15 14:13,11.296,1
Tjel,2020/10/15 15:13,11.196,1
Tjel,2020/10/15 16:13,11.172,1
Tjel,2020/10/15 17:13,11.239,1
Tjel,2020/10/15 18:13,11.339,1
Tjel,2020/10/15 19:13,11.365,1
Tjel,2020/10/15 20:13,11.452,1
Tjel,2020/10/15 21:13,11.307,1
Tjel,2020/10/15 22:13,11.144,1
Tjel,2020/10/15 23:13,11.135,1
Tjel,2020/10/16 00:13,11.126,1
Tjel,2020/10/16 01:13,11.365,1
Tjel,2020/10/16 02:13,11.351,1
Tjel,2020/10/16 03:13,11.43,1
Tjel,2020/10/16 04:13,11.405,1
Tjel,2020/10/16 05:13,11.392,1
Tjel,2020/10/16 06:13,11.155,1
Tjel,2020/10/16 07:13,11.144,1
Tjel,2020/10/16 08:13,11.278,1
Tjel,2020/10/16 09:13,11.325,1
Tjel,2020/10/16 10:13,11.123,1
Tjel,2020/10/16 11:13,10.975,1
Tjel,2020/10/16 12:13,10.673,1
Tjel,2020/10/16 13:13,10.932,1
Tjel,2020/10/16 14:13,11.019,1
Tjel,2020/10/16 15:13,10.758,1
Tjel,2020/10/16 16:13,10.884,1
Tjel,2020/10/16 17:13,11.076,1
Tjel,2020/10/16 18:13,11.19,1
Tjel,2020/10/16 19:13,11.07,1
Tjel,2020/10/16 20:13,10.891,1
Tjel,2020/10/16 21:13,10.885,1
Tjel,2020/10/16 22:13,10.888,1
Tjel,2020/10/16 23:13,10.906,1
Tjel,2020/10/17 00:13,10.941,1
Tjel,2020/10/17 01:13,10.9,1
Tjel,2020/10/17 02:13,10.893,1
Tjel,2020/10/17 03:13,10.919,1
Tjel,2020/10/17 04:13,11.025,1
Tjel,2020/10/17 05:13,11.033,1
Tjel,2020/10/17 06:13,10.908,1
Tjel,2020/10/17 07:13,10.742,1
Tjel,2020/10/17 08:13,10.691,1
Tjel,2020/10/17 09:13,10.717,1
Tjel,2020/10/17 10:13,10.735,1
Tjel,2020/10/17 11:13,10.766,1
Tjel,2020/10/17 12:13,10.687,1
Tjel,2020/10/17 13:13,10.696,1
Tjel,2020/10/17 14:13,10.697,1
Tjel,2020/10/17 15:13,10.682,1
Tjel,2020/10/17 16:13,10.654,1
Tjel,2020/10/17 17:13,10.622,1
Tjel,2020/10/17 18:13,10.635,1
Tjel,2020/10/17 19:13,10.662,1
Tjel,2020/10/17 20:13,10.613,1
Tjel,2020/10/17 21:13,10.606,1
Tjel,2020/10/17 22:13,10.592,1
Tjel,2020/10/17 23:13,10.55,1
Tjel,2020/10/18 00:13,10.56,1
Tjel,2020/10/18 01:13,10.57,1
Tjel,2020/10/18 02:13,10.561,1
Tjel,2020/10/18 03:13,10.544,1
Tjel,2020/10/18 04:13,10.538,1
Tjel,2020/10/18 05:13,10.575,1
Tjel,2020/10/18 06:13,10.589,1
Tjel,2020/10/18 07:13,10.592,1
Tjel,2020/10/18 08:13,10.567,1
Tjel,2020/10/18 09:13,10.547,1
Tjel,2020/10/18 10:13,10.547,1
Tjel,2020/10/18 11:13,10.547,1
Tjel,2020/10/18 12:13,10.531,1
Tjel,2020/10/18 13:13,10.54,1
Tjel,2020/10/18 14:13,10.549,1
Tjel,2020/10/18 15:13,10.555,1
Tjel,2020/10/18 16:13,10.578,1
Tjel,2020/10/18 17:13,10.615,1
Tjel,2020/10/18 18:13,10.618,1
