 Day of  Day of  Slurry  Slurry  Air    Wall  Floor  Slurry
  480     115     1.0    1.0   15.1    9.9    5.7   13.6
  481     116     1.0    1.0   15.2   10.1    5.8   13.8
  482     117     1.0    1.0   15.4   10.3    6.0   14.0
  483     118     1.0    1.0   15.6   10.5    6.1   14.2
  484     119     1.0    1.0   15.7   10.6    6.2   14.4
  485     120     1.0    1.0   15.9   10.8    6.4   14.6
  486     121     1.0    1.0   16.0   11.0    6.5   14.8
  487     122     1.0    1.0   16.2   11.1    6.6   15.0
  488     123     1.0    1.0   16.3   11.3    6.8   15.2
  489     124     1.0    1.0   16.5   11.5    6.9   15.4
  490     125     1.0    1.0   16.6   11.7    7.0   15.5
  491     126     1.0    1.0   16.8   11.8    7.2   15.7
  492     127     1.0    1.0   16.9   12.0    7.3   15.9
  493     128     1.0    1.0   17.1   12.2    7.5   16.1
  494     129     1.0    1.0   17.2   12.3    7.6   16.3
  495     130     1.0    1.0   17.3   12.5    7.7   16.5
  496     131     1.0    1.0   17.5   12.7    7.9   16.7
  497     132     1.0    1.0   17.6   12.9    8.0   16.9
  498     133     1.0    1.0   17.7   13.0    8.2   17.1
  499     134     1.0    1.0   17.9   13.2    8.3   17.3
  500     135     1.0    1.0   18.0   13.4    8.5   17.5
  501     136     1.0    1.0   18.1   13.5    8.6   17.6
  502     137     1.0    1.0   18.3   13.7    8.8   17.8
  503     138     1.0    1.0   18.4   13.8    8.9   18.0
  504     139     1.0    1.0   18.5   14.0    9.0   18.2
  505     140     1.0    1.0   18.6   14.2    9.2   18.4
  506     141     1.0    1.0   18.7   14.3    9.3   18.6
  507     142     1.0    1.0   18.8   14.5    9.5   18.8
  508     143     1.0    1.0   18.9   14.6    9.6   19.0
  509     144     1.0    1.0   19.0   14.8    9.8   19.1
  510     145     1.0    1.0   19.2   15.0    9.9   19.3
  511     146     1.0    1.0   19.3   15.1   10.1   19.5
  512     147     1.0    1.0   19.4   15.3   10.2   19.7
  513     148     1.0    1.0   19.4   15.4   10.4   19.9
  514     149     1.0    1.0   19.5   15.6   10.5   20.0
  515     150     1.0    1.0   19.6   15.7   10.7   20.2
  516     151     1.0    1.0   19.7   15.9   10.8   20.4
  517     152     1.0    1.0   19.8   16.0   11.0   20.6
  518     153     1.0    1.0   19.9   16.2   11.1   20.7
  519     154     1.0    1.0   20.0   16.3   11.3   20.9
  520     155     1.0    1.0   20.0   16.4   11.4   21.1
  521     156     1.0    1.0   20.1   16.6   11.6   21.2
  522     157     1.0    1.0   20.2   16.7   11.7   21.4
  523     158     1.0    1.0   20.3   16.8   11.9   21.6
  524     159     1.0    1.0   20.3   17.0   12.0   21.7
  525     160     1.0    1.0   20.4   17.1   12.2   21.9
  526     161     1.0    1.0   20.4   17.2   12.3   22.1
  527     162     1.0    1.0   20.5   17.4   12.5   22.2
  528     163     1.0    1.0   20.6   17.5   12.6   22.4
  529     164     1.0    1.0   20.6   17.6   12.8   22.5
  530     165     1.0    1.0   20.7   17.7   12.9   22.7
  531     166     1.0    1.0   20.7   17.9   13.0   22.8
  532     167     1.0    1.0   20.7   18.0   13.2   23.0
  533     168     1.0    1.0   20.8   18.1   13.3   23.1
  534     169     1.0    1.0   20.8   18.2   13.5   23.3
  535     170     1.0    1.0   20.8   18.3   13.6   23.4
  536     171     1.0    1.0   20.9   18.4   13.8   23.5
  537     172     1.0    1.0   20.9   18.5   13.9   23.7
  538     173     1.0    1.0   20.9   18.6   14.0   23.8
  539     174     1.0    1.0   20.9   18.7   14.2   23.9
  540     175     1.0    1.0   21.0   18.8   14.3   24.1
  541     176     1.0    1.0   21.0   18.9   14.4   24.2
  542     177     1.0    1.0   21.0   19.0   14.6   24.3
  543     178     1.0    1.0   21.0   19.1   14.7   24.4
  544     179     1.0    1.0   21.0   19.2   14.8   24.6
  545     180     1.0    1.0   21.0   19.3   15.0   24.7
  546     181     1.0    1.0   21.0   19.4   15.1   24.8
  547     182     1.0    1.0   21.0   19.4   15.2   24.9
  548     183     1.0    1.0   21.0   19.5   15.3   25.0
  549     184     1.0    1.0   21.0   19.6   15.5   25.1
  550     185     1.0    1.0   21.0   19.7   15.6   25.2
  551     186     1.0    1.0   20.9   19.7   15.7   25.3
  552     187     1.0    1.0   20.9   19.8   15.8   25.4
  553     188     1.0    1.0   20.9   19.9   15.9   25.5
  554     189     1.0    1.0   20.9   19.9   16.1   25.6
  555     190     1.0    1.0   20.8   20.0   16.2   25.7
  556     191     1.0    1.0   20.8   20.0   16.3   25.8
  557     192     1.0    1.0   20.8   20.1   16.4   25.9
  558     193     1.0    1.0   20.7   20.1   16.5   25.9
  559     194     1.0    1.0   20.7   20.2   16.6   26.0
  560     195     1.0    1.0   20.7   20.2   16.7   26.1
  561     196     1.0    1.0   20.6   20.3   16.8   26.2
  562     197     1.0    1.0   20.6   20.3   16.9   26.2
  563     198     1.0    1.0   20.5   20.3   17.0   26.3
  564     199     1.0    1.0   20.4   20.4   17.1   26.3
  565     200     1.0    1.0   20.4   20.4   17.2   26.4
  566     201     1.0    1.0   20.3   20.4   17.3   26.5
  567     202     1.0    1.0   20.3   20.5   17.4   26.5
  568     203     1.0    1.0   20.2   20.5   17.5   26.6
  569     204     1.0    1.0   20.1   20.5   17.6   26.6
  570     205     1.0    1.0   20.0   20.5   17.7   26.6
  571     206     1.0    1.0   20.0   20.5   17.8   26.7
  572     207     1.0    1.0   19.9   20.5   17.8   26.7
  573     208     1.0    1.0   19.8   20.5   17.9   26.7
  574     209     1.0    1.0   19.7   20.5   18.0   26.8
  575     210     1.0    1.0   19.6   20.5   18.1   26.8
  576     211     1.0    1.0   19.5   20.5   18.1   26.8
  577     212     1.0    1.0   19.4   20.5   18.2   26.8
  578     213     1.0    1.0   19.4   20.5   18.3   26.9
  579     214     1.0    1.0   19.3   20.5   18.3   26.9
  580     215     1.0    1.0   19.2   20.5   18.4   26.9
  581     216     1.0    1.0   19.0   20.5   18.5   26.9
  582     217     1.0    1.0   18.9   20.5   18.5   26.9
  583     218     1.0    1.0   18.8   20.4   18.6   26.9
  584     219     1.0    1.0   18.7   20.4   18.6   26.9
  585     220     1.0    1.0   18.6   20.4   18.7   26.9
  586     221     1.0    1.0   18.5   20.3   18.7   26.9
  587     222     1.0    1.0   18.4   20.3   18.8   26.8
  588     223     1.0    1.0   18.3   20.3   18.8   26.8
  589     224     1.0    1.0   18.1   20.2   18.9   26.8
  590     225     1.0    1.0   18.0   20.2   18.9   26.8
  591     226     1.0    1.0   17.9   20.1   19.0   26.8
  592     227     1.0    1.0   17.7   20.1   19.0   26.7
  593     228     1.0    1.0   17.6   20.0   19.0   26.7
  594     229     1.0    1.0   17.5   20.0   19.0   26.7
  595     230     1.0    1.0   17.3   19.9   19.1   26.6
  596     231     1.0    1.0   17.2   19.9   19.1   26.6
  597     232     1.0    1.0   17.1   19.8   19.1   26.5
  598     233     1.0    1.0   16.9   19.7   19.1   26.5
  599     234     1.0    1.0   16.8   19.7   19.2   26.4
  600     235     1.0    1.0   16.6   19.6   19.2   26.4
  601     236     1.0    1.0   16.5   19.5   19.2   26.3
  602     237     1.0    1.0   16.3   19.4   19.2   26.2
  603     238     1.0    1.0   16.2   19.4   19.2   26.2
  604     239     1.0    1.0   16.0   19.3   19.2   26.1
  605     240     1.0    1.0   15.9   19.2   19.2   26.0
  606     241     1.0    1.0   15.7   19.1   19.2   26.0
  607     242     1.0    1.0   15.6   19.0   19.2   25.9
  608     243     1.0    1.0   15.4   18.9   19.2   25.8
  609     244     1.0    1.0   15.2   18.8   19.2   25.7
  610     245     1.0    1.0   15.1   18.7   19.2   25.6
  611     246     1.0    1.0   14.9   18.6   19.2   25.5
  612     247     1.0    1.0   14.8   18.5   19.1   25.4
  613     248     1.0    1.0   14.6   18.4   19.1   25.4
  614     249     1.0    1.0   14.4   18.3   19.1   25.3
  615     250     1.0    1.0   14.3   18.2   19.1   25.2
  616     251     1.0    1.0   14.1   18.1   19.0   25.0
  617     252     1.0    1.0   13.9   18.0   19.0   24.9
  618     253     1.0    1.0   13.7   17.9   19.0   24.8
  619     254     1.0    1.0   13.6   17.7   19.0   24.7
  620     255     1.0    1.0   13.4   17.6   18.9   24.6
  621     256     1.0    1.0   13.2   17.5   18.9   24.5
  622     257     1.0    1.0   13.0   17.4   18.8   24.4
  623     258     1.0    1.0   12.9   17.2   18.8   24.2
  624     259     1.0    1.0   12.7   17.1   18.7   24.1
  625     260     1.0    1.0   12.5   17.0   18.7   24.0
  626     261     1.0    1.0   12.3   16.8   18.6   23.9
  627     262     1.0    1.0   12.2   16.7   18.6   23.7
  628     263     1.0    1.0   12.0   16.6   18.5   23.6
  629     264     1.0    1.0   11.8   16.4   18.5   23.5
  630     265     1.0    1.0   11.6   16.3   18.4   23.3
  631     266     1.0    1.0   11.4   16.2   18.3   23.2
  632     267     1.0    1.0   11.3   16.0   18.3   23.0
  633     268     1.0    1.0   11.1   15.9   18.2   22.9
  634     269     1.0    1.0   10.9   15.7   18.1   22.7
  635     270     1.0    1.0   10.7   15.6   18.1   22.6
  636     271     1.0    1.0   10.5   15.4   18.0   22.4
  637     272     1.0    1.0   10.4   15.3   17.9   22.3
  638     273     1.0    1.0   10.2   15.1   17.8   22.1
  639     274     1.0    1.0   10.0   15.0   17.8   22.0
  640     275     1.0    1.0    9.8   14.8   17.7   21.8
  641     276     1.0    1.0    9.6   14.6   17.6   21.6
  642     277     1.0    1.0    9.5   14.5   17.5   21.5
  643     278     1.0    1.0    9.3   14.3   17.4   21.3
  644     279     1.0    1.0    9.1   14.2   17.3   21.1
  645     280     1.0    1.0    8.9   14.0   17.2   21.0
  646     281     1.0    1.0    8.7   13.8   17.1   20.8
  647     282     1.0    1.0    8.6   13.7   17.0   20.6
  648     283     1.0    1.0    8.4   13.5   16.9   20.5
  649     284     1.0    1.0    8.2   13.4   16.8   20.3
  650     285     1.0    1.0    8.0   13.2   16.7   20.1
  651     286     1.0    1.0    7.9   13.0   16.6   19.9
  652     287     1.0    1.0    7.7   12.9   16.5   19.8
  653     288     1.0    1.0    7.5   12.7   16.4   19.6
  654     289     1.0    1.0    7.3   12.5   16.3   19.4
  655     290     1.0    1.0    7.2   12.3   16.2   19.2
  656     291     1.0    1.0    7.0   12.2   16.1   19.0
  657     292     1.0    1.0    6.8   12.0   15.9   18.8
  658     293     1.0    1.0    6.7   11.8   15.8   18.7
  659     294     1.0    1.0    6.5   11.7   15.7   18.5
  660     295     1.0    1.0    6.3   11.5   15.6   18.3
  661     296     1.0    1.0    6.2   11.3   15.5   18.1
  662     297     1.0    1.0    6.0   11.1   15.3   17.9
  663     298     1.0    1.0    5.8   11.0   15.2   17.7
  664     299     1.0    1.0    5.7   10.8   15.1   17.5
  665     300     1.0    1.0    5.5   10.6   15.0   17.3
  666     301     1.0    1.0    5.4   10.5   14.8   17.2
  667     302     1.0    1.0    5.2   10.3   14.7   17.0
  668     303     1.0    1.0    5.0   10.1   14.6   16.8
  669     304     1.0    1.0    4.9    9.9   14.4   16.6
  670     305     1.0    1.0    4.7    9.8   14.3   16.4
  671     306     1.0    1.0    4.6    9.6   14.2   16.2
  672     307     1.0    1.0    4.4    9.4   14.0   16.0
  673     308     1.0    1.0    4.3    9.2   13.9   15.8
  674     309     1.0    1.0    4.1    9.1   13.8   15.6
  675     310     1.0    1.0    4.0    8.9   13.6   15.4
  676     311     1.0    1.0    3.9    8.7   13.5   15.2
  677     312     1.0    1.0    3.7    8.6   13.3   15.0
  678     313     1.0    1.0    3.6    8.4   13.2   14.9
  679     314     1.0    1.0    3.5    8.2   13.0   14.7
  680     315     1.0    1.0    3.3    8.1   12.9   14.5
  681     316     1.0    1.0    3.2    7.9   12.8   14.3
  682     317     1.0    1.0    3.1    7.7   12.6   14.1
  683     318     1.0    1.0    2.9    7.6   12.5   13.9
  684     319     1.0    1.0    2.8    7.4   12.3   13.7
  685     320     1.0    1.0    2.7    7.2   12.2   13.5
  686     321     1.0    1.0    2.6    7.1   12.0   13.3
  687     322     1.0    1.0    2.5    6.9   11.9   13.1
  688     323     1.0    1.0    2.3    6.7   11.7   13.0
  689     324     1.0    1.0    2.2    6.6   11.6   12.8
  690     325     1.0    1.0    2.1    6.4   11.4   12.6
  691     326     1.0    1.0    2.0    6.3   11.3   12.4
  692     327     1.0    1.0    1.9    6.1   11.1   12.2
  693     328     1.0    1.0    1.8    6.0   11.0   12.0
  694     329     1.0    1.0    1.7    5.8   10.8   11.9
  695     330     1.0    1.0    1.6    5.7   10.7   11.7
  696     331     1.0    1.0    1.5    5.5   10.5   11.5
  697     332     1.0    1.0    1.4    5.4   10.4   11.3
  698     333     1.0    1.0    1.3    5.2   10.2   11.1
  699     334     1.0    1.0    1.2    5.1   10.1   11.0
  700     335     1.0    1.0    1.2    4.9    9.9   10.8
  701     336     1.0    1.0    1.1    4.8    9.8   10.6
  702     337     1.0    1.0    1.0    4.6    9.6   10.5
  703     338     1.0    1.0    0.9    4.5    9.5   10.3
  704     339     1.0    1.0    0.8    4.4    9.3   10.1
  705     340     1.0    1.0    0.8    4.2    9.2   10.0
  706     341     1.0    1.0    0.7    4.1    9.0    9.8
  707     342     1.0    1.0    0.6    4.0    8.9    9.6
  708     343     1.0    1.0    0.6    3.8    8.8    9.5
  709     344     1.0    1.0    0.5    3.7    8.6    9.3
  710     345     1.0    1.0    0.5    3.6    8.5    9.2
  711     346     1.0    1.0    0.4    3.4    8.3    9.0
  712     347     1.0    1.0    0.4    3.3    8.2    8.9
  713     348     1.0    1.0    0.3    3.2    8.0    8.7
  714     349     1.0    1.0    0.3    3.1    7.9    8.6
  715     350     1.0    1.0    0.2    3.0    7.7    8.4
  716     351     1.0    1.0    0.2    2.9    7.6    8.3
  717     352     1.0    1.0    0.2    2.7    7.5    8.1
  718     353     1.0    1.0    0.1    2.6    7.3    8.0
  719     354     1.0    1.0    0.1    2.5    7.2    7.8
  720     355     1.0    1.0    0.1    2.4    7.0    7.7
  721     356     1.0    1.0    0.1    2.3    6.9    7.6
  722     357     1.0    1.0    0.0    2.2    6.8    7.4
  723     358     1.0    1.0    0.0    2.1    6.6    7.3
  724     359     1.0    1.0    0.0    2.0    6.5    7.2
  725     360     1.0    1.0    0.0    1.9    6.4    7.1
  726     361     1.0    1.0    0.0    1.9    6.2    7.0
  727     362     1.0    1.0    0.0    1.8    6.1    6.8
  728     363     1.0    1.0    0.0    1.7    6.0    6.7
  729     364     1.0    1.0    0.0    1.6    5.8    6.6
